;Retail Price 0;Spot Price 0;Spot Price P25;Retail Price P25;Spot Price M25;Retail Price M25;Waste Price;Wood Price;Bio Pellet Price;Bio Oil Price;DH Price;Demand Area 1;Demand Area 2;Demand Area 3
5313;2174,3;1086,5;1358,1;2513,8;814,8;1834,8;1;200;1000;1400;256;39,1;14,7;22,1
5314;2058,5;993,8;1242,3;2369,1;745,4;1747,9;1;200;1000;1400;256;36,5;11,2;13,2
5315;1941,5;900,2;1125,3;2222,9;675,2;1660,2;1;200;1000;1400;256;41,7;13,2;26,5
5316;1896,6;864,3;1080,3;2166,7;648,2;1626,5;1;200;1000;1400;256;28,6;11,2;17,7
5317;1836,7;816,4;1020,4;2091,8;612,3;1581,6;1;200;1000;1400;256;31,3;10,4;17,7
5318;1785,4;775,3;969,1;2027,6;581,5;1543,1;1;200;1000;1400;256;36,5;12,4;13,2
5319;1780,3;771,2;964;2021,3;578,4;1539,3;1;200;1000;1400;256;33,9;9,3;17,7
5320;1842,3;820,9;1026,1;2098,8;615,6;1585,8;1;200;1000;1400;256;31,3;13,2;22,1
5321;1959,3;914,4;1143;2245;685,8;1673,5;1;200;1000;1400;256;46,9;20,1;22,1
5322;2151,2;1068;1335;2485;801;1817,5;1;200;1000;1400;256;31,3;15,5;17,7
5323;2301,3;1188;1485;2672,5;891;1930;1;200;1000;1400;256;49,5;12,8;17,7
5324;1884,3;854,5;1068,1;2151,3;640,8;1617,3;1;200;1000;1400;256;52,1;12,8;17,7
5325;1735,8;735,7;919,6;1965,7;551,7;1505,9;1;200;1000;1400;256;33,9;10,4;13,2
5326;1712,4;717;896,2;1936,5;537,7;1488,4;1;200;1000;1400;256;33,9;10,4;13,2
5327;1676,3;688;860,1;1891,3;516;1461,3;1;200;1000;1400;256;33,9;9,3;13,2
5328;1725,5;727,4;909,3;1952,8;545,6;1498,2;1;200;1000;1400;256;31,3;8,1;8,8
5329;1716,6;720,2;900,3;1941,6;540,2;1491,5;1;200;1000;1400;256;23,4;6,2;13,2
5330;1707,4;712,9;891,1;1930,1;534,7;1484,6;1;200;1000;1400;256;23,4;6,2;8,8
5331;1709,5;714,6;893,3;1932,8;536;1486,2;1;200;1000;1400;256;26,0;7,0;13,2
5332;1713,6;717,9;897,4;1938;538,4;1489,3;1;200;1000;1400;256;23,4;6,6;8,8
5333;1732,7;733,1;916,4;1961,8;549,8;1503,6;1;200;1000;1400;256;28,6;7,4;13,2
5334;1866,7;840,4;1050,4;2129,3;630,3;1604,1;1;200;1000;1400;256;31,3;9,3;13,2
5335;2028,2;969,6;1212;2331,2;727,2;1725,2;1;200;1000;1400;256;39,1;12,8;13,2
5336;2348,8;1226;1532,5;2731,9;919,5;1965,7;1;200;1000;1400;256;62,5;17,0;26,5
5337;2208,7;1114;1392,5;2556,9;835,5;1860,6;1;200;1000;1400;256;59,9;17,8;17,7
5338;2004,2;950,3;1187,9;2301,2;712,8;1707,2;1;200;1000;1400;256;62,5;20,5;22,1
5339;1948,7;906;1132,5;2231,8;679,5;1665,6;1;200;1000;1400;256;54,7;17,0;17,7
5340;1897,2;864,8;1081;2167,5;648,6;1627;1;200;1000;1400;256;54,7;15,1;22,1
5341;1866,7;840,4;1050,4;2129,3;630,3;1604,1;1;200;1000;1400;256;49,5;10,8;17,7
5342;1851,1;827,9;1034,9;2109,8;620,9;1592,4;1;200;1000;1400;256;52,1;11,6;17,7
5343;1876,3;848;1060;2141,3;636;1611,3;1;200;1000;1400;256;52,1;17,0;17,7
5344;1941,3;900,1;1125,1;2222,6;675;1660;1;200;1000;1400;256;52,1;10,8;22,1
5345;2049,5;986,6;1233,3;2357,9;740;1741,2;1;200;1000;1400;256;57,3;16,3;17,7
5346;2053,8;990;1237,5;2363,1;742,5;1744,4;1;200;1000;1400;256;52,1;22,8;22,1
5347;1982,7;933,2;1166,5;2274,3;699,9;1691,1;1;200;1000;1400;256;28,6;12,8;17,7
5348;1788,4;777,7;972,1;2031,4;583,3;1545,3;1;200;1000;1400;256;36,5;13,2;13,2
5349;1822,5;805;1006,2;2074;603,7;1570,9;1;200;1000;1400;256;57,3;10,4;13,2
5350;1771,5;764,2;955,3;2010,3;573,2;1532,7;1;200;1000;1400;256;44,3;12,4;17,7
5351;1726;727,8;909,8;1953,5;545,9;1498,6;1;200;1000;1400;256;28,6;11,2;8,8
5352;1745,5;743,4;929,2;1977,8;557,5;1513,2;1;200;1000;1400;256;26,0;6,2;13,2
5353;1735,1;735,1;918,9;1964,8;551,3;1505,4;1;200;1000;1400;256;26,0;8,1;13,2
5354;1729,3;730,5;913,1;1957,6;547,9;1501,1;1;200;1000;1400;256;23,4;6,6;8,8
5355;1725,9;727,7;909,6;1953,3;545,8;1498,5;1;200;1000;1400;256;26,0;6,2;13,2
5356;1728,6;729,9;912,3;1956,7;547,4;1500,5;1;200;1000;1400;256;26,0;6,6;8,8
5357;1749,2;746,3;932,9;1982,4;559,7;1515,9;1;200;1000;1400;256;28,6;6,6;13,2
5358;1903,4;869,7;1087,2;2175,2;652,3;1631,6;1;200;1000;1400;256;31,3;9,7;13,2
5359;2060,3;995,2;1244;2371,3;746,4;1749,3;1;200;1000;1400;256;36,5;15,9;17,7
5360;2359,8;1234,9;1543,6;2745,7;926,2;1973,9;1;200;1000;1400;256;46,9;15,1;22,1
5361;2209,4;1114,5;1393,2;2557,7;835,9;1861,1;1;200;1000;1400;256;70,3;22,8;17,7
5362;2129,1;1050,3;1312,9;2457,4;787,7;1800,9;1;200;1000;1400;256;70,3;23,6;26,5
5363;2069,6;1002,7;1253,3;2382,9;752;1756,2;1;200;1000;1400;256;54,7;20,5;22,1
5364;2030,5;971,4;1214,2;2334;728,5;1726,9;1;200;1000;1400;256;72,9;19,0;22,1
5365;1991,4;940,1;1175,1;2285,1;705,1;1697,6;1;200;1000;1400;256;41,7;14,7;17,7
5366;2004,8;950,8;1188,5;2301,9;713,1;1707,6;1;200;1000;1400;256;57,3;10,4;17,7
5367;2029,8;970,9;1213,6;2333,2;728,1;1726,4;1;200;1000;1400;256;57,3;12,4;17,7
5368;2106;1031,8;1289,8;2428,4;773,9;1783,6;1;200;1000;1400;256;54,7;16,6;17,7
5369;2146,7;1064,3;1330,4;2479,3;798,2;1814,1;1;200;1000;1400;256;57,3;19,7;26,5
5370;2115,6;1039,5;1299,3;2440,4;779,6;1790,8;1;200;1000;1400;256;67,7;16,6;26,5
5371;2059,7;994,8;1243,5;2370,6;746,1;1748,9;1;200;1000;1400;256;78,1;18,6;26,5
5372;1937,4;896,9;1121,2;2217,7;672,7;1657,1;1;200;1000;1400;256;52,1;15,5;17,7
5373;1903,8;870,1;1087,6;2175,7;652,5;1631,9;1;200;1000;1400;256;46,9;12,8;17,7
5374;1787,9;777,3;971,6;2030,8;583;1545;1;200;1000;1400;256;39,1;14,3;13,2
5375;1736,3;736;920;1966,3;552;1506,3;1;200;1000;1400;256;31,3;7,7;13,2
5376;1744,9;742,9;928,7;1977,1;557,2;1512,8;1;200;1000;1400;256;23,4;7,0;13,2
5377;1728;729,4;911,8;1956;547,1;1500,1;1;200;1000;1400;256;26,0;6,6;8,8
5378;1721,3;724;905;1947,5;543;1495;1;200;1000;1400;256;23,4;6,6;13,2
5379;1718,7;722;902,5;1944,3;541,5;1493,1;1;200;1000;1400;256;28,6;10,4;8,8
5380;1722,8;725,2;906,6;1949,4;543,9;1496,2;1;200;1000;1400;256;39,1;10,4;13,2
5381;1733,1;733,5;916,9;1962,3;550,1;1503,9;1;200;1000;1400;256;114,6;19,7;30,9
5382;1719,7;722,8;903,5;1945,6;542,1;1493,9;1;200;1000;1400;256;148,4;21,3;35,3
5383;1740,9;739,7;924,6;1972;554,8;1509,7;1;200;1000;1400;256;96,4;12,0;17,7
5384;1765;759;948,8;2002,2;569,3;1527,8;1;200;1000;1400;256;75,5;17,4;22,1
5385;1773,9;766,1;957,7;2013,3;574,6;1534,5;1;200;1000;1400;256;62,5;12,0;17,7
5386;1776;767,8;959,7;2015,9;575,8;1536;1;200;1000;1400;256;46,9;19,0;17,7
5387;1767,6;761,1;951,3;2005,4;570,8;1529,7;1;200;1000;1400;256;39,1;15,5;22,1
5388;1747,2;744,8;931;1980;558,6;1514,5;1;200;1000;1400;256;39,1;12,0;17,7
5389;1748,2;745,6;932;1981,2;559,2;1515,2;1;200;1000;1400;256;52,1;10,4;13,2
5390;1732,6;733,1;916,3;1961,7;549,8;1503,5;1;200;1000;1400;256;33,9;10,8;17,7
5391;1730,3;731,2;914,1;1958,8;548,4;1501,8;1;200;1000;1400;256;33,9;12,0;13,2
5392;1739,5;738,6;923,2;1970,3;553,9;1508,7;1;200;1000;1400;256;54,7;15,1;17,7
5393;1741,4;740,1;925,1;1972,6;555,1;1510,1;1;200;1000;1400;256;57,3;15,9;22,1
5394;1747,9;745,3;931,6;1980,8;559;1515;1;200;1000;1400;256;59,9;17,8;30,9
5395;1729,4;730,5;913,2;1957,7;547,9;1501,1;1;200;1000;1400;256;88,5;19,0;22,1
5396;1718,3;721,7;902,1;1943,9;541,3;1492,8;1;200;1000;1400;256;62,5;20,5;22,1
5397;1725;727;908,7;1952,1;545,2;1497,8;1;200;1000;1400;256;57,3;16,6;17,7
5398;1664;678,2;847,8;1876;508,7;1452,1;1;200;1000;1400;256;39,1;14,7;17,7
5399;1592;620,6;775,8;1786;465,5;1398,1;1;200;1000;1400;256;31,3;9,3;13,2
5400;1564,1;598,2;747,8;1751;448,7;1377,1;1;200;1000;1400;256;26,0;7,0;13,2
5401;1549,5;586,6;733,3;1732,8;440;1366,2;1;200;1000;1400;256;23,4;8,1;13,2
5402;1535,1;575,1;718,9;1714,8;431,3;1355,4;1;200;1000;1400;256;26,0;11,6;8,8
5403;1522,7;565,2;706,5;1699,4;423,9;1346,1;1;200;1000;1400;256;28,6;13,2;13,2
5404;1517,8;561,2;701,5;1693,2;420,9;1342,4;1;200;1000;1400;256;31,3;11,6;13,2
5405;1528,7;570;712,5;1706,9;427,5;1350,6;1;200;1000;1400;256;114,6;15,5;22,1
5406;1556,7;592,3;740,4;1741,8;444,2;1371,6;1;200;1000;1400;256;119,8;24,8;26,5
5407;1596,8;624,5;780,6;1792;468,3;1401,7;1;200;1000;1400;256;80,7;15,9;22,1
5408;1630,9;651,7;814,6;1834,5;488,8;1427,2;1;200;1000;1400;256;67,7;16,6;17,7
5409;1683;693,4;866,8;1899,7;520,1;1466,3;1;200;1000;1400;256;54,7;16,3;17,7
5410;1622,8;645,3;806,6;1824,5;483,9;1421,2;1;200;1000;1400;256;54,7;16,3;17,7
5411;1569,8;602,8;753,5;1758,2;452,1;1381,4;1;200;1000;1400;256;36,5;10,4;17,7
5412;1499,4;546,5;683,2;1670,2;409,9;1328,6;1;200;1000;1400;256;28,6;10,4;13,2
5413;1482,7;533,2;666,5;1649,3;399,9;1316,1;1;200;1000;1400;256;39,1;10,1;17,7
5414;1439,9;498,9;623,6;1595,8;374,2;1284;1;200;1000;1400;256;54,7;10,8;13,2
5415;1397,4;464,9;581,2;1542,7;348,7;1252,1;1;200;1000;1400;256;36,5;13,9;17,7
5416;1481,8;532,5;665,6;1648,2;399,3;1315,4;1;200;1000;1400;256;36,5;14,3;17,7
5417;1566,6;600,3;750,4;1754,2;450,2;1379;1;200;1000;1400;256;57,3;20,9;22,1
5418;1614,7;638,7;798,4;1814,3;479,1;1415,1;1;200;1000;1400;256;75,5;21,3;22,1
5419;1598,7;626;782,5;1794,4;469,5;1403,1;1;200;1000;1400;256;70,3;15,1;26,5
5420;1571,5;604,2;755,2;1760,3;453,1;1382,7;1;200;1000;1400;256;62,5;15,9;17,7
5421;1617,6;641,1;801,4;1817,9;480,8;1417,3;1;200;1000;1400;256;52,1;14,3;17,7
5422;1592,5;621;776,2;1786,5;465,7;1398,4;1;200;1000;1400;256;41,7;11,6;17,7
5423;1546,6;584,3;730,3;1729,2;438,2;1364;1;200;1000;1400;256;31,3;7,4;13,2
5424;1453,5;509,8;637,3;1612,8;382,4;1294,2;1;200;1000;1400;256;26,0;7,0;13,2
5425;1441,3;500;625;1597,5;375;1285;1;200;1000;1400;256;23,4;7,0;8,8
5426;1449,7;506,8;633,4;1608;380,1;1291,3;1;200;1000;1400;256;26,0;7,0;8,8
5427;1451,6;508,3;635,4;1610,4;381,2;1292,8;1;200;1000;1400;256;28,6;7,0;13,2
5428;1441;499,8;624,8;1597,2;374,9;1284,8;1;200;1000;1400;256;31,3;8,5;13,2
5429;1463,9;518,1;647,6;1625,8;388,6;1302;1;200;1000;1400;256;85,9;18,2;22,1
5430;1508,4;553,7;692,1;1681,4;415,3;1335,3;1;200;1000;1400;256;96,4;28,6;30,9
5431;1542,7;581,2;726,5;1724,3;435,9;1361,1;1;200;1000;1400;256;80,7;19,7;22,1
5432;1550,2;587,2;734;1733,7;440,4;1366,7;1;200;1000;1400;256;59,9;15,1;22,1
5433;1499,3;546,5;683,1;1670,1;409,8;1328,6;1;200;1000;1400;256;59,9;14,3;17,7
5434;1501;547,8;684,7;1672,2;410,8;1329,8;1;200;1000;1400;256;41,7;13,9;13,2
5435;1509,8;554,8;693,5;1683,2;416,1;1336,4;1;200;1000;1400;256;46,9;15,5;17,7
5436;1508,4;553,7;692,1;1681,4;415,3;1335,3;1;200;1000;1400;256;36,5;15,5;17,7
5437;1457,2;512,8;641;1617,5;384,6;1297;1;200;1000;1400;256;33,9;10,4;13,2
5438;1444,5;502,6;628,2;1601,5;376,9;1287,4;1;200;1000;1400;256;46,9;12,8;13,2
5439;1454;510,2;637,8;1613,5;382,7;1294,6;1;200;1000;1400;256;57,3;10,8;17,7
5440;1515,3;559,2;699;1690;419,4;1340,5;1;200;1000;1400;256;49,5;15,5;17,7
5441;1671,7;684,4;855,4;1885,5;513,3;1457,8;1;200;1000;1400;256;57,3;19,3;17,7
5442;1714,2;718,3;897,9;1938,6;538,7;1489,7;1;200;1000;1400;256;59,9;18,2;22,1
5443;1699,9;706,9;883,6;1920,8;530,2;1479;1;200;1000;1400;256;57,3;20,5;22,1
5444;1682,3;692,8;866;1898,8;519,6;1465,8;1;200;1000;1400;256;54,7;17,4;17,7
5445;1684,8;694,9;868,6;1902;521,1;1467,7;1;200;1000;1400;256;39,1;16,3;22,1
5446;1656,6;672,3;840,4;1866,7;504,2;1446,5;1;200;1000;1400;256;46,9;13,5;13,2
5447;1597,3;624,8;781,1;1792,6;468,6;1402;1;200;1000;1400;256;39,1;8,5;13,2
5448;1645;663;828,8;1852,2;497,3;1437,8;1;200;1000;1400;256;26,0;7,0;13,2
5449;1621,7;644,3;805,4;1823;483,3;1420,3;1;200;1000;1400;256;26,0;7,0;8,8
5450;1608,3;633,6;792;1806,3;475,2;1410,3;1;200;1000;1400;256;26,0;7,0;13,2
5451;1583,4;613,7;767,2;1775,2;460,3;1391,6;1;200;1000;1400;256;26,0;7,0;8,8
5452;1592,2;620,8;776;1786,2;465,6;1398,2;1;200;1000;1400;256;44,3;9,7;13,2
5453;1684,6;694,7;868,3;1901,6;521;1467,5;1;200;1000;1400;256;70,3;15,9;26,5
5454;1761,3;756;945;1997,5;567;1525;1;200;1000;1400;256;88,5;22,8;30,9
5455;1765;759;948,7;2002,1;569,2;1527,8;1;200;1000;1400;256;70,3;15,9;22,1
5456;1836,5;816,2;1020,3;2091,6;612,2;1581,4;1;200;1000;1400;256;52,1;15,5;22,1
5457;1903,2;869,6;1087;2175;652,2;1631,5;1;200;1000;1400;256;33,9;13,9;22,1
5458;1950,1;907,1;1133,8;2233,5;680,3;1666,6;1;200;1000;1400;256;46,9;11,6;17,7
5459;1993,8;942,1;1177,6;2288,2;706,5;1699,4;1;200;1000;1400;256;39,1;11,2;17,7
5460;1999,1;946,2;1182,8;2294,8;709,7;1703,4;1;200;1000;1400;256;33,9;9,7;17,7
5461;2027,6;969,1;1211,4;2330,5;726,8;1724,8;1;200;1000;1400;256;28,6;10,1;13,2
5462;1953,3;909,6;1137;2237,5;682,2;1669;1;200;1000;1400;256;36,5;11,6;17,7
5463;1898,4;865,7;1082,2;2168,9;649,3;1627,9;1;200;1000;1400;256;41,7;12,8;13,2
5464;1851,1;827,9;1034,8;2109,8;620,9;1592,4;1;200;1000;1400;256;36,5;15,1;22,1
5465;1832,1;812,6;1015,8;2086;609,5;1578,1;1;200;1000;1400;256;59,9;19,3;22,1
5466;1767;760,6;950,7;2004,7;570,4;1529,3;1;200;1000;1400;256;67,7;19,7;26,5
5467;1768,7;761,9;952,4;2006,8;571,4;1530,6;1;200;1000;1400;256;65,1;24,4;22,1
5468;1758,3;753,7;942,1;1993,8;565,2;1522,8;1;200;1000;1400;256;36,5;19,7;26,5
5469;1751;747,8;934,8;1984,7;560,9;1517,3;1;200;1000;1400;256;41,7;15,9;13,2
5470;1688,9;698,1;872,7;1907,1;523,6;1470,7;1;200;1000;1400;256;33,9;12,8;17,7
5471;1582;612,6;765,7;1773,4;459,4;1390,6;1;200;1000;1400;256;31,3;7,7;8,8
5472;1595,5;623,4;779,2;1790,3;467,5;1400,7;1;200;1000;1400;256;26,0;7,0;13,2
5473;1574,3;606,4;758,1;1763,8;454,8;1384,8;1;200;1000;1400;256;26,0;7,0;13,2
5474;1434,9;494,9;618,7;1589,6;371,2;1280,3;1;200;1000;1400;256;26,0;7,0;8,8
5475;1295,6;383,5;479,3;1415,4;287,6;1175,7;1;200;1000;1400;256;28,6;6,6;13,2
5476;1263,9;358,2;447,7;1375,9;268,6;1152;1;200;1000;1400;256;28,6;9,3;8,8
5477;1454,6;510,7;638,3;1614,1;383;1295;1;200;1000;1400;256;59,9;17,4;22,1
5478;1636,8;656,4;820,5;1841,9;492,3;1431,6;1;200;1000;1400;256;78,1;23,6;26,5
5479;1678;689,4;861,7;1893,4;517;1462,5;1;200;1000;1400;256;62,5;15,5;22,1
5480;1693;701,4;876,8;1912,2;526,1;1473,8;1;200;1000;1400;256;49,5;15,9;17,7
5481;1674,3;686,4;858;1888,8;514,8;1459,8;1;200;1000;1400;256;46,9;19,0;22,1
5482;1668,7;681,9;852,4;1881,8;511,4;1455,6;1;200;1000;1400;256;36,5;14,7;17,7
5483;1659,2;674,4;843;1870;505,8;1448,5;1;200;1000;1400;256;52,1;10,8;17,7
5484;1651,7;668,4;835,5;1860,6;501,3;1442,8;1;200;1000;1400;256;46,9;12,8;13,2
5485;1643,8;662;827,5;1850,7;496,5;1436,9;1;200;1000;1400;256;36,5;11,2;17,7
5486;1624,5;646,6;808,3;1826,6;485;1422,5;1;200;1000;1400;256;36,5;12,0;17,7
5487;1627,1;648,7;810,8;1829,8;486,5;1424,4;1;200;1000;1400;256;36,5;14,3;22,1
5488;1639,3;658,5;823,1;1845,1;493,8;1433,6;1;200;1000;1400;256;57,3;17,4;22,1
5489;1669,7;682,7;853,4;1883;512,1;1456,3;1;200;1000;1400;256;54,7;17,4;22,1
5490;1671,5;684,2;855,2;1885,3;513,1;1457,7;1;200;1000;1400;256;44,3;19,3;22,1
5491;1663,8;678,1;847,6;1875,7;508,5;1451,9;1;200;1000;1400;256;44,3;13,5;22,1
5492;1651,2;668;834,9;1859,9;501;1442,5;1;200;1000;1400;256;46,9;11,2;17,7
5493;1629,8;650,8;813,5;1833,1;488,1;1426,4;1;200;1000;1400;256;39,1;9,3;17,7
5494;1566,4;600,1;750,1;1753,9;450,1;1378,9;1;200;1000;1400;256;39,1;10,8;13,2
5495;1435,7;495,6;619,4;1590,5;371,7;1280,8;1;200;1000;1400;256;28,6;8,5;13,2
5496;1351,6;428,3;535,3;1485,4;321,2;1217,7;1;200;1000;1400;256;33,9;7,4;13,2
5497;1249,9;347;433,7;1358,4;260,2;1141,5;1;200;1000;1400;256;23,4;7,7;8,8
5498;908,6;73,9;92,3;931,7;55,4;885,5;1;200;1000;1400;256;26,0;7,0;13,2
5499;844,9;23;28,7;852,1;17,2;837,8;1;200;1000;1400;256;28,6;7,0;13,2
5500;837,9;17,3;21,7;843,3;13;832,5;1;200;1000;1400;256;26,0;7,0;8,8
5501;1007,3;152,8;191;1055;114,6;959,5;1;200;1000;1400;256;26,0;7,7;13,2
5502;1431,4;492,1;615,1;1585,2;369,1;1277,6;1;200;1000;1400;256;31,3;11,2;13,2
5503;1528,6;569,8;712,3;1706,6;427,4;1350,5;1;200;1000;1400;256;41,7;15,9;17,7
5504;1547,4;584,9;731,2;1730,2;438,7;1364,6;1;200;1000;1400;256;75,5;19,3;22,1
5505;1555,3;591,3;739,1;1740,1;443,5;1370,6;1;200;1000;1400;256;99,0;24,0;26,5
5506;1559,5;594,6;743,3;1745,4;446;1373,7;1;200;1000;1400;256;96,4;21,3;35,3
5507;1559,7;594,7;743,4;1745,5;446,1;1373,8;1;200;1000;1400;256;57,3;17,4;26,5
5508;1565;599;748,8;1752,2;449,3;1377,8;1;200;1000;1400;256;59,9;18,6;22,1
5509;1569,9;602,9;753,6;1758,3;452,2;1381,5;1;200;1000;1400;256;57,3;13,5;26,5
5510;1573,1;605,5;756,8;1762,3;454,1;1383,9;1;200;1000;1400;256;44,3;12,4;17,7
5511;1579,8;610,9;763,6;1770,7;458,1;1388,9;1;200;1000;1400;256;41,7;10,4;22,1
5512;1589,6;618,7;773,4;1783;464;1396,3;1;200;1000;1400;256;41,7;16,3;22,1
5513;1595,3;623,2;779;1790;467,4;1400,5;1;200;1000;1400;256;54,7;14,3;17,7
5514;1606,3;632,1;790,1;1803,9;474,1;1408,8;1;200;1000;1400;256;49,5;14,3;22,1
5515;1611,1;635,9;794,8;1809,8;476,9;1412,4;1;200;1000;1400;256;36,5;17,4;17,7
5516;1573,8;606,1;757,6;1763,2;454,5;1384,4;1;200;1000;1400;256;52,1;9,3;17,7
5517;1574,6;606,7;758,3;1764,2;455;1385;1;200;1000;1400;256;39,1;10,4;13,2
5518;1544,8;582,8;728,5;1726,9;437,1;1362,6;1;200;1000;1400;256;39,1;9,3;13,2
5519;1390,2;459,2;574;1533,7;344,4;1246,7;1;200;1000;1400;256;31,3;13,2;13,2
5520;1487,4;536,9;671,1;1655,2;402,7;1319,6;1;200;1000;1400;256;33,9;7,7;13,2
5521;1480,1;531,1;663,8;1646;398,3;1314,1;1;200;1000;1400;256;36,5;7,4;13,2
5522;1451,2;507,9;634,9;1609,9;380,9;1292,4;1;200;1000;1400;256;26,0;7,0;8,8
5523;1420,7;483,6;604,4;1571,8;362,7;1269,6;1;200;1000;1400;256;26,0;7,0;13,2
5524;1408,3;473,6;592;1556,3;355,2;1260,3;1;200;1000;1400;256;28,6;7,0;8,8
5525;1377,9;449,4;561,7;1518,4;337;1237,5;1;200;1000;1400;256;31,3;7,7;13,2
5526;1545,8;583,6;729,5;1728,1;437,7;1363,4;1;200;1000;1400;256;31,3;10,1;13,2
5527;1584,2;614,3;767,9;1776,1;460,7;1392,2;1;200;1000;1400;256;46,9;13,2;17,7
5528;1594,8;622,8;778,5;1789,4;467,1;1400,1;1;200;1000;1400;256;59,9;17,8;26,5
5529;1592,7;621,2;776,5;1786,8;465,9;1398,6;1;200;1000;1400;256;54,7;21,3;30,9
5530;1587,6;617,1;771,4;1780,5;462,8;1394,8;1;200;1000;1400;256;39,1;22,8;30,9
5531;1582,4;612,9;766,1;1773,9;459,7;1390,8;1;200;1000;1400;256;57,3;19,7;22,1
5532;1588,8;618;772,5;1781,9;463,5;1395,6;1;200;1000;1400;256;57,3;20,5;22,1
5533;1580,2;611,2;763,9;1771,2;458,4;1389,2;1;200;1000;1400;256;44,3;13,5;17,7
5534;1574,4;606,5;758,2;1764;454,9;1384,9;1;200;1000;1400;256;52,1;13,5;17,7
5535;1568,7;601,9;752,4;1756,8;451,4;1380,6;1;200;1000;1400;256;36,5;13,9;17,7
5536;1556,8;592,4;740,5;1741,9;444,3;1371,6;1;200;1000;1400;256;57,3;15,5;22,1
5537;1560,1;595,1;743,8;1746;446,3;1374,1;1;200;1000;1400;256;52,1;17,8;26,5
5538;1557,9;593,3;741,7;1743,3;445;1372,5;1;200;1000;1400;256;67,7;19,3;35,3
5539;1568,5;601,8;752,3;1756,6;451,4;1380,5;1;200;1000;1400;256;65,1;20,5;26,5
5540;1559,7;594,8;743,5;1745,6;446,1;1373,8;1;200;1000;1400;256;75,5;22,8;22,1
5541;1562,9;597,3;746,7;1749,6;448;1376,2;1;200;1000;1400;256;44,3;11,6;17,7
5542;1546,1;583,9;729,9;1728,6;437,9;1363,7;1;200;1000;1400;256;33,9;10,4;17,7
5543;1404,8;470,9;588,6;1552;353,1;1257,7;1;200;1000;1400;256;28,6;7,4;13,2
5544;1392,9;461,3;576,7;1537,1;346;1248,7;1;200;1000;1400;256;23,4;7,7;8,8
5545;1480,1;531,1;663,8;1646;398,3;1314,1;1;200;1000;1400;256;26,0;7,0;13,2
5546;1475,5;527,4;659,2;1640,3;395,5;1310,7;1;200;1000;1400;256;26,0;7,0;8,8
5547;1487,3;536,8;671;1655;402,6;1319,5;1;200;1000;1400;256;28,6;7,0;13,2
5548;1484,8;534,9;668,6;1652;401,1;1317,7;1;200;1000;1400;256;41,7;8,5;13,2
5549;1450,4;507,3;634,2;1609;380,5;1291,9;1;200;1000;1400;256;65,1;20,1;22,1
5550;1540,5;579,4;724,3;1721,6;434,6;1359,5;1;200;1000;1400;256;99,0;33,7;35,3
5551;1556,5;592,2;740,2;1741,5;444,1;1371,4;1;200;1000;1400;256;52,1;18,6;26,5
5552;1575,2;607,2;759;1764,9;455,4;1385,5;1;200;1000;1400;256;41,7;15,9;17,7
5553;1574,2;606,3;757,9;1763,6;454,7;1384,7;1;200;1000;1400;256;36,5;13,5;17,7
5554;1578,8;610;762,5;1769,4;457,5;1388,2;1;200;1000;1400;256;46,9;10,1;17,7
5555;1580,6;611,5;764,3;1771,7;458,6;1389,5;1;200;1000;1400;256;62,5;10,8;13,2
5556;1582;612,6;765,8;1773,4;459,5;1390,6;1;200;1000;1400;256;28,6;14,3;17,7
5557;1573,8;606;757,5;1763,2;454,5;1384,4;1;200;1000;1400;256;39,1;9,3;17,7
5558;1577,9;609,3;761,6;1768,3;457;1387,5;1;200;1000;1400;256;39,1;11,2;13,2
5559;1556,1;591,9;739,8;1741;443,9;1371,1;1;200;1000;1400;256;36,5;11,2;22,1
5560;1551,3;588,1;735,1;1735,1;441;1367,5;1;200;1000;1400;256;41,7;13,5;22,1
5561;1545,5;583,4;729,3;1727,9;437,6;1363,2;1;200;1000;1400;256;75,5;19,3;26,5
5562;1548,5;585,8;732,3;1731,6;439,4;1365,4;1;200;1000;1400;256;52,1;24,4;22,1
5563;1546,2;584;729,9;1728,7;438;1363,7;1;200;1000;1400;256;57,3;19,7;26,5
5564;1545,2;583,1;728,9;1727,4;437,3;1362,9;1;200;1000;1400;256;67,7;18,2;17,7
5565;1551,8;588,5;735,6;1735,7;441,4;1367,9;1;200;1000;1400;256;54,7;15,9;17,7
5566;1537,3;576,9;721,1;1717,6;432,6;1357,1;1;200;1000;1400;256;49,5;14,3;17,7
5567;1460,9;515,8;644,7;1622,1;386,8;1299,8;1;200;1000;1400;256;33,9;8,1;13,2
5568;1417,8;481,3;601,6;1568,2;361;1267,4;1;200;1000;1400;256;26,0;7,7;13,2
5569;1380,4;451,4;564,2;1521,5;338,5;1239,4;1;200;1000;1400;256;26,0;10,1;13,2
5570;1372,7;445,2;556,5;1511,8;333,9;1233,6;1;200;1000;1400;256;26,0;12,4;13,2
5571;1363,8;438,1;547,6;1500,7;328,5;1226,9;1;200;1000;1400;256;28,6;13,5;8,8
5572;1359,6;434,6;543,3;1495,4;326;1223,7;1;200;1000;1400;256;33,9;18,6;13,2
5573;1290,3;379,3;474,1;1408,8;284,4;1171,8;1;200;1000;1400;256;88,5;26,7;35,3
5574;1381,9;452,5;565,6;1523,3;339,4;1240,5;1;200;1000;1400;256;140,6;35,2;30,9
