;Retail Price 0;Spot Price 0;Spot Price P25;Retail Price P25;Spot Price M25;Retail Price M25;Waste Price;Wood Price;Bio Pellet Price;Bio Oil Price;DH Price;Demand Area 1;Demand Area 2;Demand Area 3
2550;1136,6;256,3;320,4;1216,7;192,2;1056,5;1;200;1000;1400;256;466,1;82,4;39,7
2551;1155;271;338,8;1239,7;203,3;1070,3;1;200;1000;1400;256;354,2;37,5;39,7
2552;1150,7;267,6;334,5;1234,4;200,7;1067,1;1;200;1000;1400;256;286,5;44,9;26,5
2553;1157,9;273,3;341,7;1243,3;205;1072,5;1;200;1000;1400;256;276,0;41,0;22,1
2554;1162;276,6;345,7;1248,4;207,4;1075,5;1;200;1000;1400;256;252,6;28,6;22,1
2555;1148,1;265,5;331,8;1231;199,1;1065,1;1;200;1000;1400;256;296,9;25,9;22,1
2556;1132,6;253,1;316,3;1211,6;189,8;1053,5;1;200;1000;1400;256;265,6;14,3;17,7
2557;1130,2;251,1;313,9;1208,7;188,4;1051,7;1;200;1000;1400;256;174,5;14,3;13,2
2558;1128;249,4;311,8;1206;187,1;1050,1;1;200;1000;1400;256;177,1;13,9;17,7
2559;1128,7;249,9;312,4;1206,8;187,4;1050,6;1;200;1000;1400;256;161,5;14,3;17,7
2560;1131,9;252,6;315,7;1210,9;189,4;1053;1;200;1000;1400;256;153,6;19,3;17,7
2561;1146,3;264,1;330,1;1228,8;198;1063,8;1;200;1000;1400;256;184,9;26,7;26,5
2562;1160,1;275,1;343,8;1246;206,3;1074,1;1;200;1000;1400;256;224,0;31,0;39,7
2563;1164,6;278,7;348,4;1251,7;209;1077,5;1;200;1000;1400;256;224,0;56,5;39,7
2564;1159,3;274,5;343,1;1245,1;205,8;1073,5;1;200;1000;1400;256;171,9;49,5;26,5
2565;1157,1;272,6;340,8;1242,3;204,5;1071,9;1;200;1000;1400;256;96,4;46,0;26,5
2566;1154,5;270,6;338,3;1239,1;203;1070;1;200;1000;1400;256;59,9;32,5;22,1
2567;1134,3;254,5;318,1;1213,9;190,9;1054,8;1;200;1000;1400;256;52,1;33,3;13,2
2568;1129,8;250,8;313,5;1208,2;188,1;1051,4;1;200;1000;1400;256;62,5;35,6;13,2
2569;1124,7;246,8;308,5;1201,9;185,1;1047,6;1;200;1000;1400;256;80,7;39,9;13,2
2570;1120,8;243,7;304,6;1197;182,7;1044,7;1;200;1000;1400;256;104,2;43,7;13,2
2571;1121,8;244,5;305,6;1198,2;183,3;1045,4;1;200;1000;1400;256;127,6;46,4;13,2
2572;1123,4;245,7;307,1;1200,1;184,3;1046,6;1;200;1000;1400;256;372,4;51,1;17,7
2573;1124,9;246,9;308,6;1202;185,2;1047,7;1;200;1000;1400;256;354,2;74,3;39,7
2574;1125,8;247,6;309,5;1203,1;185,7;1048,4;1;200;1000;1400;256;362,0;68,5;44,1
2575;1128,2;249,5;311,9;1206,1;187,1;1050,2;1;200;1000;1400;256;296,9;49,1;30,9
2576;1131,3;252;315,1;1210,1;189;1052,5;1;200;1000;1400;256;315,1;39,5;26,5
2577;1142,4;260,9;326,2;1224;195,7;1060,9;1;200;1000;1400;256;283,9;36,8;22,1
2578;1144,1;262,3;327,8;1226;196,7;1062,1;1;200;1000;1400;256;226,6;34,4;26,5
2579;1131,8;252,5;315,6;1210,7;189,3;1052,9;1;200;1000;1400;256;247,4;32,1;17,7
2580;1131,2;251,9;314,9;1209,9;189;1052,4;1;200;1000;1400;256;234,4;27,5;17,7
2581;1128,3;249,6;312;1206,3;187,2;1050,3;1;200;1000;1400;256;197,9;22,8;17,7
2582;1126,9;248,5;310,6;1204,5;186,4;1049,2;1;200;1000;1400;256;197,9;24,0;17,7
2583;1125,4;247,3;309,1;1202,6;185,5;1048,1;1;200;1000;1400;256;169,3;24,4;17,7
2584;1129,8;250,8;313,5;1208,2;188,1;1051,4;1;200;1000;1400;256;187,5;28,2;22,1
2585;1141,7;260,3;325,4;1223;195,2;1060,3;1;200;1000;1400;256;164,1;31,3;35,3
2586;1156,6;272,3;340,3;1241,7;204,2;1071,5;1;200;1000;1400;256;192,7;32,1;35,3
2587;1150,9;267,7;334,6;1234,5;200,8;1067,2;1;200;1000;1400;256;234,4;36,0;35,3
2588;1146;263,8;329,7;1228,4;197,8;1063,5;1;200;1000;1400;256;221,4;52,6;30,9
2589;1139,4;258,5;323,1;1220,2;193,9;1058,6;1;200;1000;1400;256;83,3;36,4;30,9
2590;1129,8;250,8;313,5;1208,2;188,1;1051,4;1;200;1000;1400;256;54,7;34,4;17,7
2591;1116,3;240;300;1191,3;180;1041,3;1;200;1000;1400;256;52,1;35,2;17,7
2592;1092,4;220,9;276,2;1161,4;165,7;1023,4;1;200;1000;1400;256;62,5;36,8;13,2
2593;1094,9;222,9;278,7;1164,6;167,2;1025,3;1;200;1000;1400;256;80,7;40,6;13,2
2594;1093,8;222;277,5;1163,2;166,5;1024,4;1;200;1000;1400;256;104,2;44,5;13,2
2595;1100,5;227,4;284,2;1171,5;170,5;1029,4;1;200;1000;1400;256;132,8;45,3;13,2
2596;1111;235,8;294,7;1184,6;176,8;1037,3;1;200;1000;1400;256;369,8;54,9;13,2
2597;1157,2;272,8;341;1242,4;204,6;1072;1;200;1000;1400;256;403,6;70,0;39,7
2598;1237;336,6;420,8;1342,2;252,5;1131,8;1;200;1000;1400;256;380,2;69,3;39,7
2599;1447,2;504,8;631;1605;378,6;1289,5;1;200;1000;1400;256;278,6;31,0;35,3
2600;1495,6;543,5;679,4;1665,5;407,6;1325,8;1;200;1000;1400;256;231,8;22,4;26,5
2601;1461,1;515,9;644,9;1622,4;386,9;1299,9;1;200;1000;1400;256;174,5;20,9;22,1
2602;1461,8;516,4;645,5;1623,2;387,3;1300,4;1;200;1000;1400;256;140,6;24,8;22,1
2603;1421,2;484;605;1572,5;363;1270;1;200;1000;1400;256;153,6;17,8;22,1
2604;1409,4;474,5;593,1;1557,6;355,9;1261,1;1;200;1000;1400;256;112,0;17,4;17,7
2605;1321,6;404,2;505,3;1447,9;303,2;1195,2;1;200;1000;1400;256;91,1;13,2;13,2
2606;1258;353,4;441,8;1368,5;265,1;1147,6;1;200;1000;1400;256;85,9;13,9;17,7
2607;1242,9;341,3;426,6;1349,5;256;1136,2;1;200;1000;1400;256;78,1;13,9;13,2
2608;1226,7;328,3;410,4;1329,3;246,3;1124,1;1;200;1000;1400;256;99,0;22,8;22,1
2609;1206;311,8;389,7;1303,4;233,8;1108,5;1;200;1000;1400;256;99,0;36,4;30,9
2610;1183,1;293,5;366,9;1274,8;220,1;1091,4;1;200;1000;1400;256;122,4;40,2;39,7
2611;1157;272,6;340,7;1242,1;204,4;1071,8;1;200;1000;1400;256;145,8;29,8;35,3
2612;1150,5;267,4;334,3;1234,1;200,6;1066,9;1;200;1000;1400;256;148,4;59,6;26,5
2613;1139,1;258,3;322,9;1219,9;193,7;1058,4;1;200;1000;1400;256;75,5;43,3;26,5
2614;1124,6;246,7;308,4;1201,7;185;1047,5;1;200;1000;1400;256;65,1;25,2;17,7
2615;1104,9;230,9;288,7;1177,1;173,2;1032,7;1;200;1000;1400;256;44,3;23,6;13,2
2616;1115,1;239,1;298,9;1189,9;179,3;1040,4;1;200;1000;1400;256;31,3;25,9;13,2
2617;1113;237,4;296,7;1187,2;178;1038,8;1;200;1000;1400;256;41,7;11,2;13,2
2618;1112;236,6;295,7;1185,9;177,4;1038;1;200;1000;1400;256;59,9;29,0;13,2
2619;1116,8;240,4;300,5;1191,9;180,3;1041,6;1;200;1000;1400;256;67,7;30,2;13,2
2620;1124,5;246,6;308,2;1201,5;184,9;1047,4;1;200;1000;1400;256;224,0;37,9;17,7
2621;1128,9;250,1;312,7;1207,1;187,6;1050,7;1;200;1000;1400;256;320,3;51,1;35,3
2622;1151;267,8;334,8;1234,7;200,9;1067,3;1;200;1000;1400;256;315,1;47,6;39,7
2623;1180,5;291,4;364,2;1271,5;218,5;1089,4;1;200;1000;1400;256;268,2;32,9;35,3
2624;1225,4;327,3;409,2;1327,7;245,5;1123,1;1;200;1000;1400;256;200,5;19,0;26,5
2625;1351,4;428,1;535,1;1485,1;321,1;1217,6;1;200;1000;1400;256;145,8;20,1;17,7
2626;1232,4;332,9;416,1;1336,4;249,7;1128,3;1;200;1000;1400;256;125,0;17,4;22,1
2627;1189,4;298,5;373,2;1282,7;223,9;1096,1;1;200;1000;1400;256;112,0;13,5;17,7
2628;1170,7;283,6;354,5;1259,3;212,7;1082,1;1;200;1000;1400;256;83,3;18,2;13,2
2629;1147;264,6;330,7;1229,7;198,4;1064,3;1;200;1000;1400;256;39,1;20,9;17,7
2630;1133;253,4;316,7;1212,1;190;1053,8;1;200;1000;1400;256;41,7;18,6;26,5
2631;1128,9;250,1;312,7;1207,1;187,6;1050,7;1;200;1000;1400;256;59,9;16,3;22,1
2632;1122,5;245;306,2;1199;183,7;1045,9;1;200;1000;1400;256;104,2;27,9;26,5
2633;1123,7;246;307,5;1200,6;184,5;1046,9;1;200;1000;1400;256;59,9;21,7;22,1
2634;1130,4;251,3;314,2;1209;188,5;1051,9;1;200;1000;1400;256;72,9;19,3;30,9
2635;1127,5;249;311,3;1205,3;186,8;1049,7;1;200;1000;1400;256;70,3;22,1;22,1
2636;1126;247,8;309,8;1203,4;185,9;1048,6;1;200;1000;1400;256;65,1;15,9;17,7
2637;1107,8;233,3;291,6;1180,7;174,9;1034,9;1;200;1000;1400;256;57,3;18,2;17,7
2638;1039;178,2;222,7;1094,6;133,6;983,3;1;200;1000;1400;256;65,1;19,3;17,7
2639;1011,2;155,9;194,9;1059,9;117;962,4;1;200;1000;1400;256;39,1;12,4;13,2
2640;1033,9;174,1;217,6;1088,3;130,6;979,5;1;200;1000;1400;256;28,6;9,7;13,2
2641;1041,5;180,2;225,2;1097,8;135,1;985,2;1;200;1000;1400;256;28,6;8,5;13,2
2642;1040,6;179,5;224,3;1096,7;134,6;984,5;1;200;1000;1400;256;28,6;13,9;13,2
2643;1072,9;205,3;256,6;1137;154;1008,7;1;200;1000;1400;256;33,9;39,5;13,2
2644;1108,9;234,2;292,7;1182,1;175,6;1035,8;1;200;1000;1400;256;26,0;30,6;17,7
2645;1130,8;251,7;314,6;1209,5;188,8;1052,2;1;200;1000;1400;256;31,3;29,8;13,2
2646;1158,3;273,7;342,1;1243,8;205,2;1072,8;1;200;1000;1400;256;65,1;33,7;22,1
2647;1187,3;296,8;371,1;1280,1;222,6;1094,5;1;200;1000;1400;256;130,2;31,0;35,3
2648;1248,2;345,6;431,9;1356,2;259,2;1140,2;1;200;1000;1400;256;112,0;45,7;35,3
2649;1230,3;331,3;414,1;1333,9;248,5;1126,8;1;200;1000;1400;256;140,6;31,0;48,5
2650;1192,1;300,7;375,9;1286,1;225,5;1098,1;1;200;1000;1400;256;104,2;41,4;35,3
2651;1182,7;293,2;366,5;1274,4;219,9;1091,1;1;200;1000;1400;256;112,0;29,4;26,5
2652;1170,7;283,6;354,5;1259,3;212,7;1082,1;1;200;1000;1400;256;88,5;27,1;30,9
2653;1162;276,6;345,7;1248,4;207,4;1075,5;1;200;1000;1400;256;72,9;19,7;26,5
2654;1152,1;268,7;335,9;1236,1;201,5;1068,1;1;200;1000;1400;256;109,4;20,1;26,5
2655;1145,1;263,1;328,9;1227,4;197,3;1062,9;1;200;1000;1400;256;65,1;23,2;26,5
2656;1131,7;252,4;315,5;1210,6;189,3;1052,9;1;200;1000;1400;256;83,3;20,1;26,5
2657;1128,7;250;312,4;1206,8;187,5;1050,6;1;200;1000;1400;256;91,1;34,8;26,5
2658;1133,2;253,6;317;1212,5;190,2;1054;1;200;1000;1400;256;65,1;30,6;30,9
2659;1135,3;255,2;319;1215;191,4;1055,5;1;200;1000;1400;256;65,1;23,6;35,3
2660;1138,1;257,4;321,8;1218,5;193,1;1057,6;1;200;1000;1400;256;65,1;16,3;22,1
2661;1125,1;247,1;308,9;1202,4;185,3;1047,9;1;200;1000;1400;256;52,1;32,5;22,1
2662;1114,1;238,3;297,9;1188,6;178,7;1039,7;1;200;1000;1400;256;72,9;25,9;17,7
2663;1116,7;240,3;300,4;1191,8;180,2;1041,6;1;200;1000;1400;256;46,9;24,4;13,2
2664;949,7;106,8;133,4;983;80,1;916,3;1;200;1000;1400;256;67,7;29,8;17,7
2665;927,1;88,7;110,8;954,8;66,5;899,4;1;200;1000;1400;256;62,5;28,2;13,2
2666;927,8;89,3;111,6;955,7;67;899,9;1;200;1000;1400;256;80,7;32,5;13,2
2667;939,1;98,3;122,9;969,9;73,7;908,4;1;200;1000;1400;256;101,6;36,8;13,2
2668;947,5;105;131,3;980,4;78,8;914,7;1;200;1000;1400;256;119,8;38,3;13,2
2669;1007,9;153,3;191,7;1055,8;115;960;1;200;1000;1400;256;138,0;42,6;17,7
2670;1093,6;221,8;277,3;1162,9;166,4;1024,2;1;200;1000;1400;256;151,0;34,1;17,7
2671;1097;224,6;280,7;1167,2;168,4;1026,8;1;200;1000;1400;256;143,2;37,9;26,5
2672;1102,5;229;286,2;1174;171,7;1030,9;1;200;1000;1400;256;140,6;44,5;39,7
2673;1102,6;229,1;286,3;1174,2;171,8;1031;1;200;1000;1400;256;143,2;45,3;44,1
2674;1102,2;228,8;286;1173,7;171,6;1030,7;1;200;1000;1400;256;104,2;28,6;39,7
2675;1100,9;227,7;284,7;1172,1;170,8;1029,8;1;200;1000;1400;256;106,8;29,0;26,5
2676;1096,4;224,1;280,1;1166,4;168,1;1026,3;1;200;1000;1400;256;99,0;29,0;30,9
2677;1095,8;223,7;279,6;1165,7;167,8;1025,9;1;200;1000;1400;256;101,6;23,2;26,5
2678;1092,2;220,7;275,9;1161,1;165,5;1023,2;1;200;1000;1400;256;119,8;22,8;30,9
2679;1089,6;218,7;273,4;1158;164;1021,3;1;200;1000;1400;256;70,3;45,7;26,5
2680;1089,9;218,9;273,6;1158,3;164,2;1021,5;1;200;1000;1400;256;112,0;34,1;30,9
2681;1121;243,8;304,8;1197,2;182,9;1044,8;1;200;1000;1400;256;99,0;50,3;44,1
2682;1107;232,6;290,8;1179,7;174,5;1034,3;1;200;1000;1400;256;109,4;64,6;53
2683;1110,3;235,3;294,1;1183,8;176,4;1036,8;1;200;1000;1400;256;135,4;63,5;39,7
2684;1108,9;234,2;292,7;1182,1;175,6;1035,8;1;200;1000;1400;256;174,5;62,3;35,3
2685;1103,2;229,6;287;1175;172,2;1031,5;1;200;1000;1400;256;153,6;58,0;30,9
2686;1101,9;228,6;285,7;1173,4;171,4;1030,5;1;200;1000;1400;256;164,1;51,5;22,1
2687;1096,7;224,4;280,5;1166,9;168,3;1026,6;1;200;1000;1400;256;177,1;46,8;13,2
2688;1027,6;169,1;211,4;1080,4;126,8;974,8;1;200;1000;1400;256;192,7;46,0;13,2
2689;1022,7;165,1;206,4;1074,3;123,8;971,1;1;200;1000;1400;256;208,3;44,9;17,7
2690;1020,3;163,2;204;1071,3;122,4;969,3;1;200;1000;1400;256;224,0;48,8;13,2
2691;1020,3;163,2;204;1071,3;122,4;969,3;1;200;1000;1400;256;237,0;48,4;13,2
2692;1025,5;167,4;209,2;1077,8;125,5;973,2;1;200;1000;1400;256;520,8;50,7;22,1
2693;1027,5;169;211,2;1080,3;126,7;974,7;1;200;1000;1400;256;432,3;72,4;35,3
2694;1119;242,2;302,7;1194,7;181,6;1043,3;1;200;1000;1400;256;414,1;58,0;48,5
2695;1121,9;244,5;305,6;1198,3;183,4;1045,5;1;200;1000;1400;256;351,6;27,9;30,9
2696;1124,5;246,6;308,3;1201,6;185;1047,5;1;200;1000;1400;256;255,2;44,1;22,1
2697;1120,8;243,6;304,5;1196,9;182,7;1044,6;1;200;1000;1400;256;250,0;43,7;22,1
2698;1108,2;233,6;292;1181,2;175,2;1035,2;1;200;1000;1400;256;239,6;27,1;26,5
2699;1097,6;225,1;281,3;1167,9;168,8;1027,3;1;200;1000;1400;256;226,6;30,2;22,1
2700;1096,2;224;279,9;1166,2;168;1026,2;1;200;1000;1400;256;200,5;29,8;17,7
2701;1048,5;185,8;232,2;1106,5;139,3;990,4;1;200;1000;1400;256;200,5;36,8;26,5
2702;1033,7;173,9;217,4;1088;130,5;979,3;1;200;1000;1400;256;208,3;42,6;17,7
2703;1031;171,8;214,8;1084,7;128,9;977,3;1;200;1000;1400;256;255,2;52,2;26,5
2704;1031,5;172,2;215,3;1085,3;129,2;977,7;1;200;1000;1400;256;283,9;57,7;39,7
2705;1041,8;180,4;225,5;1098,2;135,3;985,4;1;200;1000;1400;256;302,1;61,9;30,9
2706;1094,8;222,8;278,6;1164,4;167,1;1025,2;1;200;1000;1400;256;325,5;63,5;44,1
2707;1109,1;234,3;292,9;1182,3;175,7;1035,9;1;200;1000;1400;256;333,3;67,3;35,3
2708;1041,7;180,3;225,4;1098;135,2;985,3;1;200;1000;1400;256;335,9;60,0;30,9
2709;1034,8;174,9;218,6;1089,5;131,1;980,2;1;200;1000;1400;256;174,5;52,2;22,1
2710;1031,9;172,5;215,7;1085,8;129,4;978;1;200;1000;1400;256;171,9;44,5;22,1
2711;1022,2;164,7;205,9;1073,6;123,5;970,7;1;200;1000;1400;256;164,1;43,3;17,7
2712;1008,1;153,5;191,8;1056;115,1;960,1;1;200;1000;1400;256;164,1;41,4;13,2
2713;1014,3;158,4;198,1;1063,8;118,8;964,8;1;200;1000;1400;256;174,5;41,8;13,2
2714;1020;163;203,8;1071;122,3;969,1;1;200;1000;1400;256;166,7;37,1;13,2
2715;1016,1;159,9;199,8;1066;119,9;966,1;1;200;1000;1400;256;171,9;44,5;13,2
2716;1018,1;161,5;201,9;1068,6;121,1;967,6;1;200;1000;1400;256;398,4;39,9;17,7
2717;992,4;140,9;176,1;1036,4;105,7;948,3;1;200;1000;1400;256;398,4;64,2;30,9
2718;1027,2;168,8;211;1080;126,6;974,5;1;200;1000;1400;256;359,4;61,1;53
2719;1027,1;168,7;210,9;1079,8;126,5;974,4;1;200;1000;1400;256;286,5;41,8;26,5
2720;1031,2;171,9;214,9;1084,9;129;977,4;1;200;1000;1400;256;263,0;39,9;26,5
2721;1038,9;178,1;222,7;1094,6;133,6;983,2;1;200;1000;1400;256;229,2;34,8;26,5
2722;1043,4;181,7;227,1;1100,1;136,3;986,6;1;200;1000;1400;256;205,7;27,5;26,5
2723;1039;178,2;222,8;1094,7;133,7;983,3;1;200;1000;1400;256;216,1;22,8;22,1
2724;1033,2;173,6;217;1087,4;130,2;979;1;200;1000;1400;256;169,3;20,9;17,7
2725;1029;170,2;212,8;1082,2;127,7;975,8;1;200;1000;1400;256;158,9;20,9;17,7
2726;1009,4;154,5;193,1;1057,6;115,9;961,1;1;200;1000;1400;256;145,8;17,4;17,7
2727;1005,8;151,6;189,6;1053,2;113,7;958,4;1;200;1000;1400;256;151,0;28,2;22,1
2728;1004,8;150,8;188,5;1051,9;113,1;957,7;1;200;1000;1400;256;158,9;36,4;26,5
2729;1042,7;181,2;226,5;1099,3;135,9;986,1;1;200;1000;1400;256;237,0;41,4;35,3
2730;1121,4;244,1;305,1;1197,7;183,1;1045,1;1;200;1000;1400;256;276,0;44,9;44,1
2731;1126;247,8;309,7;1203,4;185,8;1048,5;1;200;1000;1400;256;221,4;56,1;39,7
2732;1126,5;248,2;310,2;1204;186,1;1048,9;1;200;1000;1400;256;229,2;46,4;30,9
2733;1126,2;248;310;1203,7;186;1048,7;1;200;1000;1400;256;85,9;47,2;26,5
2734;1116,4;240,2;300,2;1191,5;180,1;1041,4;1;200;1000;1400;256;62,5;42,2;17,7
2735;1025,1;167,1;208,8;1077,3;125,3;972,9;1;200;1000;1400;256;59,9;33,7;13,2
2736;1038,8;178,1;222,6;1094,5;133,6;983,2;1;200;1000;1400;256;70,3;39,1;13,2
2737;1012,9;157,3;196,6;1062;118;963,7;1;200;1000;1400;256;80,7;37,5;13,2
2738;988,7;138;172,5;1031,8;103,5;945,6;1;200;1000;1400;256;85,9;37,5;13,2
2739;984,4;134,5;168,2;1026,4;100,9;942,4;1;200;1000;1400;256;104,2;43,3;13,2
2740;993;141,4;176,8;1037,2;106,1;948,8;1;200;1000;1400;256;322,9;46,8;17,7
2741;1002,9;149,3;186,6;1049,5;112;956,2;1;200;1000;1400;256;338,5;65,4;44,1
2742;1020;163;203,7;1070,9;122,2;969;1;200;1000;1400;256;330,7;67,3;44,1
2743;1028;169,4;211,7;1080,9;127;975;1;200;1000;1400;256;317,7;56,9;35,3
2744;1062,4;196,9;246,2;1123,9;147,7;1000,9;1;200;1000;1400;256;283,9;43,7;30,9
2745;1068;201,4;251,7;1130,9;151;1005;1;200;1000;1400;256;239,6;40,2;22,1
2746;1041,6;180,3;225,4;1098;135,2;985,3;1;200;1000;1400;256;213,5;33,3;22,1
2747;1012,5;157;196,3;1061,6;117,8;963,4;1;200;1000;1400;256;197,9;24,0;26,5
2748;1006,8;152,5;190,6;1054,5;114,3;959,2;1;200;1000;1400;256;169,3;18,2;17,7
2749;840,2;19,1;23,9;846,2;14,4;834,2;1;200;1000;1400;256;166,7;16,6;17,7
2750;817;0,6;0,8;817,2;0,5;816,8;1;200;1000;1400;256;153,6;22,8;13,2
2751;824,4;6,5;8,1;826,4;4,9;822,3;1;200;1000;1400;256;174,5;24,0;22,1
2752;866,8;40,4;50,5;879,4;30,3;854,1;1;200;1000;1400;256;156,3;24,8;30,9
2753;1053,5;189,8;237,3;1112,8;142,4;994,2;1;200;1000;1400;256;166,7;31,0;35,3
2754;1123,6;245,8;307,3;1200,4;184,4;1046,7;1;200;1000;1400;256;174,5;44,1;44,1
2755;1162,4;276,9;346,2;1249;207,7;1075,9;1;200;1000;1400;256;190,1;46,4;35,3
2756;1164,2;278,4;348;1251,2;208,8;1077,2;1;200;1000;1400;256;187,5;49,1;30,9
2757;1164,2;278,4;348;1251,2;208,8;1077,2;1;200;1000;1400;256;99,0;46,4;26,5
2758;1148,4;265,7;332,1;1231,4;199,3;1065,3;1;200;1000;1400;256;52,1;41,4;22,1
2759;1112;236,6;295,8;1186;177,5;1038,1;1;200;1000;1400;256;59,9;36,8;13,2
2760;1109,5;234,6;293,3;1182,8;176;1036,2;1;200;1000;1400;256;72,9;39,1;13,2
2761;1106,7;232,4;290,5;1179,3;174,3;1034,1;1;200;1000;1400;256;88,5;43,3;13,2
2762;1103,4;229,7;287,2;1175,2;172,3;1031,6;1;200;1000;1400;256;109,4;44,9;13,2
2763;1107,5;233;291,2;1180,3;174,7;1034,7;1;200;1000;1400;256;132,8;47,6;13,2
2764;1111,7;236,3;295,4;1185,5;177,2;1037,8;1;200;1000;1400;256;362,0;54,6;22,1
2765;1160,1;275,1;343,9;1246,1;206,3;1074,2;1;200;1000;1400;256;375,0;69,7;39,7
2766;1269,2;362,3;452,9;1382,4;271,7;1155,9;1;200;1000;1400;256;341,1;73,9;53
2767;1666,6;680,3;850,4;1879,2;510,2;1454;1;200;1000;1400;256;302,1;59,2;30,9
2768;1846;823,8;1029,8;2103,5;617,9;1588,6;1;200;1000;1400;256;252,6;52,6;26,5
2769;1727;728,6;910,8;1954,7;546,5;1499,3;1;200;1000;1400;256;252,6;36,8;22,1
2770;1474,4;526,5;658,2;1639;394,9;1309,9;1;200;1000;1400;256;242,2;31,3;22,1
2771;1462,9;517,3;646,6;1624,5;388;1301,2;1;200;1000;1400;256;218,8;26,3;22,1
2772;1450,9;507,7;634,6;1609,5;380,8;1292,2;1;200;1000;1400;256;210,9;27,9;22,1
2773;1436,6;496,2;620,3;1591,6;372,2;1281,5;1;200;1000;1400;256;197,9;24,0;22,1
2774;1428,3;489,7;612,1;1581,3;367,2;1275,3;1;200;1000;1400;256;184,9;29,0;17,7
2775;1438,5;497,8;622,2;1594;373,3;1282,9;1;200;1000;1400;256;169,3;24,8;22,1
2776;1443,1;501,5;626,9;1599,9;376,1;1286,4;1;200;1000;1400;256;190,1;43,3;30,9
2777;1480,9;531,7;664,6;1647;398,8;1314,7;1;200;1000;1400;256;184,9;47,6;30,9
2778;1595,2;623,2;779;1789,9;467,4;1400,5;1;200;1000;1400;256;255,2;76,2;44,1
2779;1786;775,8;969,8;2028,5;581,9;1543,6;1;200;1000;1400;256;234,4;51,9;35,3
2780;1809,3;794,5;993,1;2057,6;595,8;1561;1;200;1000;1400;256;281,3;65,0;26,5
2781;1674,6;686,7;858,3;1889,2;515;1460;1;200;1000;1400;256;125,0;44,9;22,1
2782;1574,2;606,4;757,9;1763,7;454,8;1384,7;1;200;1000;1400;256;140,6;47,6;22,1
2783;1394,3;462,4;578;1538,8;346,8;1249,8;1;200;1000;1400;256;130,2;49,5;17,7
2784;1461,7;516,4;645,5;1623,1;387,3;1300,3;1;200;1000;1400;256;148,4;49,1;13,2
2785;1421,4;484,1;605,1;1572,7;363,1;1270,1;1;200;1000;1400;256;156,3;48,8;13,2
2786;1420,6;483,5;604,4;1571,7;362,6;1269,5;1;200;1000;1400;256;169,3;50,7;13,2
2787;1414,3;478,4;598;1563,8;358,8;1264,8;1;200;1000;1400;256;182,3;54,9;13,2
2788;1436,4;496,1;620,1;1591,4;372,1;1281,3;1;200;1000;1400;256;471,4;57,3;22,1
2789;1469,2;522,4;652,9;1632,4;391,8;1306;1;200;1000;1400;256;359,4;73,1;30,9
2790;1564,3;598,4;748;1751,3;448,8;1377,3;1;200;1000;1400;256;364,6;72,0;48,5
2791;1835,2;815,2;1019;2090;611,4;1580,5;1;200;1000;1400;256;302,1;48,8;26,5
2792;1850,9;827,8;1034,7;2109,6;620,8;1592,3;1;200;1000;1400;256;247,4;48,4;30,9
2793;1599,1;626,3;782,9;1794,9;469,7;1403,4;1;200;1000;1400;256;260,4;44,9;22,1
2794;1462;516,6;645,7;1623,4;387,4;1300,5;1;200;1000;1400;256;237,0;33,3;22,1
2795;1449,9;506,9;633,7;1608,3;380,2;1291,5;1;200;1000;1400;256;224,0;46,4;30,9
2796;1429,9;490,9;613,6;1583,3;368,2;1276,5;1;200;1000;1400;256;221,4;26,7;17,7
2797;1404,7;470,7;588,4;1551,8;353;1257,6;1;200;1000;1400;256;184,9;35,6;22,1
2798;1396,8;464,4;580,5;1541,9;348,3;1251,7;1;200;1000;1400;256;179,7;39,1;22,1
2799;1414,9;478,9;598,7;1564,6;359,2;1265,3;1;200;1000;1400;256;177,1;32,1;26,5
2800;1438,3;497,6;622;1593,8;373,2;1282,8;1;200;1000;1400;256;203,1;29,8;30,9
2801;1474,9;526,9;658,6;1639,5;395,2;1310,2;1;200;1000;1400;256;203,1;41,4;30,9
2802;1562,4;596,9;746,1;1748,9;447,7;1375,8;1;200;1000;1400;256;226,6;45,3;30,9
2803;1555,8;591,6;739,5;1740,7;443,7;1370,9;1;200;1000;1400;256;226,6;54,2;30,9
2804;1529,4;570,5;713,2;1707,7;427,9;1351,1;1;200;1000;1400;256;234,4;51,9;26,5
2805;1548,1;585,4;731,8;1731;439,1;1365,1;1;200;1000;1400;256;109,4;56,5;22,1
2806;1477,9;529,4;661,7;1643,4;397;1312,5;1;200;1000;1400;256;132,8;53,8;17,7
2807;1426,2;488;610;1578,7;366;1273,7;1;200;1000;1400;256;148,4;53,8;17,7
2808;1412,9;477,3;596,6;1562;358;1263,7;1;200;1000;1400;256;151,0;49,5;13,2
2809;1404,4;470,5;588,1;1551,4;352,9;1257,3;1;200;1000;1400;256;166,7;53,8;13,2
2810;1411,8;476,5;595,6;1560,7;357,4;1262,9;1;200;1000;1400;256;182,3;54,6;13,2
2811;1422,6;485,1;606,4;1574,2;363,8;1271;1;200;1000;1400;256;197,9;59,6;17,7
2812;1436,1;495,8;619,8;1591;371,9;1281,1;1;200;1000;1400;256;216,1;65,4;13,2
2813;1477,4;528,9;661,1;1642,7;396,7;1312,1;1;200;1000;1400;256;224,0;57,7;17,7
2814;1696,2;704;880;1916,2;528;1476,2;1;200;1000;1400;256;257,8;45,3;26,5
