Date (CEST),HOB_Output_Backup[Dim 1][MW],Wood_CHP_Load_Output_A1[Dim 1][MW],HP_Electricity_Consumption_A2[Dim 1][MW],Waste_CHP_Load_Output_A1[Dim 1][MW],HP_Electricity_Consumption_A1[Dim 1][MW],HOB_Load_Output_A2[Dim 1][MW],Wood_Fuel_Input_A1[Dim 1][MW],Waste_Fuel_Input_A1[Dim 1][MW],Wood_CHP_Electricity_Output_A1[Dim 1][MW],HOB_Fuel_Input_A2[Dim 1][MW],Waste_CHP_Electricity_Output_A1[Dim 1][MW],Area_Exchange[Dim 1][MW],HOB_Fuel_Input_A1[Dim 1][MW],Pellet_CHP_Load_Output_A2[Dim 1][MW],Pellet_CHP_Electricity_Output_A2[Dim 1][MW],HP_Load_Output_A1[Dim 1][MW],Thermal_Output_A2[Dim 1][MW],Pellet_Fuel_Input_A2[Dim 1][MW],HP_Load_Output_A2[Dim 1][MW],Thermal_Output_A1[Dim 1][MW]
01-01-2017 00:00:00,0.0,61.88,7.14,400.0,0.0,0.0,126.17,815.7,24.75,0.0,160.0,40.0,0.0,22.42,13.45,0.0,42.42,46.1,20.0,461.88
01-01-2017 01:00:00,0.0,77.5,7.14,400.0,0.0,0.0,158.03,815.7,31.0,0.0,160.0,40.0,0.0,22.42,13.45,0.0,42.42,46.1,20.0,477.5
01-01-2017 02:00:00,0.0,64.48,7.14,400.0,0.0,0.0,131.48,815.7,25.79,0.0,160.0,40.0,0.0,22.04,13.22,0.0,42.04,45.31,20.0,464.48
01-01-2017 03:00:00,0.0,22.81,7.14,400.0,0.0,0.0,46.52,815.7,9.13,0.0,160.0,40.0,0.0,19.33,11.6,0.0,39.33,39.74,20.0,422.81
01-01-2017 04:00:00,0.0,28.02,7.14,400.0,0.0,0.0,57.14,815.7,11.21,0.0,160.0,40.0,0.0,14.68,8.81,0.0,34.68,30.19,20.0,428.02
01-01-2017 05:00:00,0.0,30.63,7.14,400.0,0.0,0.0,62.45,815.7,12.25,0.0,160.0,40.0,0.0,12.75,7.65,0.0,32.75,26.21,20.0,430.63
01-01-2017 06:00:00,0.0,30.63,7.14,400.0,0.0,0.0,62.45,815.7,12.25,0.0,160.0,40.0,0.0,12.36,7.42,0.0,32.36,25.42,20.0,430.63
01-01-2017 07:00:00,0.0,33.23,7.14,400.0,0.0,0.0,67.76,815.7,13.29,0.0,160.0,40.0,0.0,13.91,8.35,0.0,33.91,28.6,20.0,433.23
01-01-2017 08:00:00,0.0,43.65,7.14,400.0,0.0,0.0,89.0,815.7,17.46,0.0,160.0,40.0,0.0,15.07,9.04,0.0,35.07,30.99,20.0,443.65
01-01-2017 09:00:00,0.0,48.85,7.14,400.0,0.0,0.0,99.62,815.7,19.54,0.0,160.0,40.0,0.0,20.1,12.06,0.0,40.1,41.33,20.0,448.85
01-01-2017 10:00:00,0.0,85.31,7.14,400.0,0.0,0.0,173.96,815.7,34.13,0.0,160.0,40.0,0.0,24.36,14.62,0.0,44.36,50.08,20.0,485.31
01-01-2017 11:00:00,0.0,82.71,7.14,400.0,0.0,0.0,168.65,815.7,33.08,0.0,160.0,40.0,0.0,27.07,16.24,0.0,47.07,55.65,20.0,482.71
01-01-2017 12:00:00,0.0,74.9,7.14,400.0,0.0,0.0,152.72,815.7,29.96,0.0,160.0,40.0,0.0,25.13,15.08,0.0,45.13,51.67,20.0,474.9
01-01-2017 13:00:00,0.0,56.67,7.14,400.0,0.0,0.0,115.55,815.7,22.67,0.0,160.0,40.0,0.0,29.39,17.63,0.0,49.39,60.42,20.0,456.67
01-01-2017 14:00:00,0.0,90.52,7.14,400.0,0.0,0.0,184.58,815.7,36.21,0.0,160.0,40.0,0.0,28.62,17.17,0.0,48.62,58.83,20.0,490.52
01-01-2017 15:00:00,0.0,98.33,7.14,400.0,0.0,0.0,200.51,815.7,39.33,0.0,160.0,40.0,0.0,30.94,18.56,0.0,50.94,63.61,20.0,498.33
01-01-2017 16:00:00,0.0,80.1,7.14,400.0,0.0,0.0,163.34,815.7,32.04,0.0,160.0,40.0,0.0,25.91,15.54,0.0,45.91,53.26,20.0,480.1
01-01-2017 17:00:00,0.0,80.1,7.14,400.0,0.0,0.0,163.34,815.7,32.04,0.0,160.0,40.0,0.0,24.75,14.85,0.0,44.75,50.88,20.0,480.1
01-01-2017 18:00:00,0.0,69.69,7.14,400.0,0.0,0.0,142.1,815.7,27.88,0.0,160.0,40.0,0.0,12.75,7.65,0.0,32.75,26.21,20.0,469.69
01-01-2017 19:00:00,0.0,72.29,7.14,400.0,0.0,0.0,147.41,815.7,28.92,0.0,160.0,40.0,0.0,16.23,9.74,0.0,36.23,33.37,20.0,472.29
01-01-2017 20:00:00,0.0,54.06,7.14,400.0,0.0,0.0,110.24,815.7,21.63,0.0,160.0,40.0,0.0,15.85,9.51,0.0,35.85,32.58,20.0,454.06
01-01-2017 21:00:00,0.0,48.85,7.14,400.0,0.0,0.0,99.62,815.7,19.54,0.0,160.0,40.0,0.0,22.81,13.69,0.0,42.81,46.9,20.0,448.85
01-01-2017 22:00:00,0.0,46.25,7.14,400.0,0.0,0.0,94.31,815.7,18.5,0.0,160.0,40.0,0.0,19.33,11.6,0.0,39.33,39.74,20.0,446.25
01-01-2017 23:00:00,0.0,48.85,7.14,400.0,0.0,0.0,99.62,815.7,19.54,0.0,160.0,40.0,0.0,21.65,12.99,0.0,41.65,44.51,20.0,448.85
02-01-2017 00:00:00,0.0,43.65,7.14,400.0,0.0,0.0,89.0,815.7,17.46,0.0,160.0,40.0,0.0,19.33,11.6,0.0,39.33,39.74,20.0,443.65
02-01-2017 01:00:00,0.0,38.44,7.14,400.0,0.0,0.0,78.38,815.7,15.38,0.0,160.0,40.0,0.0,18.94,11.36,0.0,38.94,38.94,20.0,438.44
02-01-2017 02:00:00,0.0,43.65,7.14,400.0,0.0,0.0,89.0,815.7,17.46,0.0,160.0,40.0,0.0,17.39,10.44,0.0,37.39,35.76,20.0,443.65
02-01-2017 03:00:00,0.0,41.04,7.14,400.0,0.0,0.0,83.69,815.7,16.42,0.0,160.0,40.0,0.0,17.39,10.44,0.0,37.39,35.76,20.0,441.04
02-01-2017 04:00:00,0.0,0.0,7.14,388.96,0.0,0.0,0.0,793.18,0.0,0.0,155.58,40.0,0.0,17.01,10.2,0.0,37.01,34.96,20.0,388.96
02-01-2017 05:00:00,0.0,33.23,7.14,400.0,0.0,0.0,67.76,815.7,13.29,0.0,160.0,40.0,0.0,17.39,10.44,0.0,37.39,35.76,20.0,433.23
02-01-2017 06:00:00,0.0,87.92,7.14,400.0,0.0,0.0,179.27,815.7,35.17,0.0,160.0,40.0,0.0,24.75,14.85,0.0,44.75,50.88,20.0,487.92
02-01-2017 07:00:00,0.0,111.35,7.14,400.0,0.0,0.0,227.06,815.7,44.54,0.0,160.0,40.0,0.0,23.58,14.15,0.0,43.58,48.49,20.0,511.35
02-01-2017 08:00:00,0.0,90.52,7.14,400.0,0.0,0.0,184.58,815.7,36.21,0.0,160.0,40.0,0.0,24.36,14.62,0.0,44.36,50.08,20.0,490.52
02-01-2017 09:00:00,0.0,80.1,7.14,400.0,0.0,0.0,163.34,815.7,32.04,0.0,160.0,40.0,0.0,26.68,16.01,0.0,46.68,54.85,20.0,480.1
02-01-2017 10:00:00,0.0,98.33,7.14,400.0,0.0,0.0,200.51,815.7,39.33,0.0,160.0,40.0,0.0,25.91,15.54,0.0,45.91,53.26,20.0,498.33
02-01-2017 11:00:00,0.0,113.96,7.14,400.0,0.0,0.0,232.37,815.7,45.58,0.0,160.0,40.0,0.0,29.78,17.87,0.0,49.78,61.22,20.0,513.96
02-01-2017 12:00:00,0.0,74.9,7.14,400.0,0.0,0.0,152.72,815.7,29.96,0.0,160.0,40.0,0.0,18.94,11.36,0.0,38.94,38.94,20.0,474.9
02-01-2017 13:00:00,0.0,48.85,7.14,400.0,0.0,0.0,99.62,815.7,19.54,0.0,160.0,40.0,0.0,18.55,11.13,0.0,38.55,38.15,20.0,448.85
02-01-2017 14:00:00,0.0,22.81,7.14,400.0,0.0,0.0,46.52,815.7,9.13,0.0,160.0,40.0,0.0,19.33,11.6,0.0,39.33,39.74,20.0,422.81
02-01-2017 15:00:00,0.0,30.63,7.14,400.0,0.0,0.0,62.45,815.7,12.25,0.0,160.0,40.0,0.0,15.85,9.51,0.0,35.85,32.58,20.0,430.63
02-01-2017 16:00:00,0.0,64.48,7.14,400.0,0.0,0.0,131.48,815.7,25.79,0.0,160.0,40.0,0.0,19.33,11.6,0.0,39.33,39.74,20.0,464.48
02-01-2017 17:00:00,0.0,64.48,7.14,400.0,0.0,0.0,131.48,815.7,25.79,0.0,160.0,40.0,0.0,23.2,13.92,0.0,43.2,47.69,20.0,464.48
02-01-2017 18:00:00,0.0,132.19,7.14,400.0,0.0,0.0,269.54,815.7,52.88,0.0,160.0,40.0,0.0,30.55,18.33,0.0,50.55,62.81,20.0,532.19
02-01-2017 19:00:00,0.0,113.96,7.14,400.0,0.0,0.0,232.37,815.7,45.58,0.0,160.0,40.0,0.0,25.13,15.08,0.0,45.13,51.67,20.0,513.96
02-01-2017 20:00:00,0.0,100.94,7.14,400.0,0.0,0.0,205.82,815.7,40.38,0.0,160.0,40.0,0.0,27.84,16.7,0.0,47.84,57.24,20.0,500.94
02-01-2017 21:00:00,0.0,87.92,7.14,400.0,0.0,0.0,179.27,815.7,35.17,0.0,160.0,40.0,0.0,20.1,12.06,0.0,40.1,41.33,20.0,487.92
02-01-2017 22:00:00,0.0,59.27,7.14,400.0,0.0,0.0,120.86,815.7,23.71,0.0,160.0,40.0,0.0,20.49,12.29,0.0,40.49,42.12,20.0,459.27
02-01-2017 23:00:00,0.0,43.65,7.14,400.0,0.0,0.0,89.0,815.7,17.46,0.0,160.0,40.0,0.0,19.33,11.6,0.0,39.33,39.74,20.0,443.65
03-01-2017 00:00:00,0.0,30.63,7.14,400.0,0.0,0.0,62.45,815.7,12.25,0.0,160.0,40.0,0.0,13.91,8.35,0.0,33.91,28.6,20.0,430.63
03-01-2017 01:00:00,0.0,28.02,7.14,400.0,0.0,0.0,57.14,815.7,11.21,0.0,160.0,40.0,0.0,13.52,8.11,0.0,33.52,27.8,20.0,428.02
03-01-2017 02:00:00,0.0,33.23,7.14,400.0,0.0,0.0,67.76,815.7,13.29,0.0,160.0,40.0,0.0,13.91,8.35,0.0,33.91,28.6,20.0,433.23
03-01-2017 03:00:00,0.0,33.23,7.14,400.0,0.0,0.0,67.76,815.7,13.29,0.0,160.0,40.0,0.0,15.46,9.27,0.0,35.46,31.78,20.0,433.23
03-01-2017 04:00:00,0.0,30.63,7.14,400.0,0.0,0.0,62.45,815.7,12.25,0.0,160.0,40.0,0.0,16.62,9.97,0.0,36.62,34.17,20.0,430.63
03-01-2017 05:00:00,0.0,46.25,7.14,400.0,0.0,0.0,94.31,815.7,18.5,0.0,160.0,40.0,0.0,17.01,10.2,0.0,37.01,34.96,20.0,446.25
03-01-2017 06:00:00,0.0,69.69,7.14,400.0,0.0,0.0,142.1,815.7,27.88,0.0,160.0,40.0,0.0,27.84,16.7,0.0,47.84,57.24,20.0,469.69
03-01-2017 07:00:00,0.0,95.73,7.14,400.0,0.0,0.0,195.2,815.7,38.29,0.0,160.0,40.0,0.0,30.55,18.33,0.0,50.55,62.81,20.0,495.73
03-01-2017 08:00:00,0.0,100.94,7.14,400.0,0.0,0.0,205.82,815.7,40.38,0.0,160.0,40.0,0.0,28.62,17.17,0.0,48.62,58.83,20.0,500.94
03-01-2017 09:00:00,0.0,103.54,7.14,400.0,0.0,0.0,211.13,815.7,41.42,0.0,160.0,40.0,0.0,32.1,19.26,0.0,52.1,65.99,20.0,503.54
03-01-2017 10:00:00,0.0,77.5,7.14,400.0,0.0,0.0,158.03,815.7,31.0,0.0,160.0,40.0,0.0,35.19,21.12,0.0,55.19,72.36,20.0,477.5
03-01-2017 11:00:00,0.0,54.06,7.14,400.0,0.0,0.0,110.24,815.7,21.63,0.0,160.0,40.0,0.0,34.42,20.65,0.0,54.42,70.77,20.0,454.06
03-01-2017 12:00:00,0.0,33.23,7.14,400.0,0.0,0.0,67.76,815.7,13.29,0.0,160.0,40.0,0.0,23.97,14.38,0.0,43.97,49.29,20.0,433.23
03-01-2017 13:00:00,0.0,20.21,7.14,400.0,0.0,0.0,41.21,815.7,8.08,0.0,160.0,40.0,0.0,24.75,14.85,0.0,44.75,50.88,20.0,420.21
03-01-2017 14:00:00,0.0,9.79,7.14,400.0,0.0,0.0,19.97,815.7,3.92,0.0,160.0,40.0,0.0,21.26,12.76,0.0,41.26,43.72,20.0,409.79
03-01-2017 15:00:00,0.0,7.19,7.14,400.0,0.0,0.0,14.66,815.7,2.88,0.0,160.0,40.0,0.0,23.97,14.38,0.0,43.97,49.29,20.0,407.19
03-01-2017 16:00:00,0.0,7.19,7.14,400.0,0.0,0.0,14.66,815.7,2.88,0.0,160.0,40.0,0.0,21.26,12.76,0.0,41.26,43.72,20.0,407.19
03-01-2017 17:00:00,0.0,95.73,7.14,400.0,0.0,0.0,195.2,815.7,38.29,0.0,160.0,40.0,0.0,29.78,17.87,0.0,49.78,61.22,20.0,495.73
03-01-2017 18:00:00,0.0,179.06,7.14,400.0,0.0,0.0,365.12,815.7,71.63,0.0,160.0,40.0,0.0,23.2,13.92,0.0,43.2,47.69,20.0,579.06
03-01-2017 19:00:00,0.0,142.6,7.14,400.0,0.0,0.0,290.78,815.7,57.04,0.0,160.0,40.0,0.0,21.26,12.76,0.0,41.26,43.72,20.0,542.6
03-01-2017 20:00:00,0.0,93.13,7.14,400.0,0.0,0.0,189.89,815.7,37.25,0.0,160.0,40.0,0.0,26.29,15.78,0.0,46.29,54.06,20.0,493.13
03-01-2017 21:00:00,0.0,72.29,7.14,400.0,0.0,0.0,147.41,815.7,28.92,0.0,160.0,40.0,0.0,29.39,17.63,0.0,49.39,60.42,20.0,472.29
03-01-2017 22:00:00,0.0,59.27,7.14,400.0,0.0,0.0,120.86,815.7,23.71,0.0,160.0,40.0,0.0,25.52,15.31,0.0,45.52,52.47,20.0,459.27
03-01-2017 23:00:00,0.0,41.04,7.14,400.0,0.0,0.0,83.69,815.7,16.42,0.0,160.0,40.0,0.0,20.88,12.53,0.0,40.88,42.92,20.0,441.04
04-01-2017 00:00:00,0.0,48.85,7.14,400.0,0.0,0.0,99.62,815.7,19.54,0.0,160.0,40.0,0.0,15.46,9.27,0.0,35.46,31.78,20.0,448.85
04-01-2017 01:00:00,0.0,46.25,7.14,400.0,0.0,0.0,94.31,815.7,18.5,0.0,160.0,40.0,0.0,13.14,7.88,0.0,33.14,27.01,20.0,446.25
04-01-2017 02:00:00,0.0,38.44,7.14,400.0,0.0,0.0,78.38,815.7,15.38,0.0,160.0,40.0,0.0,13.14,7.88,0.0,33.14,27.01,20.0,438.44
04-01-2017 03:00:00,0.0,38.44,7.14,400.0,0.0,0.0,78.38,815.7,15.38,0.0,160.0,40.0,0.0,12.75,7.65,0.0,32.75,26.21,20.0,438.44
04-01-2017 04:00:00,0.0,35.83,7.14,400.0,0.0,0.0,73.07,815.7,14.33,0.0,160.0,40.0,0.0,18.55,11.13,0.0,38.55,38.15,20.0,435.83
04-01-2017 05:00:00,0.0,48.85,7.14,400.0,0.0,0.0,99.62,815.7,19.54,0.0,160.0,40.0,0.0,12.36,7.42,0.0,32.36,25.42,20.0,448.85
04-01-2017 06:00:00,0.0,72.29,7.14,400.0,0.0,0.0,147.41,815.7,28.92,0.0,160.0,40.0,0.0,27.45,16.47,0.0,47.45,56.45,20.0,472.29
04-01-2017 07:00:00,0.0,116.56,7.14,400.0,0.0,0.0,237.68,815.7,46.63,0.0,160.0,40.0,0.0,30.16,18.1,0.0,50.16,62.01,20.0,516.56
04-01-2017 08:00:00,0.0,93.13,7.14,400.0,0.0,0.0,189.89,815.7,37.25,0.0,160.0,40.0,0.0,22.42,13.45,0.0,42.42,46.1,20.0,493.13
04-01-2017 09:00:00,0.0,98.33,7.14,400.0,0.0,0.0,200.51,815.7,39.33,0.0,160.0,40.0,0.0,26.29,15.78,0.0,46.29,54.06,20.0,498.33
04-01-2017 10:00:00,0.0,103.54,7.14,400.0,0.0,0.0,211.13,815.7,41.42,0.0,160.0,40.0,0.0,25.52,15.31,0.0,45.52,52.47,20.0,503.54
04-01-2017 11:00:00,0.0,87.92,7.14,400.0,0.0,0.0,179.27,815.7,35.17,0.0,160.0,40.0,0.0,25.91,15.54,0.0,45.91,53.26,20.0,487.92
04-01-2017 12:00:00,0.0,90.52,7.14,400.0,0.0,0.0,184.58,815.7,36.21,0.0,160.0,40.0,0.0,23.58,14.15,0.0,43.58,48.49,20.0,490.52
04-01-2017 13:00:00,0.0,95.73,7.14,400.0,0.0,0.0,195.2,815.7,38.29,0.0,160.0,40.0,0.0,27.84,16.7,0.0,47.84,57.24,20.0,495.73
04-01-2017 14:00:00,0.0,93.13,7.14,400.0,0.0,0.0,189.89,815.7,37.25,0.0,160.0,40.0,0.0,26.29,15.78,0.0,46.29,54.06,20.0,493.13
04-01-2017 15:00:00,0.0,90.52,7.14,400.0,0.0,0.0,184.58,815.7,36.21,0.0,160.0,40.0,0.0,22.04,13.22,0.0,42.04,45.31,20.0,490.52
04-01-2017 16:00:00,0.0,116.56,7.14,400.0,0.0,0.0,237.68,815.7,46.63,0.0,160.0,40.0,0.0,20.49,12.29,0.0,40.49,42.12,20.0,516.56
04-01-2017 17:00:00,0.0,100.94,7.14,400.0,0.0,0.0,205.82,815.7,40.38,0.0,160.0,40.0,0.0,26.68,16.01,0.0,46.68,54.85,20.0,500.94
04-01-2017 18:00:00,0.0,106.15,7.14,400.0,0.0,0.0,216.44,815.7,42.46,0.0,160.0,40.0,0.0,35.19,21.12,0.0,55.19,72.36,20.0,506.15
04-01-2017 19:00:00,0.0,100.94,7.14,400.0,0.0,0.0,205.82,815.7,40.38,0.0,160.0,40.0,0.0,25.52,15.31,0.0,45.52,52.47,20.0,500.94
04-01-2017 20:00:00,0.0,82.71,7.14,400.0,0.0,0.0,168.65,815.7,33.08,0.0,160.0,40.0,0.0,29.0,17.4,0.0,49.0,59.63,20.0,482.71
04-01-2017 21:00:00,0.0,103.54,7.14,400.0,0.0,0.0,211.13,815.7,41.42,0.0,160.0,40.0,0.0,29.78,17.87,0.0,49.78,61.22,20.0,503.54
04-01-2017 22:00:00,0.0,69.69,7.14,400.0,0.0,0.0,142.1,815.7,27.88,0.0,160.0,40.0,0.0,30.55,18.33,0.0,50.55,62.81,20.0,469.69
04-01-2017 23:00:00,0.0,69.69,7.14,400.0,0.0,0.0,142.1,815.7,27.88,0.0,160.0,40.0,0.0,25.13,15.08,0.0,45.13,51.67,20.0,469.69
05-01-2017 00:00:00,0.0,51.46,7.14,400.0,0.0,0.0,104.93,815.7,20.58,0.0,160.0,40.0,0.0,20.1,12.06,0.0,40.1,41.33,20.0,451.46
05-01-2017 01:00:00,0.0,41.04,7.14,400.0,0.0,0.0,83.69,815.7,16.42,0.0,160.0,40.0,0.0,16.23,9.74,0.0,36.23,33.37,20.0,441.04
05-01-2017 02:00:00,0.0,38.44,7.14,400.0,0.0,0.0,78.38,815.7,15.38,0.0,160.0,40.0,0.0,14.68,8.81,0.0,34.68,30.19,20.0,438.44
05-01-2017 03:00:00,0.0,35.83,7.14,400.0,0.0,0.0,73.07,815.7,14.33,0.0,160.0,40.0,0.0,15.07,9.04,0.0,35.07,30.99,20.0,435.83
05-01-2017 04:00:00,0.0,35.83,7.14,400.0,0.0,0.0,73.07,815.7,14.33,0.0,160.0,40.0,0.0,16.23,9.74,0.0,36.23,33.37,20.0,435.83
05-01-2017 05:00:00,0.0,35.83,7.14,400.0,0.0,0.0,73.07,815.7,14.33,0.0,160.0,40.0,0.0,15.46,9.27,0.0,35.46,31.78,20.0,435.83
05-01-2017 06:00:00,0.0,48.85,7.14,400.0,0.0,0.0,99.62,815.7,19.54,0.0,160.0,40.0,0.0,22.04,13.22,0.0,42.04,45.31,20.0,448.85
05-01-2017 07:00:00,0.0,106.15,7.14,400.0,0.0,0.0,216.44,815.7,42.46,0.0,160.0,40.0,0.0,22.04,13.22,0.0,42.04,45.31,20.0,506.15
05-01-2017 08:00:00,0.0,67.08,7.14,400.0,0.0,0.0,136.79,815.7,26.83,0.0,160.0,40.0,0.0,25.91,15.54,0.0,45.91,53.26,20.0,467.08
05-01-2017 09:00:00,0.0,111.35,7.14,400.0,0.0,0.0,227.06,815.7,44.54,0.0,160.0,40.0,0.0,27.45,16.47,0.0,47.45,56.45,20.0,511.35
05-01-2017 10:00:00,0.0,119.17,7.14,400.0,0.0,0.0,242.99,815.7,47.67,0.0,160.0,40.0,0.0,30.94,18.56,0.0,50.94,63.61,20.0,519.17
05-01-2017 11:00:00,0.0,184.27,7.14,400.0,0.0,0.0,375.74,815.7,73.71,0.0,160.0,40.0,0.0,30.94,18.56,0.0,50.94,63.61,20.0,584.27
05-01-2017 12:00:00,0.0,119.17,7.14,400.0,0.0,0.0,242.99,815.7,47.67,0.0,160.0,40.0,0.0,34.03,20.42,0.0,54.03,69.97,20.0,519.17
05-01-2017 13:00:00,0.0,85.31,7.14,400.0,0.0,0.0,173.96,815.7,34.13,0.0,160.0,40.0,0.0,32.48,19.49,0.0,52.48,66.79,20.0,485.31
05-01-2017 14:00:00,0.0,69.69,7.14,400.0,0.0,0.0,142.1,815.7,27.88,0.0,160.0,40.0,0.0,28.23,16.94,0.0,48.23,58.04,20.0,469.69
05-01-2017 15:00:00,0.0,98.33,7.14,400.0,0.0,0.0,200.51,815.7,39.33,0.0,160.0,40.0,0.0,37.13,22.28,0.0,57.13,76.34,20.0,498.33
05-01-2017 16:00:00,0.0,132.19,7.14,400.0,0.0,0.0,269.54,815.7,52.88,0.0,160.0,40.0,0.0,36.74,22.04,0.0,56.74,75.54,20.0,532.19
05-01-2017 17:00:00,0.0,199.9,7.14,400.0,0.0,0.0,407.6,815.7,79.96,0.0,160.0,40.0,0.0,36.35,21.81,0.0,56.35,74.74,20.0,599.9
05-01-2017 18:00:00,0.0,171.25,7.14,400.0,0.0,0.0,349.19,815.7,68.5,0.0,160.0,40.0,0.0,37.52,22.51,0.0,57.52,77.13,20.0,571.25
05-01-2017 19:00:00,0.0,168.65,7.14,400.0,0.0,0.0,343.88,815.7,67.46,0.0,160.0,40.0,0.0,39.84,23.9,0.0,59.84,81.91,20.0,568.65
05-01-2017 20:00:00,0.0,132.19,7.14,400.0,0.0,0.0,269.54,815.7,52.88,0.0,160.0,40.0,0.0,34.03,20.42,0.0,54.03,69.97,20.0,532.19
05-01-2017 21:00:00,0.0,111.35,7.14,400.0,0.0,0.0,227.06,815.7,44.54,0.0,160.0,40.0,0.0,37.52,22.51,0.0,57.52,77.13,20.0,511.35
05-01-2017 22:00:00,0.0,126.98,7.14,400.0,0.0,0.0,258.92,815.7,50.79,0.0,160.0,40.0,0.0,44.87,26.92,0.0,64.87,92.25,20.0,526.98
05-01-2017 23:00:00,0.0,132.19,7.14,400.0,0.0,0.0,269.54,815.7,52.88,0.0,160.0,40.0,0.0,34.81,20.88,0.0,54.81,71.56,20.0,532.19
06-01-2017 00:00:00,0.0,116.56,7.14,400.0,0.0,0.0,237.68,815.7,46.63,0.0,160.0,40.0,0.0,34.03,20.42,0.0,54.03,69.97,20.0,516.56
06-01-2017 01:00:00,0.0,140.0,7.14,400.0,0.0,0.0,285.47,815.7,56.0,0.0,160.0,40.0,0.0,29.39,17.63,0.0,49.39,60.42,20.0,540.0
06-01-2017 02:00:00,0.0,77.5,7.14,400.0,0.0,0.0,158.03,815.7,31.0,0.0,160.0,40.0,0.0,34.42,20.65,0.0,54.42,70.77,20.0,477.5
06-01-2017 03:00:00,0.0,95.73,7.14,400.0,0.0,0.0,195.2,815.7,38.29,0.0,160.0,40.0,0.0,39.06,23.44,0.0,59.06,80.31,20.0,495.73
06-01-2017 04:00:00,0.0,126.98,7.14,400.0,0.0,0.0,258.92,815.7,50.79,0.0,160.0,40.0,0.0,40.22,24.13,0.0,60.22,82.7,20.0,526.98
06-01-2017 05:00:00,0.0,126.98,7.14,400.0,0.0,0.0,258.92,815.7,50.79,0.0,160.0,40.0,0.0,41.38,24.83,0.0,61.38,85.09,20.0,526.98
06-01-2017 06:00:00,0.0,142.6,7.14,400.0,0.0,0.0,290.78,815.7,57.04,0.0,160.0,40.0,0.0,41.38,24.83,0.0,61.38,85.09,20.0,542.6
06-01-2017 07:00:00,0.0,126.98,7.14,400.0,0.0,0.0,258.92,815.7,50.79,0.0,160.0,40.0,0.0,42.16,25.3,0.0,62.16,86.68,20.0,526.98
06-01-2017 08:00:00,0.0,147.81,7.14,400.0,0.0,0.0,301.4,815.7,59.13,0.0,160.0,40.0,0.0,47.96,28.78,0.0,67.96,98.61,20.0,547.81
06-01-2017 09:00:00,0.0,186.88,7.14,400.0,0.0,0.0,381.05,815.7,74.75,0.0,160.0,40.0,0.0,51.45,30.87,0.0,71.45,105.77,20.0,586.88
06-01-2017 10:00:00,0.0,320.0,7.14,400.0,4.9,0.0,652.5,815.7,128.0,0.0,160.0,40.0,0.0,56.86,34.12,17.14,76.86,116.91,20.0,737.14
06-01-2017 11:00:00,0.0,296.51,7.14,400.0,0.0,0.0,604.6,815.7,118.6,0.0,160.0,40.0,0.0,57.64,34.58,0.0,77.64,118.5,20.0,696.51
06-01-2017 12:00:00,0.0,262.14,7.14,400.0,0.0,0.0,534.51,815.7,104.85,0.0,160.0,40.0,0.0,55.32,33.19,0.0,75.32,113.73,20.0,662.14
06-01-2017 13:00:00,0.0,207.71,7.14,400.0,0.0,0.0,423.53,815.7,83.08,0.0,160.0,40.0,0.0,54.15,32.49,0.0,74.15,111.34,20.0,607.71
06-01-2017 14:00:00,0.0,186.88,7.14,400.0,0.0,0.0,381.05,815.7,74.75,0.0,160.0,40.0,0.0,49.51,29.71,0.0,69.51,101.8,20.0,586.88
06-01-2017 15:00:00,0.0,192.08,7.14,400.0,0.0,0.0,391.67,815.7,76.83,0.0,160.0,40.0,0.0,50.67,30.4,0.0,70.67,104.18,20.0,592.08
06-01-2017 16:00:00,0.0,199.9,7.14,400.0,0.0,0.0,407.6,815.7,79.96,0.0,160.0,40.0,0.0,52.61,31.56,0.0,72.61,108.16,20.0,599.9
06-01-2017 17:00:00,0.0,259.01,7.14,400.0,0.0,0.0,528.14,815.7,103.6,0.0,160.0,40.0,0.0,55.7,33.42,0.0,75.7,114.52,20.0,659.01
06-01-2017 18:00:00,0.0,207.71,7.14,400.0,0.0,0.0,423.53,815.7,83.08,0.0,160.0,40.0,0.0,57.25,34.35,0.0,77.25,117.71,20.0,607.71
06-01-2017 19:00:00,0.0,218.13,7.14,400.0,0.0,0.0,444.77,815.7,87.25,0.0,160.0,40.0,0.0,58.8,35.28,0.0,78.8,120.89,20.0,618.13
06-01-2017 20:00:00,0.0,259.01,7.14,400.0,0.0,0.0,528.14,815.7,103.6,0.0,160.0,40.0,0.0,55.7,33.42,0.0,75.7,114.52,20.0,659.01
06-01-2017 21:00:00,0.0,207.71,7.14,400.0,0.0,0.0,423.53,815.7,83.08,0.0,160.0,40.0,0.0,54.93,32.96,0.0,74.93,112.93,20.0,607.71
06-01-2017 22:00:00,0.0,218.13,7.14,400.0,0.0,0.0,444.77,815.7,87.25,0.0,160.0,40.0,0.0,52.99,31.8,0.0,72.99,108.96,20.0,618.13
06-01-2017 23:00:00,0.0,194.69,7.14,400.0,0.0,0.0,396.98,815.7,77.88,0.0,160.0,40.0,0.0,53.38,32.03,0.0,73.38,109.75,20.0,594.69
07-01-2017 00:00:00,0.0,184.27,7.14,400.0,0.0,0.0,375.74,815.7,73.71,0.0,160.0,40.0,0.0,50.67,30.4,0.0,70.67,104.18,20.0,584.27
