Date (CEST),HOB_Output_Backup[Dim 1][MW],Wood_CHP_Load_Output_A1[Dim 1][MW],HP_Electricity_Consumption_A2[Dim 1][MW],Waste_CHP_Load_Output_A1[Dim 1][MW],HP_Electricity_Consumption_A1[Dim 1][MW],HOB_Load_Output_A2[Dim 1][MW],Wood_Fuel_Input_A1[Dim 1][MW],Waste_Fuel_Input_A1[Dim 1][MW],Wood_CHP_Electricity_Output_A1[Dim 1][MW],HOB_Fuel_Input_A2[Dim 1][MW],Waste_CHP_Electricity_Output_A1[Dim 1][MW],Area_Exchange[Dim 1][MW],HOB_Fuel_Input_A1[Dim 1][MW],Pellet_CHP_Load_Output_A2[Dim 1][MW],Pellet_CHP_Electricity_Output_A2[Dim 1][MW],HP_Load_Output_A1[Dim 1][MW],Thermal_Output_A2[Dim 1][MW],Pellet_Fuel_Input_A2[Dim 1][MW],HP_Load_Output_A2[Dim 1][MW],Thermal_Output_A1[Dim 1][MW]
25-01-2017 14:00:00,0.0,64.48,7.14,400.0,0.0,0.0,131.48,815.7,25.79,0.0,160.0,40.0,0.0,3.46,2.08,0.0,23.46,7.12,20.0,464.48
25-01-2017 15:00:00,0.0,51.46,7.14,400.0,0.0,0.0,104.93,815.7,20.58,0.0,160.0,40.0,0.0,5.01,3.01,0.0,25.01,10.3,20.0,451.46
25-01-2017 16:00:00,0.0,38.44,7.14,400.0,0.0,0.0,78.38,815.7,15.38,0.0,160.0,40.0,0.0,11.98,7.19,0.0,31.98,24.62,20.0,438.44
25-01-2017 17:00:00,0.0,43.65,7.14,400.0,0.0,0.0,89.0,815.7,17.46,0.0,160.0,40.0,0.0,22.42,13.45,0.0,42.42,46.1,20.0,443.65
25-01-2017 18:00:00,0.0,69.69,7.14,400.0,0.0,0.0,142.1,815.7,27.88,0.0,160.0,40.0,0.0,21.65,12.99,0.0,41.65,44.51,20.0,469.69
25-01-2017 19:00:00,0.0,67.08,7.14,400.0,0.0,0.0,136.79,815.7,26.83,0.0,160.0,40.0,0.0,29.78,17.87,0.0,49.78,61.22,20.0,467.08
25-01-2017 20:00:00,0.0,56.67,7.14,400.0,0.0,0.0,115.55,815.7,22.67,0.0,160.0,40.0,0.0,23.58,14.15,0.0,43.58,48.49,20.0,456.67
25-01-2017 21:00:00,0.0,64.48,7.14,400.0,0.0,0.0,131.48,815.7,25.79,0.0,160.0,40.0,0.0,19.71,11.83,0.0,39.71,40.53,20.0,464.48
25-01-2017 22:00:00,0.0,35.83,7.14,400.0,0.0,0.0,73.07,815.7,14.33,0.0,160.0,40.0,0.0,16.23,9.74,0.0,36.23,33.37,20.0,435.83
25-01-2017 23:00:00,0.0,12.4,7.14,400.0,0.0,0.0,25.28,815.7,4.96,0.0,160.0,40.0,0.0,15.07,9.04,0.0,35.07,30.99,20.0,412.4
26-01-2017 00:00:00,0.0,41.04,7.14,400.0,0.0,0.0,83.69,815.7,16.42,0.0,160.0,40.0,0.0,12.75,7.65,0.0,32.75,26.21,20.0,441.04
26-01-2017 01:00:00,0.0,43.65,7.14,400.0,0.0,0.0,89.0,815.7,17.46,0.0,160.0,40.0,0.0,11.59,6.95,0.0,31.59,23.83,20.0,443.65
26-01-2017 02:00:00,0.0,25.42,7.14,400.0,0.0,0.0,51.83,815.7,10.17,0.0,160.0,40.0,0.0,10.04,6.02,0.0,30.04,20.64,20.0,425.42
26-01-2017 03:00:00,0.0,4.58,7.14,400.0,0.0,0.0,9.35,815.7,1.83,0.0,160.0,40.0,0.0,13.91,8.35,0.0,33.91,28.6,20.0,404.58
26-01-2017 04:00:00,0.0,20.21,7.14,400.0,0.0,0.0,41.21,815.7,8.08,0.0,160.0,40.0,0.0,17.01,10.2,0.0,37.01,34.96,20.0,420.21
26-01-2017 05:00:00,0.0,20.21,7.14,400.0,0.0,0.0,41.21,815.7,8.08,0.0,160.0,40.0,0.0,23.2,13.92,0.0,43.2,47.69,20.0,420.21
26-01-2017 06:00:00,0.0,132.19,7.14,400.0,0.0,0.0,269.54,815.7,52.88,0.0,160.0,40.0,0.0,44.87,26.92,0.0,64.87,92.25,20.0,532.19
26-01-2017 07:00:00,0.0,59.27,7.14,400.0,0.0,0.0,120.86,815.7,23.71,0.0,160.0,40.0,0.0,46.42,27.85,0.0,66.42,95.43,20.0,459.27
26-01-2017 08:00:00,0.0,95.73,7.14,400.0,0.0,0.0,195.2,815.7,38.29,0.0,160.0,40.0,0.0,43.32,25.99,0.0,63.32,89.07,20.0,495.73
26-01-2017 09:00:00,0.0,129.58,7.14,400.0,0.0,0.0,264.23,815.7,51.83,0.0,160.0,40.0,0.0,35.19,21.12,0.0,55.19,72.36,20.0,529.58
26-01-2017 10:00:00,0.0,77.5,7.14,400.0,0.0,0.0,158.03,815.7,31.0,0.0,160.0,40.0,0.0,23.2,13.92,0.0,43.2,47.69,20.0,477.5
26-01-2017 11:00:00,0.0,67.08,7.14,400.0,0.0,0.0,136.79,815.7,26.83,0.0,160.0,40.0,0.0,18.17,10.9,0.0,38.17,37.35,20.0,467.08
26-01-2017 12:00:00,0.0,103.54,7.14,400.0,0.0,0.0,211.13,815.7,41.42,0.0,160.0,40.0,0.0,15.85,9.51,0.0,35.85,32.58,20.0,503.54
26-01-2017 13:00:00,0.0,41.04,7.14,400.0,0.0,0.0,83.69,815.7,16.42,0.0,160.0,40.0,0.0,20.88,12.53,0.0,40.88,42.92,20.0,441.04
26-01-2017 14:00:00,0.0,72.29,7.14,400.0,0.0,0.0,147.41,815.7,28.92,0.0,160.0,40.0,0.0,16.23,9.74,0.0,36.23,33.37,20.0,472.29
26-01-2017 15:00:00,0.0,69.69,7.14,400.0,0.0,0.0,142.1,815.7,27.88,0.0,160.0,40.0,0.0,17.01,10.2,0.0,37.01,34.96,20.0,469.69
26-01-2017 16:00:00,0.0,64.48,7.14,400.0,0.0,0.0,131.48,815.7,25.79,0.0,160.0,40.0,0.0,22.81,13.69,0.0,42.81,46.9,20.0,464.48
26-01-2017 17:00:00,0.0,82.71,7.14,400.0,0.0,0.0,168.65,815.7,33.08,0.0,160.0,40.0,0.0,32.87,19.72,0.0,52.87,67.58,20.0,482.71
26-01-2017 18:00:00,0.0,121.77,7.14,400.0,0.0,0.0,248.3,815.7,48.71,0.0,160.0,40.0,0.0,34.81,20.88,0.0,54.81,71.56,20.0,521.77
26-01-2017 19:00:00,0.0,124.38,7.14,400.0,0.0,0.0,253.61,815.7,49.75,0.0,160.0,40.0,0.0,27.07,16.24,0.0,47.07,55.65,20.0,524.38
26-01-2017 20:00:00,0.0,87.92,7.14,400.0,0.0,0.0,179.27,815.7,35.17,0.0,160.0,40.0,0.0,27.07,16.24,0.0,47.07,55.65,20.0,487.92
26-01-2017 21:00:00,0.0,103.54,7.14,400.0,0.0,0.0,211.13,815.7,41.42,0.0,160.0,40.0,0.0,25.13,15.08,0.0,45.13,51.67,20.0,503.54
26-01-2017 22:00:00,0.0,69.69,7.14,400.0,0.0,0.0,142.1,815.7,27.88,0.0,160.0,40.0,0.0,25.91,15.54,0.0,45.91,53.26,20.0,469.69
26-01-2017 23:00:00,0.0,72.29,7.14,400.0,0.0,0.0,147.41,815.7,28.92,0.0,160.0,40.0,0.0,25.52,15.31,0.0,45.52,52.47,20.0,472.29
27-01-2017 00:00:00,0.0,54.06,7.14,400.0,0.0,0.0,110.24,815.7,21.63,0.0,160.0,40.0,0.0,19.33,11.6,0.0,39.33,39.74,20.0,454.06
27-01-2017 01:00:00,0.0,38.44,7.14,400.0,0.0,0.0,78.38,815.7,15.38,0.0,160.0,40.0,0.0,17.78,10.67,0.0,37.78,36.56,20.0,438.44
27-01-2017 02:00:00,0.0,30.63,7.14,400.0,0.0,0.0,62.45,815.7,12.25,0.0,160.0,40.0,0.0,17.78,10.67,0.0,37.78,36.56,20.0,430.63
27-01-2017 03:00:00,0.0,33.23,7.14,400.0,0.0,0.0,67.76,815.7,13.29,0.0,160.0,40.0,0.0,22.81,13.69,0.0,42.81,46.9,20.0,433.23
27-01-2017 04:00:00,0.0,46.25,7.14,400.0,0.0,0.0,94.31,815.7,18.5,0.0,160.0,40.0,0.0,25.52,15.31,0.0,45.52,52.47,20.0,446.25
27-01-2017 05:00:00,0.0,51.46,7.14,400.0,0.0,0.0,104.93,815.7,20.58,0.0,160.0,40.0,0.0,25.52,15.31,0.0,45.52,52.47,20.0,451.46
27-01-2017 06:00:00,0.0,61.88,7.14,400.0,0.0,0.0,126.17,815.7,24.75,0.0,160.0,40.0,0.0,29.0,17.4,0.0,49.0,59.63,20.0,461.88
27-01-2017 07:00:00,0.0,98.33,7.14,400.0,0.0,0.0,200.51,815.7,39.33,0.0,160.0,40.0,0.0,39.45,23.67,0.0,59.45,81.11,20.0,498.33
27-01-2017 08:00:00,0.0,129.58,7.14,400.0,0.0,0.0,264.23,815.7,51.83,0.0,160.0,40.0,0.0,41.38,24.83,0.0,61.38,85.09,20.0,529.58
27-01-2017 09:00:00,0.0,150.42,7.14,400.0,0.0,0.0,306.71,815.7,60.17,0.0,160.0,40.0,0.0,54.93,32.96,0.0,74.93,112.93,20.0,550.42
27-01-2017 10:00:00,0.0,176.46,7.14,400.0,0.0,0.0,359.81,815.7,70.58,0.0,160.0,40.0,0.0,52.99,31.8,0.0,72.99,108.96,20.0,576.46
27-01-2017 11:00:00,0.0,186.88,7.14,400.0,0.0,0.0,381.05,815.7,74.75,0.0,160.0,40.0,0.0,52.22,31.33,0.0,72.22,107.36,20.0,586.88
27-01-2017 12:00:00,0.0,179.06,7.14,400.0,0.0,0.0,365.12,815.7,71.63,0.0,160.0,40.0,0.0,47.96,28.78,0.0,67.96,98.61,20.0,579.06
27-01-2017 13:00:00,0.0,181.67,7.14,400.0,0.0,0.0,370.43,815.7,72.67,0.0,160.0,40.0,0.0,37.13,22.28,0.0,57.13,76.34,20.0,581.67
27-01-2017 14:00:00,0.0,140.0,7.14,400.0,0.0,0.0,285.47,815.7,56.0,0.0,160.0,40.0,0.0,41.38,24.83,0.0,61.38,85.09,20.0,540.0
27-01-2017 15:00:00,0.0,129.58,7.14,400.0,0.0,0.0,264.23,815.7,51.83,0.0,160.0,40.0,0.0,43.71,26.22,0.0,63.71,89.86,20.0,529.58
27-01-2017 16:00:00,0.0,134.79,7.14,400.0,0.0,0.0,274.85,815.7,53.92,0.0,160.0,40.0,0.0,49.51,29.71,0.0,69.51,101.8,20.0,534.79
27-01-2017 17:00:00,0.0,134.79,7.14,400.0,0.0,0.0,274.85,815.7,53.92,0.0,160.0,40.0,0.0,52.22,31.33,0.0,72.22,107.36,20.0,534.79
27-01-2017 18:00:00,0.0,184.27,7.14,400.0,0.0,0.0,375.74,815.7,73.71,0.0,160.0,40.0,0.0,52.22,31.33,0.0,72.22,107.36,20.0,584.27
27-01-2017 19:00:00,0.0,199.9,7.14,400.0,0.0,0.0,407.6,815.7,79.96,0.0,160.0,40.0,0.0,54.93,32.96,0.0,74.93,112.93,20.0,599.9
27-01-2017 20:00:00,0.0,225.94,7.14,400.0,0.0,0.0,460.7,815.7,90.38,0.0,160.0,40.0,0.0,51.06,30.64,0.0,71.06,104.98,20.0,625.94
27-01-2017 21:00:00,0.0,160.83,7.14,400.0,0.0,0.0,327.95,815.7,64.33,0.0,160.0,40.0,0.0,49.12,29.47,0.0,69.12,101.0,20.0,560.83
27-01-2017 22:00:00,0.0,163.44,7.14,400.0,0.0,0.0,333.26,815.7,65.38,0.0,160.0,40.0,0.0,49.9,29.94,0.0,69.9,102.59,20.0,563.44
27-01-2017 23:00:00,0.0,142.6,7.14,400.0,0.0,0.0,290.78,815.7,57.04,0.0,160.0,40.0,0.0,43.71,26.22,0.0,63.71,89.86,20.0,542.6
28-01-2017 00:00:00,0.0,93.13,7.14,400.0,0.0,0.0,189.89,815.7,37.25,0.0,160.0,40.0,0.0,39.45,23.67,0.0,59.45,81.11,20.0,493.13
28-01-2017 01:00:00,0.0,56.67,7.14,400.0,0.0,0.0,115.55,815.7,22.67,0.0,160.0,40.0,0.0,33.26,19.96,0.0,53.26,68.38,20.0,456.67
28-01-2017 02:00:00,0.0,61.88,7.14,400.0,0.0,0.0,126.17,815.7,24.75,0.0,160.0,40.0,0.0,28.23,16.94,0.0,48.23,58.04,20.0,461.88
28-01-2017 03:00:00,0.0,35.83,7.14,400.0,0.0,0.0,73.07,815.7,14.33,0.0,160.0,40.0,0.0,21.65,12.99,0.0,41.65,44.51,20.0,435.83
28-01-2017 04:00:00,0.0,28.02,7.14,400.0,0.0,0.0,57.14,815.7,11.21,0.0,160.0,40.0,0.0,24.36,14.62,0.0,44.36,50.08,20.0,428.02
28-01-2017 05:00:00,0.0,28.02,7.14,400.0,0.0,0.0,57.14,815.7,11.21,0.0,160.0,40.0,0.0,23.97,14.38,0.0,43.97,49.29,20.0,428.02
28-01-2017 06:00:00,0.0,54.06,7.14,400.0,0.0,0.0,110.24,815.7,21.63,0.0,160.0,40.0,0.0,28.62,17.17,0.0,48.62,58.83,20.0,454.06
28-01-2017 07:00:00,0.0,106.15,7.14,400.0,0.0,0.0,216.44,815.7,42.46,0.0,160.0,40.0,0.0,35.97,21.58,0.0,55.97,73.95,20.0,506.15
28-01-2017 08:00:00,0.0,111.35,7.14,400.0,0.0,0.0,227.06,815.7,44.54,0.0,160.0,40.0,0.0,35.58,21.35,0.0,55.58,73.15,20.0,511.35
28-01-2017 09:00:00,0.0,98.33,7.14,400.0,0.0,0.0,200.51,815.7,39.33,0.0,160.0,40.0,0.0,46.03,27.62,0.0,66.03,94.63,20.0,498.33
28-01-2017 10:00:00,0.0,119.17,7.14,400.0,0.0,0.0,242.99,815.7,47.67,0.0,160.0,40.0,0.0,49.9,29.94,0.0,69.9,102.59,20.0,519.17
28-01-2017 11:00:00,0.0,126.98,7.14,400.0,0.0,0.0,258.92,815.7,50.79,0.0,160.0,40.0,0.0,47.96,28.78,0.0,67.96,98.61,20.0,526.98
28-01-2017 12:00:00,0.0,100.94,7.14,400.0,0.0,0.0,205.82,815.7,40.38,0.0,160.0,40.0,0.0,42.93,25.76,0.0,62.93,88.27,20.0,500.94
28-01-2017 13:00:00,0.0,134.79,7.14,400.0,0.0,0.0,274.85,815.7,53.92,0.0,160.0,40.0,0.0,38.29,22.97,0.0,58.29,78.72,20.0,534.79
28-01-2017 14:00:00,0.0,100.94,7.14,400.0,0.0,0.0,205.82,815.7,40.38,0.0,160.0,40.0,0.0,27.45,16.47,0.0,47.45,56.45,20.0,500.94
28-01-2017 15:00:00,0.0,93.13,7.14,400.0,0.0,0.0,189.89,815.7,37.25,0.0,160.0,40.0,0.0,28.62,17.17,0.0,48.62,58.83,20.0,493.13
28-01-2017 16:00:00,0.0,72.29,7.14,400.0,0.0,0.0,147.41,815.7,28.92,0.0,160.0,40.0,0.0,35.58,21.35,0.0,55.58,73.15,20.0,472.29
28-01-2017 17:00:00,0.0,126.98,7.14,400.0,0.0,0.0,258.92,815.7,50.79,0.0,160.0,40.0,0.0,41.0,24.6,0.0,61.0,84.29,20.0,526.98
28-01-2017 18:00:00,0.0,129.58,7.14,400.0,0.0,0.0,264.23,815.7,51.83,0.0,160.0,40.0,0.0,42.93,25.76,0.0,62.93,88.27,20.0,529.58
28-01-2017 19:00:00,0.0,126.98,7.14,400.0,0.0,0.0,258.92,815.7,50.79,0.0,160.0,40.0,0.0,44.48,26.69,0.0,64.48,91.45,20.0,526.98
28-01-2017 20:00:00,0.0,111.35,7.14,400.0,0.0,0.0,227.06,815.7,44.54,0.0,160.0,40.0,0.0,48.35,29.01,0.0,68.35,99.41,20.0,511.35
28-01-2017 21:00:00,0.0,111.35,7.14,400.0,0.0,0.0,227.06,815.7,44.54,0.0,160.0,40.0,0.0,39.84,23.9,0.0,59.84,81.91,20.0,511.35
28-01-2017 22:00:00,0.0,98.33,7.14,400.0,0.0,0.0,200.51,815.7,39.33,0.0,160.0,40.0,0.0,35.97,21.58,0.0,55.97,73.95,20.0,498.33
28-01-2017 23:00:00,0.0,111.35,7.14,400.0,0.0,0.0,227.06,815.7,44.54,0.0,160.0,40.0,0.0,26.68,16.01,0.0,46.68,54.85,20.0,511.35
29-01-2017 00:00:00,0.0,69.69,7.14,400.0,0.0,0.0,142.1,815.7,27.88,0.0,160.0,40.0,0.0,25.91,15.54,0.0,45.91,53.26,20.0,469.69
29-01-2017 01:00:00,0.0,51.46,7.14,400.0,0.0,0.0,104.93,815.7,20.58,0.0,160.0,40.0,0.0,25.52,15.31,0.0,45.52,52.47,20.0,451.46
29-01-2017 02:00:00,0.0,51.46,7.14,400.0,0.0,0.0,104.93,815.7,20.58,0.0,160.0,40.0,0.0,28.23,16.94,0.0,48.23,58.04,20.0,451.46
29-01-2017 03:00:00,0.0,61.88,7.14,400.0,0.0,0.0,126.17,815.7,24.75,0.0,160.0,40.0,0.0,25.91,15.54,0.0,45.91,53.26,20.0,461.88
29-01-2017 04:00:00,0.0,51.46,7.14,400.0,0.0,0.0,104.93,815.7,20.58,0.0,160.0,40.0,0.0,27.07,16.24,0.0,47.07,55.65,20.0,451.46
29-01-2017 05:00:00,0.0,64.48,7.14,400.0,0.0,0.0,131.48,815.7,25.79,0.0,160.0,40.0,0.0,32.87,19.72,0.0,52.87,67.58,20.0,464.48
29-01-2017 06:00:00,0.0,173.85,7.14,400.0,0.0,0.0,354.5,815.7,69.54,0.0,160.0,40.0,0.0,46.8,28.08,0.0,66.8,96.23,20.0,573.85
29-01-2017 07:00:00,0.0,171.25,7.14,400.0,0.0,0.0,349.19,815.7,68.5,0.0,160.0,40.0,0.0,51.83,31.1,0.0,71.83,106.57,20.0,571.25
29-01-2017 08:00:00,0.0,103.54,7.14,400.0,0.0,0.0,211.13,815.7,41.42,0.0,160.0,40.0,0.0,40.22,24.13,0.0,60.22,82.7,20.0,503.54
29-01-2017 09:00:00,0.0,100.94,7.14,400.0,0.0,0.0,205.82,815.7,40.38,0.0,160.0,40.0,0.0,33.26,19.96,0.0,53.26,68.38,20.0,500.94
29-01-2017 10:00:00,0.0,126.98,7.14,400.0,0.0,0.0,258.92,815.7,50.79,0.0,160.0,40.0,0.0,33.26,19.96,0.0,53.26,68.38,20.0,526.98
29-01-2017 11:00:00,0.0,93.13,7.14,400.0,0.0,0.0,189.89,815.7,37.25,0.0,160.0,40.0,0.0,31.71,19.03,0.0,51.71,65.2,20.0,493.13
29-01-2017 12:00:00,0.0,87.92,7.14,400.0,0.0,0.0,179.27,815.7,35.17,0.0,160.0,40.0,0.0,40.22,24.13,0.0,60.22,82.7,20.0,487.92
29-01-2017 13:00:00,0.0,80.1,7.14,400.0,0.0,0.0,163.34,815.7,32.04,0.0,160.0,40.0,0.0,32.87,19.72,0.0,52.87,67.58,20.0,480.1
29-01-2017 14:00:00,0.0,103.54,7.14,400.0,0.0,0.0,211.13,815.7,41.42,0.0,160.0,40.0,0.0,35.19,21.12,0.0,55.19,72.36,20.0,503.54
29-01-2017 15:00:00,0.0,82.71,7.14,400.0,0.0,0.0,168.65,815.7,33.08,0.0,160.0,40.0,0.0,28.62,17.17,0.0,48.62,58.83,20.0,482.71
29-01-2017 16:00:00,0.0,93.13,7.14,400.0,0.0,0.0,189.89,815.7,37.25,0.0,160.0,40.0,0.0,32.87,19.72,0.0,52.87,67.58,20.0,493.13
29-01-2017 17:00:00,0.0,111.35,7.14,400.0,0.0,0.0,227.06,815.7,44.54,0.0,160.0,40.0,0.0,42.93,25.76,0.0,62.93,88.27,20.0,511.35
29-01-2017 18:00:00,0.0,126.98,7.14,400.0,0.0,0.0,258.92,815.7,50.79,0.0,160.0,40.0,0.0,51.45,30.87,0.0,71.45,105.77,20.0,526.98
29-01-2017 19:00:00,0.0,132.19,7.14,400.0,0.0,0.0,269.54,815.7,52.88,0.0,160.0,40.0,0.0,54.93,32.96,0.0,74.93,112.93,20.0,532.19
29-01-2017 20:00:00,0.0,140.0,7.14,400.0,0.0,0.0,285.47,815.7,56.0,0.0,160.0,40.0,0.0,48.74,29.24,0.0,68.74,100.2,20.0,540.0
29-01-2017 21:00:00,0.0,119.17,7.14,400.0,0.0,0.0,242.99,815.7,47.67,0.0,160.0,40.0,0.0,41.38,24.83,0.0,61.38,85.09,20.0,519.17
29-01-2017 22:00:00,0.0,111.35,7.14,400.0,0.0,0.0,227.06,815.7,44.54,0.0,160.0,40.0,0.0,46.8,28.08,0.0,66.8,96.23,20.0,511.35
29-01-2017 23:00:00,0.0,85.31,7.14,400.0,0.0,0.0,173.96,815.7,34.13,0.0,160.0,40.0,0.0,35.97,21.58,0.0,55.97,73.95,20.0,485.31
30-01-2017 00:00:00,0.0,56.67,7.14,400.0,0.0,0.0,115.55,815.7,22.67,0.0,160.0,40.0,0.0,31.32,18.79,0.0,51.32,64.4,20.0,456.67
30-01-2017 01:00:00,0.0,56.67,7.14,400.0,0.0,0.0,115.55,815.7,22.67,0.0,160.0,40.0,0.0,32.48,19.49,0.0,52.48,66.79,20.0,456.67
30-01-2017 02:00:00,0.0,67.08,7.14,400.0,0.0,0.0,136.79,815.7,26.83,0.0,160.0,40.0,0.0,32.48,19.49,0.0,52.48,66.79,20.0,467.08
30-01-2017 03:00:00,0.0,67.08,7.14,400.0,0.0,0.0,136.79,815.7,26.83,0.0,160.0,40.0,0.0,32.87,19.72,0.0,52.87,67.58,20.0,467.08
30-01-2017 04:00:00,0.0,69.69,7.14,400.0,0.0,0.0,142.1,815.7,27.88,0.0,160.0,40.0,0.0,35.97,21.58,0.0,55.97,73.95,20.0,469.69
30-01-2017 05:00:00,0.0,100.94,7.14,400.0,0.0,0.0,205.82,815.7,40.38,0.0,160.0,40.0,0.0,39.84,23.9,0.0,59.84,81.91,20.0,500.94
30-01-2017 06:00:00,0.0,179.06,7.14,400.0,0.0,0.0,365.12,815.7,71.63,0.0,160.0,40.0,0.0,51.45,30.87,0.0,71.45,105.77,20.0,579.06
30-01-2017 07:00:00,0.0,220.73,7.14,400.0,0.0,0.0,450.08,815.7,88.29,0.0,160.0,40.0,0.0,57.64,34.58,0.0,77.64,118.5,20.0,620.73
30-01-2017 08:00:00,0.0,181.67,7.14,400.0,0.0,0.0,370.43,815.7,72.67,0.0,160.0,40.0,0.0,52.61,31.56,0.0,72.61,108.16,20.0,581.67
30-01-2017 09:00:00,0.0,166.04,7.14,400.0,0.0,0.0,338.57,815.7,66.42,0.0,160.0,40.0,0.0,46.8,28.08,0.0,66.8,96.23,20.0,566.04
30-01-2017 10:00:00,0.0,140.0,7.14,400.0,0.0,0.0,285.47,815.7,56.0,0.0,160.0,40.0,0.0,45.25,27.15,0.0,65.25,93.04,20.0,540.0
30-01-2017 11:00:00,0.0,181.67,7.14,400.0,0.0,0.0,370.43,815.7,72.67,0.0,160.0,40.0,0.0,45.64,27.38,0.0,65.64,93.84,20.0,581.67
30-01-2017 12:00:00,0.0,142.6,7.14,400.0,0.0,0.0,290.78,815.7,57.04,0.0,160.0,40.0,0.0,47.19,28.31,0.0,67.19,97.02,20.0,542.6
30-01-2017 13:00:00,0.0,137.4,7.14,400.0,0.0,0.0,280.16,815.7,54.96,0.0,160.0,40.0,0.0,41.38,24.83,0.0,61.38,85.09,20.0,537.4
30-01-2017 14:00:00,0.0,113.96,7.14,400.0,0.0,0.0,232.37,815.7,45.58,0.0,160.0,40.0,0.0,44.87,26.92,0.0,64.87,92.25,20.0,513.96
30-01-2017 15:00:00,0.0,134.79,7.14,400.0,0.0,0.0,274.85,815.7,53.92,0.0,160.0,40.0,0.0,45.64,27.38,0.0,65.64,93.84,20.0,534.79
30-01-2017 16:00:00,0.0,137.4,7.14,400.0,0.0,0.0,280.16,815.7,54.96,0.0,160.0,40.0,0.0,45.25,27.15,0.0,65.25,93.04,20.0,537.4
30-01-2017 17:00:00,0.0,160.83,7.14,400.0,0.0,0.0,327.95,815.7,64.33,0.0,160.0,40.0,0.0,52.22,31.33,0.0,72.22,107.36,20.0,560.83
30-01-2017 18:00:00,0.0,155.63,7.14,400.0,0.0,0.0,317.33,815.7,62.25,0.0,160.0,40.0,0.0,50.67,30.4,0.0,70.67,104.18,20.0,555.63
30-01-2017 19:00:00,0.0,145.21,7.14,400.0,0.0,0.0,296.09,815.7,58.08,0.0,160.0,40.0,0.0,52.61,31.56,0.0,72.61,108.16,20.0,545.21
30-01-2017 20:00:00,0.0,189.48,7.14,400.0,0.0,0.0,386.36,815.7,75.79,0.0,160.0,40.0,0.0,52.99,31.8,0.0,72.99,108.96,20.0,589.48
30-01-2017 21:00:00,0.0,145.21,7.14,400.0,0.0,0.0,296.09,815.7,58.08,0.0,160.0,40.0,0.0,51.45,30.87,0.0,71.45,105.77,20.0,545.21
30-01-2017 22:00:00,0.0,124.38,7.14,400.0,0.0,0.0,253.61,815.7,49.75,0.0,160.0,40.0,0.0,50.29,30.17,0.0,70.29,103.39,20.0,524.38
30-01-2017 23:00:00,0.0,103.54,7.14,400.0,0.0,0.0,211.13,815.7,41.42,0.0,160.0,40.0,0.0,42.16,25.3,0.0,62.16,86.68,20.0,503.54
31-01-2017 00:00:00,0.0,80.1,7.14,400.0,0.0,0.0,163.34,815.7,32.04,0.0,160.0,40.0,0.0,37.9,22.74,0.0,57.9,77.93,20.0,480.1
31-01-2017 01:00:00,0.0,72.29,7.14,400.0,0.0,0.0,147.41,815.7,28.92,0.0,160.0,40.0,0.0,38.29,22.97,0.0,58.29,78.72,20.0,472.29
31-01-2017 02:00:00,0.0,77.5,7.14,400.0,0.0,0.0,158.03,815.7,31.0,0.0,160.0,40.0,0.0,38.29,22.97,0.0,58.29,78.72,20.0,477.5
31-01-2017 03:00:00,0.0,87.92,7.14,400.0,0.0,0.0,179.27,815.7,35.17,0.0,160.0,40.0,0.0,42.55,25.53,0.0,62.55,87.47,20.0,487.92
31-01-2017 04:00:00,0.0,103.54,7.14,400.0,0.0,0.0,211.13,815.7,41.42,0.0,160.0,40.0,0.0,46.03,27.62,0.0,66.03,94.63,20.0,503.54
31-01-2017 05:00:00,0.0,137.4,7.14,400.0,0.0,0.0,280.16,815.7,54.96,0.0,160.0,40.0,0.0,47.19,28.31,0.0,67.19,97.02,20.0,537.4
31-01-2017 06:00:00,0.0,202.5,7.14,400.0,0.0,0.0,412.91,815.7,81.0,0.0,160.0,40.0,0.0,53.38,32.03,0.0,73.38,109.75,20.0,602.5
31-01-2017 07:00:00,0.0,189.48,7.14,400.0,0.0,0.0,386.36,815.7,75.79,0.0,160.0,40.0,0.0,55.7,33.42,0.0,75.7,114.52,20.0,589.48
31-01-2017 08:00:00,0.0,150.42,7.14,400.0,0.0,0.0,306.71,815.7,60.17,0.0,160.0,40.0,0.0,49.51,29.71,0.0,69.51,101.8,20.0,550.42
31-01-2017 09:00:00,0.0,106.15,7.14,400.0,0.0,0.0,216.44,815.7,42.46,0.0,160.0,40.0,0.0,38.29,22.97,0.0,58.29,78.72,20.0,506.15
31-01-2017 10:00:00,0.0,124.38,7.14,400.0,0.0,0.0,253.61,815.7,49.75,0.0,160.0,40.0,0.0,34.42,20.65,0.0,54.42,70.77,20.0,524.38
31-01-2017 11:00:00,0.0,106.15,7.14,400.0,0.0,0.0,216.44,815.7,42.46,0.0,160.0,40.0,0.0,27.07,16.24,0.0,47.07,55.65,20.0,506.15
31-01-2017 12:00:00,0.0,82.71,7.14,400.0,0.0,0.0,168.65,815.7,33.08,0.0,160.0,40.0,0.0,29.39,17.63,0.0,49.39,60.42,20.0,482.71
31-01-2017 13:00:00,0.0,90.52,7.14,400.0,0.0,0.0,184.58,815.7,36.21,0.0,160.0,40.0,0.0,29.39,17.63,0.0,49.39,60.42,20.0,490.52
31-01-2017 14:00:00,0.0,77.5,7.14,400.0,0.0,0.0,158.03,815.7,31.0,0.0,160.0,40.0,0.0,29.78,17.87,0.0,49.78,61.22,20.0,477.5
