Date (CEST),HOB_Fuel_Input_A1[Dim 1][MW],HOB_Output_Backup[Dim 1][MW],HP_Electricity_Consumption_A1[Dim 1][MW],HP_Load_Output_A1[Dim 1][MW],Thermal_Output_A1[Dim 1][MW],Waste_BP_Load_A1[Dim 1][MW],Waste_CHP_Electricity_Output_A1[Dim 1][MW],Waste_CHP_Load_Output_A1[Dim 1][MW],Waste_Fuel_Input_A1[Dim 1][MW],Waste_Turbine_Load_A1[Dim 1][MW],Wood_BP_Load_A1[Dim 1][MW],Wood_CHP_Electricity_Output_A1[Dim 1][MW],Wood_CHP_Load_Output_A1[Dim 1][MW],Wood_Fuel_Input_A1[Dim 1][MW],Wood_Turbine_Load_A1[Dim 1][MW],HOB_Fuel_Input_A2[Dim 1][MW],HOB_Load_Output_A2[Dim 1][MW],HP_Electricity_Consumption_A2[Dim 1][MW],HP_Load_Output_A2[Dim 1][MW],Pellet_BP_Load_A2[Dim 1][MW],Pellet_CHP_Electricity_Output_A2[Dim 1][MW],Pellet_CHP_Load_Output_A2[Dim 1][MW],Pellet_Fuel_Input_A2[Dim 1][MW],Pellet_Turbine_Load_A2[Dim 1][MW],Thermal_Output_A2[Dim 1][MW],HOB_Fuel_Input_A3[Dim 1][MW],HOB_Load_Output_A3[Dim 1][MW],Area_Exchange[Dim 1][MW],Area_Exchange_1_3[Dim 1][MW],Area_Exchange_2_3[Dim 1][MW]

01-01-2017 00:00:00,0.00,0.00,0.00,0.00,483.94,0.00,160.00,400.00,815.70,400.00,0.00,33.58,83.94,171.16,83.94,0.00,0.00,5.71,20.00,22.42,0.00,22.42,31.15,0.00,42.42,0.00,0.00,40.00,22.06,0.00
01-01-2017 01:00:00,0.00,0.00,0.00,0.00,499.56,0.00,160.00,400.00,815.70,400.00,0.00,39.83,99.56,203.02,99.56,0.00,0.00,5.71,20.00,22.42,0.00,22.42,31.15,0.00,42.42,0.00,0.00,40.00,22.06,0.00
01-01-2017 02:00:00,0.00,0.00,0.00,0.00,482.13,0.00,160.00,400.00,815.70,400.00,0.00,32.85,82.13,167.47,82.13,0.00,0.00,5.71,20.00,22.04,0.00,22.04,30.61,0.00,42.04,0.00,0.00,40.00,17.65,0.00
01-01-2017 03:00:00,0.00,0.00,0.00,0.00,440.46,0.00,160.00,400.00,815.70,400.00,0.00,16.19,40.46,82.51,40.46,0.00,0.00,5.71,20.00,19.33,0.00,19.33,26.85,0.00,39.33,0.00,0.00,40.00,17.65,0.00
01-01-2017 04:00:00,0.00,0.00,0.00,0.00,445.67,0.00,160.00,400.00,815.70,400.00,0.00,18.27,45.67,93.13,45.67,0.00,0.00,5.71,20.00,14.68,0.00,14.68,20.40,0.00,34.68,0.00,0.00,40.00,17.65,0.00
01-01-2017 05:00:00,0.00,0.00,0.00,0.00,443.86,0.00,160.00,400.00,815.70,400.00,0.00,17.55,43.86,89.44,43.86,0.00,0.00,5.71,20.00,12.75,0.00,12.75,17.71,0.00,32.75,0.00,0.00,40.00,13.24,0.00
01-01-2017 06:00:00,0.00,0.00,0.00,0.00,448.28,0.00,160.00,400.00,815.70,400.00,0.00,19.31,48.28,98.44,48.28,0.00,0.00,5.71,20.00,12.36,0.00,12.36,17.17,0.00,32.36,0.00,0.00,40.00,17.65,0.00
01-01-2017 07:00:00,0.00,0.00,0.00,0.00,455.29,0.00,160.00,400.00,815.70,400.00,0.00,22.12,55.29,112.74,55.29,0.00,0.00,5.71,20.00,13.91,0.00,13.91,19.32,0.00,33.91,0.00,0.00,40.00,22.06,0.00
01-01-2017 08:00:00,0.00,0.00,0.00,0.00,470.12,0.00,160.00,400.00,815.70,400.00,0.00,28.05,70.12,142.98,70.12,0.00,0.00,5.71,20.00,15.07,0.00,15.07,20.94,0.00,35.07,0.00,0.00,40.00,26.48,0.00
01-01-2017 09:00:00,0.00,0.00,0.00,0.00,479.74,0.00,160.00,400.00,815.70,400.00,0.00,31.90,79.74,162.60,79.74,0.00,0.00,5.71,20.00,20.10,0.00,20.10,27.93,0.00,40.10,0.00,0.00,40.00,30.89,0.00
01-01-2017 10:00:00,0.00,0.00,0.00,0.00,538.26,0.00,160.00,400.00,815.70,400.00,0.00,55.31,138.26,281.93,138.26,0.00,0.00,5.71,20.00,24.36,0.00,24.36,33.84,0.00,44.36,0.00,0.00,40.00,52.95,0.00
01-01-2017 11:00:00,0.00,0.00,0.00,0.00,513.60,0.00,160.00,400.00,815.70,400.00,0.00,45.44,113.60,231.63,113.60,0.00,0.00,5.71,20.00,27.07,0.00,27.07,37.60,0.00,47.07,0.00,0.00,40.00,30.89,0.00
01-01-2017 12:00:00,0.00,0.00,0.00,0.00,510.20,0.00,160.00,400.00,815.70,400.00,0.00,44.08,110.20,224.70,110.20,0.00,0.00,5.71,20.00,25.13,0.00,25.13,34.91,0.00,45.13,0.00,0.00,40.00,35.30,0.00
01-01-2017 13:00:00,0.00,0.00,0.00,0.00,491.97,0.00,160.00,400.00,815.70,400.00,0.00,36.79,91.97,187.53,91.97,0.00,0.00,5.71,20.00,29.39,0.00,29.39,40.83,0.00,49.39,0.00,0.00,40.00,35.30,0.00
01-01-2017 14:00:00,0.00,0.00,0.00,0.00,530.23,0.00,160.00,400.00,815.70,400.00,0.00,52.09,130.23,265.56,130.23,0.00,0.00,5.71,20.00,28.62,0.00,28.62,39.75,0.00,48.62,0.00,0.00,40.00,39.71,0.00
01-01-2017 15:00:00,0.00,0.00,0.00,0.00,533.63,0.00,160.00,400.00,815.70,400.00,0.00,53.45,133.63,272.49,133.63,0.00,0.00,5.71,20.00,30.94,0.00,30.94,42.98,0.00,50.94,0.00,0.00,40.00,35.30,0.00
01-01-2017 16:00:00,0.00,0.00,0.00,0.00,515.41,0.00,160.00,400.00,815.70,400.00,0.00,46.16,115.41,235.32,115.41,0.00,0.00,5.71,20.00,25.91,0.00,25.91,35.99,0.00,45.91,0.00,0.00,40.00,35.30,0.00
01-01-2017 17:00:00,0.00,0.00,0.00,0.00,515.41,0.00,160.00,400.00,815.70,400.00,0.00,46.16,115.41,235.32,115.41,0.00,0.00,5.71,20.00,24.75,0.00,24.75,34.38,0.00,44.75,0.00,0.00,40.00,35.30,0.00
01-01-2017 18:00:00,0.00,0.00,0.00,0.00,513.81,0.00,160.00,400.00,815.70,400.00,0.00,45.53,113.81,232.07,113.81,0.00,0.00,5.71,20.00,12.75,0.00,12.75,17.71,0.00,32.75,0.00,0.00,40.00,44.13,0.00
01-01-2017 19:00:00,0.00,0.00,0.00,0.00,512.01,0.00,160.00,400.00,815.70,400.00,0.00,44.80,112.01,228.39,112.01,0.00,0.00,5.71,20.00,16.23,0.00,16.23,22.55,0.00,36.23,0.00,0.00,40.00,39.71,0.00
01-01-2017 20:00:00,0.00,0.00,0.00,0.00,489.36,0.00,160.00,400.00,815.70,400.00,0.00,35.75,89.36,182.22,89.36,0.00,0.00,5.71,20.00,15.85,0.00,15.85,22.01,0.00,35.85,0.00,0.00,40.00,35.30,0.00
01-01-2017 21:00:00,0.00,0.00,0.00,0.00,475.33,0.00,160.00,400.00,815.70,400.00,0.00,30.13,75.33,153.60,75.33,0.00,0.00,5.71,20.00,22.81,0.00,22.81,31.69,0.00,42.81,0.00,0.00,40.00,26.48,0.00
01-01-2017 22:00:00,0.00,0.00,0.00,0.00,468.31,0.00,160.00,400.00,815.70,400.00,0.00,27.33,68.31,139.30,68.31,0.00,0.00,5.71,20.00,19.33,0.00,19.33,26.85,0.00,39.33,0.00,0.00,40.00,22.06,0.00
01-01-2017 23:00:00,0.00,0.00,0.00,0.00,466.50,0.00,160.00,400.00,815.70,400.00,0.00,26.60,66.50,135.61,66.50,0.00,0.00,5.71,20.00,21.65,0.00,21.65,30.08,0.00,41.65,0.00,0.00,40.00,17.65,0.00
02-01-2017 00:00:00,0.00,0.00,0.00,0.00,461.30,0.00,160.00,400.00,815.70,400.00,0.00,24.52,61.30,124.99,61.30,0.00,0.00,5.71,20.00,19.33,0.00,19.33,26.85,0.00,39.33,0.00,0.00,40.00,17.65,0.00
02-01-2017 01:00:00,0.00,0.00,0.00,0.00,456.09,0.00,160.00,400.00,815.70,400.00,0.00,22.44,56.09,114.37,56.09,0.00,0.00,5.71,20.00,18.94,0.00,18.94,26.31,0.00,38.94,0.00,0.00,40.00,17.65,0.00
02-01-2017 02:00:00,0.00,0.00,0.00,0.00,465.71,0.00,160.00,400.00,815.70,400.00,0.00,26.28,65.71,133.99,65.71,0.00,0.00,5.71,20.00,17.39,0.00,17.39,24.16,0.00,37.39,0.00,0.00,40.00,22.06,0.00
02-01-2017 03:00:00,0.00,0.00,0.00,0.00,458.69,0.00,160.00,400.00,815.70,400.00,0.00,23.48,58.69,119.68,58.69,0.00,0.00,5.71,20.00,17.39,0.00,17.39,24.16,0.00,37.39,0.00,0.00,40.00,17.65,0.00
02-01-2017 04:00:00,0.00,0.00,0.00,0.00,406.61,0.00,160.00,400.00,815.70,400.00,0.00,2.64,6.61,13.48,6.61,0.00,0.00,5.71,20.00,17.01,0.00,17.01,23.62,0.00,37.01,0.00,0.00,40.00,17.65,0.00
02-01-2017 05:00:00,0.00,0.00,0.00,0.00,446.47,0.00,160.00,400.00,815.70,400.00,0.00,18.59,46.47,94.75,46.47,0.00,0.00,5.71,20.00,17.39,0.00,17.39,24.16,0.00,37.39,0.00,0.00,40.00,13.24,0.00
02-01-2017 06:00:00,0.00,0.00,0.00,0.00,518.81,0.00,160.00,400.00,815.70,400.00,0.00,47.52,118.81,242.25,118.81,0.00,0.00,5.71,20.00,24.75,0.00,24.75,34.38,0.00,44.75,0.00,0.00,40.00,30.89,0.00
02-01-2017 07:00:00,0.00,0.00,0.00,0.00,551.07,0.00,160.00,400.00,815.70,400.00,0.00,60.43,151.07,308.04,151.07,0.00,0.00,5.71,20.00,23.58,0.00,23.58,32.76,0.00,43.58,0.00,0.00,40.00,39.71,0.00
02-01-2017 08:00:00,0.00,0.00,0.00,0.00,539.06,0.00,160.00,400.00,815.70,400.00,0.00,55.62,139.06,283.55,139.06,0.00,0.00,5.71,20.00,24.36,0.00,24.36,33.84,0.00,44.36,0.00,0.00,40.00,48.54,0.00
02-01-2017 09:00:00,0.00,0.00,0.00,0.00,528.64,0.00,160.00,400.00,815.70,400.00,0.00,51.46,128.64,262.31,128.64,0.00,0.00,5.71,20.00,26.68,0.00,26.68,37.06,0.00,46.68,0.00,0.00,40.00,48.54,0.00
02-01-2017 10:00:00,0.00,0.00,0.00,0.00,542.46,0.00,160.00,400.00,815.70,400.00,0.00,56.98,142.46,290.48,142.46,0.00,0.00,5.71,20.00,25.91,0.00,25.91,35.99,0.00,45.91,0.00,0.00,40.00,44.13,0.00
02-01-2017 11:00:00,0.00,0.00,0.00,0.00,549.26,0.00,160.00,400.00,815.70,400.00,0.00,59.70,149.26,304.35,149.26,0.00,0.00,5.71,20.00,29.78,0.00,29.78,41.36,0.00,49.78,0.00,0.00,40.00,35.30,0.00
02-01-2017 12:00:00,0.00,0.00,0.00,0.00,514.61,0.00,160.00,400.00,815.70,400.00,0.00,45.84,114.61,233.70,114.61,0.00,0.00,5.71,20.00,18.94,0.00,18.94,26.31,0.00,38.94,0.00,0.00,40.00,39.71,0.00
02-01-2017 13:00:00,0.00,0.00,0.00,0.00,479.74,0.00,160.00,400.00,815.70,400.00,0.00,31.90,79.74,162.60,79.74,0.00,0.00,5.71,20.00,18.55,0.00,18.55,25.77,0.00,38.55,0.00,0.00,40.00,30.89,0.00
02-01-2017 14:00:00,0.00,0.00,0.00,0.00,453.70,0.00,160.00,400.00,815.70,400.00,0.00,21.48,53.70,109.50,53.70,0.00,0.00,5.71,20.00,19.33,0.00,19.33,26.85,0.00,39.33,0.00,0.00,40.00,30.89,0.00
02-01-2017 15:00:00,0.00,0.00,0.00,0.00,465.93,0.00,160.00,400.00,815.70,400.00,0.00,26.37,65.93,134.43,65.93,0.00,0.00,5.71,20.00,15.85,0.00,15.85,22.01,0.00,35.85,0.00,0.00,40.00,35.30,0.00
02-01-2017 16:00:00,0.00,0.00,0.00,0.00,495.37,0.00,160.00,400.00,815.70,400.00,0.00,38.15,95.37,194.46,95.37,0.00,0.00,5.71,20.00,19.33,0.00,19.33,26.85,0.00,39.33,0.00,0.00,40.00,30.89,0.00
02-01-2017 17:00:00,0.00,0.00,0.00,0.00,499.78,0.00,160.00,400.00,815.70,400.00,0.00,39.91,99.78,203.46,99.78,0.00,0.00,5.71,20.00,23.20,0.00,23.20,32.23,0.00,43.20,0.00,0.00,40.00,35.30,0.00
02-01-2017 18:00:00,0.00,0.00,0.00,0.00,585.14,0.00,160.00,400.00,815.70,400.00,0.00,74.06,185.14,377.51,185.14,0.00,0.00,5.71,20.00,30.55,0.00,30.55,42.44,0.00,50.55,0.00,0.00,40.00,52.95,0.00
02-01-2017 19:00:00,0.00,0.00,0.00,0.00,558.08,0.00,160.00,400.00,815.70,400.00,0.00,63.23,158.08,322.35,158.08,0.00,0.00,5.71,20.00,25.13,0.00,25.13,34.91,0.00,45.13,0.00,0.00,40.00,44.13,0.00
02-01-2017 20:00:00,0.00,0.00,0.00,0.00,545.06,0.00,160.00,400.00,815.70,400.00,0.00,58.03,145.06,295.79,145.06,0.00,0.00,5.71,20.00,27.84,0.00,27.84,38.68,0.00,47.84,0.00,0.00,40.00,44.13,0.00
02-01-2017 21:00:00,0.00,0.00,0.00,0.00,518.81,0.00,160.00,400.00,815.70,400.00,0.00,47.52,118.81,242.25,118.81,0.00,0.00,5.71,20.00,20.10,0.00,20.10,27.93,0.00,40.10,0.00,0.00,40.00,30.89,0.00
02-01-2017 22:00:00,0.00,0.00,0.00,0.00,485.75,0.00,160.00,400.00,815.70,400.00,0.00,34.30,85.75,174.84,85.75,0.00,0.00,5.71,20.00,20.49,0.00,20.49,28.46,0.00,40.49,0.00,0.00,40.00,26.48,0.00
02-01-2017 23:00:00,0.00,0.00,0.00,0.00,465.71,0.00,160.00,400.00,815.70,400.00,0.00,26.28,65.71,133.99,65.71,0.00,0.00,5.71,20.00,19.33,0.00,19.33,26.85,0.00,39.33,0.00,0.00,40.00,22.06,0.00
03-01-2017 00:00:00,0.00,0.00,0.00,0.00,448.28,0.00,160.00,400.00,815.70,400.00,0.00,19.31,48.28,98.44,48.28,0.00,0.00,5.71,20.00,13.91,0.00,13.91,19.32,0.00,33.91,0.00,0.00,40.00,17.65,0.00
03-01-2017 01:00:00,0.00,0.00,0.00,0.00,445.67,0.00,160.00,400.00,815.70,400.00,0.00,18.27,45.67,93.13,45.67,0.00,0.00,5.71,20.00,13.52,0.00,13.52,18.79,0.00,33.52,0.00,0.00,40.00,17.65,0.00
03-01-2017 02:00:00,0.00,0.00,0.00,0.00,446.47,0.00,160.00,400.00,815.70,400.00,0.00,18.59,46.47,94.75,46.47,0.00,0.00,5.71,20.00,13.91,0.00,13.91,19.32,0.00,33.91,0.00,0.00,40.00,13.24,0.00
03-01-2017 03:00:00,0.00,0.00,0.00,0.00,446.47,0.00,160.00,400.00,815.70,400.00,0.00,18.59,46.47,94.75,46.47,0.00,0.00,5.71,20.00,15.46,0.00,15.46,21.47,0.00,35.46,0.00,0.00,40.00,13.24,0.00
03-01-2017 04:00:00,0.00,0.00,0.00,0.00,443.86,0.00,160.00,400.00,815.70,400.00,0.00,17.55,43.86,89.44,43.86,0.00,0.00,5.71,20.00,16.62,0.00,16.62,23.09,0.00,36.62,0.00,0.00,40.00,13.24,0.00
03-01-2017 05:00:00,0.00,0.00,0.00,0.00,459.49,0.00,160.00,400.00,815.70,400.00,0.00,23.80,59.49,121.30,59.49,0.00,0.00,5.71,20.00,17.01,0.00,17.01,23.62,0.00,37.01,0.00,0.00,40.00,13.24,0.00
03-01-2017 06:00:00,0.00,0.00,0.00,0.00,496.16,0.00,160.00,400.00,815.70,400.00,0.00,38.47,96.16,196.08,96.16,0.00,0.00,5.71,20.00,27.84,0.00,27.84,38.68,0.00,47.84,0.00,0.00,40.00,26.48,0.00
03-01-2017 07:00:00,0.00,0.00,0.00,0.00,535.44,0.00,160.00,400.00,815.70,400.00,0.00,54.18,135.44,276.18,135.44,0.00,0.00,5.71,20.00,30.55,0.00,30.55,42.44,0.00,50.55,0.00,0.00,40.00,39.71,0.00
03-01-2017 08:00:00,0.00,0.00,0.00,0.00,562.71,0.00,160.00,400.00,815.70,400.00,0.00,65.09,162.71,331.79,162.71,0.00,0.00,5.71,20.00,28.62,0.00,28.62,39.75,0.00,48.62,0.00,0.00,40.00,61.78,0.00
03-01-2017 09:00:00,0.00,0.00,0.00,0.00,556.49,0.00,160.00,400.00,815.70,400.00,0.00,62.60,156.49,319.10,156.49,0.00,0.00,5.71,20.00,32.10,0.00,32.10,44.59,0.00,52.10,0.00,0.00,40.00,52.95,0.00
03-01-2017 10:00:00,0.00,0.00,0.00,0.00,539.28,0.00,160.00,400.00,815.70,400.00,0.00,55.71,139.28,283.99,139.28,0.00,0.00,5.71,20.00,35.19,0.00,35.19,48.89,0.00,55.19,0.00,0.00,40.00,61.78,0.00
03-01-2017 11:00:00,0.00,0.00,0.00,0.00,489.36,0.00,160.00,400.00,815.70,400.00,0.00,35.75,89.36,182.22,89.36,0.00,0.00,5.71,20.00,34.42,0.00,34.42,47.82,0.00,54.42,0.00,0.00,40.00,35.30,0.00
03-01-2017 12:00:00,0.00,0.00,0.00,0.00,468.53,0.00,160.00,400.00,815.70,400.00,0.00,27.41,68.53,139.74,68.53,0.00,0.00,5.71,20.00,23.97,0.00,23.97,33.30,0.00,43.97,0.00,0.00,40.00,35.30,0.00
03-01-2017 13:00:00,0.00,0.00,0.00,0.00,455.51,0.00,160.00,400.00,815.70,400.00,0.00,22.20,55.51,113.19,55.51,0.00,0.00,5.71,20.00,24.75,0.00,24.75,34.38,0.00,44.75,0.00,0.00,40.00,35.30,0.00
03-01-2017 14:00:00,0.00,0.00,0.00,0.00,445.09,0.00,160.00,400.00,815.70,400.00,0.00,18.04,45.09,91.95,45.09,0.00,0.00,5.71,20.00,21.26,0.00,21.26,29.54,0.00,41.26,0.00,0.00,40.00,35.30,0.00
03-01-2017 15:00:00,0.00,0.00,0.00,0.00,455.73,0.00,160.00,400.00,815.70,400.00,0.00,22.29,55.73,113.63,55.73,0.00,0.00,5.71,20.00,23.97,0.00,23.97,33.30,0.00,43.97,0.00,0.00,40.00,48.54,0.00
03-01-2017 16:00:00,0.00,0.00,0.00,0.00,455.73,0.00,160.00,400.00,815.70,400.00,0.00,22.29,55.73,113.63,55.73,0.00,0.00,5.71,20.00,21.26,0.00,21.26,29.54,0.00,41.26,0.00,0.00,40.00,48.54,0.00
03-01-2017 17:00:00,0.00,0.00,0.00,0.00,526.62,0.00,160.00,400.00,815.70,400.00,0.00,50.65,126.62,258.18,126.62,0.00,0.00,5.71,20.00,29.78,0.00,29.78,41.36,0.00,49.78,0.00,0.00,40.00,30.89,0.00
03-01-2017 18:00:00,0.00,0.00,0.00,0.00,627.60,0.00,160.00,400.00,815.70,400.00,0.00,91.04,227.60,464.09,227.60,0.00,0.00,5.71,20.00,23.20,0.00,23.20,32.23,0.00,43.20,0.00,0.00,40.00,48.54,0.00
03-01-2017 19:00:00,0.00,0.00,0.00,0.00,577.91,0.00,160.00,400.00,815.70,400.00,0.00,71.16,177.91,362.76,177.91,0.00,0.00,5.71,20.00,21.26,0.00,21.26,29.54,0.00,41.26,0.00,0.00,40.00,35.30,0.00
03-01-2017 20:00:00,0.00,0.00,0.00,0.00,532.84,0.00,160.00,400.00,815.70,400.00,0.00,53.14,132.84,270.87,132.84,0.00,0.00,5.71,20.00,26.29,0.00,26.29,36.53,0.00,46.29,0.00,0.00,40.00,39.71,0.00
03-01-2017 21:00:00,0.00,0.00,0.00,0.00,507.59,0.00,160.00,400.00,815.70,400.00,0.00,43.04,107.59,219.39,107.59,0.00,0.00,5.71,20.00,29.39,0.00,29.39,40.83,0.00,49.39,0.00,0.00,40.00,35.30,0.00
03-01-2017 22:00:00,0.00,0.00,0.00,0.00,490.16,0.00,160.00,400.00,815.70,400.00,0.00,36.06,90.16,183.84,90.16,0.00,0.00,5.71,20.00,25.52,0.00,25.52,35.45,0.00,45.52,0.00,0.00,40.00,30.89,0.00
03-01-2017 23:00:00,0.00,0.00,0.00,0.00,463.10,0.00,160.00,400.00,815.70,400.00,0.00,25.24,63.10,128.67,63.10,0.00,0.00,5.71,20.00,20.88,0.00,20.88,29.00,0.00,40.88,0.00,0.00,40.00,22.06,0.00
04-01-2017 00:00:00,0.00,0.00,0.00,0.00,466.50,0.00,160.00,400.00,815.70,400.00,0.00,26.60,66.50,135.61,66.50,0.00,0.00,5.71,20.00,15.46,0.00,15.46,21.47,0.00,35.46,0.00,0.00,40.00,17.65,0.00
04-01-2017 01:00:00,0.00,0.00,0.00,0.00,459.49,0.00,160.00,400.00,815.70,400.00,0.00,23.80,59.49,121.30,59.49,0.00,0.00,5.71,20.00,13.14,0.00,13.14,18.25,0.00,33.14,0.00,0.00,40.00,13.24,0.00
04-01-2017 02:00:00,0.00,0.00,0.00,0.00,456.09,0.00,160.00,400.00,815.70,400.00,0.00,22.44,56.09,114.37,56.09,0.00,0.00,5.71,20.00,13.14,0.00,13.14,18.25,0.00,33.14,0.00,0.00,40.00,17.65,0.00
04-01-2017 03:00:00,0.00,0.00,0.00,0.00,451.68,0.00,160.00,400.00,815.70,400.00,0.00,20.67,51.68,105.37,51.68,0.00,0.00,5.71,20.00,12.75,0.00,12.75,17.71,0.00,32.75,0.00,0.00,40.00,13.24,0.00
04-01-2017 04:00:00,0.00,0.00,0.00,0.00,453.48,0.00,160.00,400.00,815.70,400.00,0.00,21.39,53.48,109.06,53.48,0.00,0.00,5.71,20.00,18.55,0.00,18.55,25.77,0.00,38.55,0.00,0.00,40.00,17.65,0.00
04-01-2017 05:00:00,0.00,0.00,0.00,0.00,462.09,0.00,160.00,400.00,815.70,400.00,0.00,24.84,62.09,126.61,62.09,0.00,0.00,5.71,20.00,12.36,0.00,12.36,17.17,0.00,32.36,0.00,0.00,40.00,13.24,0.00
04-01-2017 06:00:00,0.00,0.00,0.00,0.00,498.77,0.00,160.00,400.00,815.70,400.00,0.00,39.51,98.77,201.39,98.77,0.00,0.00,5.71,20.00,27.45,0.00,27.45,38.14,0.00,47.45,0.00,0.00,40.00,26.48,0.00
04-01-2017 07:00:00,0.00,0.00,0.00,0.00,560.69,0.00,160.00,400.00,815.70,400.00,0.00,64.28,160.69,327.66,160.69,0.00,0.00,5.71,20.00,30.16,0.00,30.16,41.90,0.00,50.16,0.00,0.00,40.00,44.13,0.00
04-01-2017 08:00:00,0.00,0.00,0.00,0.00,546.08,0.00,160.00,400.00,815.70,400.00,0.00,58.43,146.08,297.86,146.08,0.00,0.00,5.71,20.00,22.42,0.00,22.42,31.15,0.00,42.42,0.00,0.00,40.00,52.95,0.00
04-01-2017 09:00:00,0.00,0.00,0.00,0.00,560.11,0.00,160.00,400.00,815.70,400.00,0.00,64.04,160.11,326.48,160.11,0.00,0.00,5.71,20.00,26.29,0.00,26.29,36.53,0.00,46.29,0.00,0.00,40.00,61.78,0.00
04-01-2017 10:00:00,0.00,0.00,0.00,0.00,552.08,0.00,160.00,400.00,815.70,400.00,0.00,60.83,152.08,310.10,152.08,0.00,0.00,5.71,20.00,25.52,0.00,25.52,35.45,0.00,45.52,0.00,0.00,40.00,48.54,0.00
04-01-2017 11:00:00,0.00,0.00,0.00,0.00,523.22,0.00,160.00,400.00,815.70,400.00,0.00,49.29,123.22,251.25,123.22,0.00,0.00,5.71,20.00,25.91,0.00,25.91,35.99,0.00,45.91,0.00,0.00,40.00,35.30,0.00
04-01-2017 12:00:00,0.00,0.00,0.00,0.00,539.06,0.00,160.00,400.00,815.70,400.00,0.00,55.62,139.06,283.55,139.06,0.00,0.00,5.71,20.00,23.58,0.00,23.58,32.76,0.00,43.58,0.00,0.00,40.00,48.54,0.00
04-01-2017 13:00:00,0.00,0.00,0.00,0.00,535.44,0.00,160.00,400.00,815.70,400.00,0.00,54.18,135.44,276.18,135.44,0.00,0.00,5.71,20.00,27.84,0.00,27.84,38.68,0.00,47.84,0.00,0.00,40.00,39.71,0.00
04-01-2017 14:00:00,0.00,0.00,0.00,0.00,524.01,0.00,160.00,400.00,815.70,400.00,0.00,49.61,124.01,252.87,124.01,0.00,0.00,5.71,20.00,26.29,0.00,26.29,36.53,0.00,46.29,0.00,0.00,40.00,30.89,0.00
04-01-2017 15:00:00,0.00,0.00,0.00,0.00,530.23,0.00,160.00,400.00,815.70,400.00,0.00,52.09,130.23,265.56,130.23,0.00,0.00,5.71,20.00,22.04,0.00,22.04,30.61,0.00,42.04,0.00,0.00,40.00,39.71,0.00
04-01-2017 16:00:00,0.00,0.00,0.00,0.00,556.28,0.00,160.00,400.00,815.70,400.00,0.00,62.51,156.28,318.66,156.28,0.00,0.00,5.71,20.00,20.49,0.00,20.49,28.46,0.00,40.49,0.00,0.00,40.00,39.71,0.00
04-01-2017 17:00:00,0.00,0.00,0.00,0.00,540.65,0.00,160.00,400.00,815.70,400.00,0.00,56.26,140.65,286.80,140.65,0.00,0.00,5.71,20.00,26.68,0.00,26.68,37.06,0.00,46.68,0.00,0.00,40.00,39.71,0.00
04-01-2017 18:00:00,0.00,0.00,0.00,0.00,550.27,0.00,160.00,400.00,815.70,400.00,0.00,60.11,150.27,306.41,150.27,0.00,0.00,5.71,20.00,35.19,0.00,35.19,48.89,0.00,55.19,0.00,0.00,40.00,44.13,0.00
04-01-2017 19:00:00,0.00,0.00,0.00,0.00,549.48,0.00,160.00,400.00,815.70,400.00,0.00,59.79,149.48,304.79,149.48,0.00,0.00,5.71,20.00,25.52,0.00,25.52,35.45,0.00,45.52,0.00,0.00,40.00,48.54,0.00
04-01-2017 20:00:00,0.00,0.00,0.00,0.00,531.25,0.00,160.00,400.00,815.70,400.00,0.00,52.50,131.25,267.62,131.25,0.00,0.00,5.71,20.00,29.00,0.00,29.00,40.29,0.00,49.00,0.00,0.00,40.00,48.54,0.00
04-01-2017 21:00:00,0.00,0.00,0.00,0.00,547.67,0.00,160.00,400.00,815.70,400.00,0.00,59.07,147.67,301.10,147.67,0.00,0.00,5.71,20.00,29.78,0.00,29.78,41.36,0.00,49.78,0.00,0.00,40.00,44.13,0.00
04-01-2017 22:00:00,0.00,0.00,0.00,0.00,500.58,0.00,160.00,400.00,815.70,400.00,0.00,40.23,100.58,205.08,100.58,0.00,0.00,5.71,20.00,30.55,0.00,30.55,42.44,0.00,50.55,0.00,0.00,40.00,30.89,0.00
04-01-2017 23:00:00,0.00,0.00,0.00,0.00,487.34,0.00,160.00,400.00,815.70,400.00,0.00,34.94,87.34,178.09,87.34,0.00,0.00,5.71,20.00,25.13,0.00,25.13,34.91,0.00,45.13,0.00,0.00,40.00,17.65,0.00
05-01-2017 00:00:00,0.00,0.00,0.00,0.00,469.11,0.00,160.00,400.00,815.70,400.00,0.00,27.64,69.11,140.92,69.11,0.00,0.00,5.71,20.00,20.10,0.00,20.10,27.93,0.00,40.10,0.00,0.00,40.00,17.65,0.00
05-01-2017 01:00:00,0.00,0.00,0.00,0.00,458.69,0.00,160.00,400.00,815.70,400.00,0.00,23.48,58.69,119.68,58.69,0.00,0.00,5.71,20.00,16.23,0.00,16.23,22.55,0.00,36.23,0.00,0.00,40.00,17.65,0.00
05-01-2017 02:00:00,0.00,0.00,0.00,0.00,451.68,0.00,160.00,400.00,815.70,400.00,0.00,20.67,51.68,105.37,51.68,0.00,0.00,5.71,20.00,14.68,0.00,14.68,20.40,0.00,34.68,0.00,0.00,40.00,13.24,0.00
