Date (CEST),HOB_Fuel_Input_A1[Dim 1][MW],HOB_Output_Backup[Dim 1][MW],HP_Electricity_Consumption_A1[Dim 1][MW],HP_Load_Output_A1[Dim 1][MW],Thermal_Output_A1[Dim 1][MW],Waste_BP_Load_A1[Dim 1][MW],Waste_CHP_Electricity_Output_A1[Dim 1][MW],Waste_CHP_Load_Output_A1[Dim 1][MW],Waste_Fuel_Input_A1[Dim 1][MW],Waste_Turbine_Load_A1[Dim 1][MW],Wood_BP_Load_A1[Dim 1][MW],Wood_CHP_Electricity_Output_A1[Dim 1][MW],Wood_CHP_Load_Output_A1[Dim 1][MW],Wood_Fuel_Input_A1[Dim 1][MW],Wood_Turbine_Load_A1[Dim 1][MW],HOB_Fuel_Input_A2[Dim 1][MW],HOB_Load_Output_A2[Dim 1][MW],HP_Electricity_Consumption_A2[Dim 1][MW],HP_Load_Output_A2[Dim 1][MW],Pellet_BP_Load_A2[Dim 1][MW],Pellet_CHP_Electricity_Output_A2[Dim 1][MW],Pellet_CHP_Load_Output_A2[Dim 1][MW],Pellet_Fuel_Input_A2[Dim 1][MW],Pellet_Turbine_Load_A2[Dim 1][MW],Thermal_Output_A2[Dim 1][MW],HOB_Fuel_Input_A3[Dim 1][MW],HOB_Load_Output_A3[Dim 1][MW],Area_Exchange[Dim 1][MW],Area_Exchange_1_3[Dim 1][MW],Area_Exchange_2_3[Dim 1][MW]
19-01-2017 14:00:00,0.00,0.00,0.00,0.00,615.02,0.00,160.00,400.00,815.70,400.00,0.00,86.01,215.02,438.43,215.02,0.00,0.00,5.71,20.00,47.96,0.00,47.96,66.63,0.00,67.96,0.00,0.00,40.00,75.02,0.00
19-01-2017 15:00:00,0.00,0.00,0.00,0.00,646.48,0.00,160.00,400.00,815.70,400.00,0.00,98.59,246.48,502.59,246.48,0.00,0.00,5.71,20.00,48.35,0.00,48.35,67.17,0.00,68.35,0.00,0.00,40.00,88.25,0.00
19-01-2017 16:00:00,0.00,0.00,0.00,0.00,683.95,0.00,160.00,400.00,815.70,400.00,0.00,113.58,283.95,579.00,283.95,0.00,0.00,5.71,20.00,52.99,0.00,52.99,73.62,0.00,72.99,0.00,0.00,40.00,97.08,0.00
19-01-2017 17:00:00,0.00,0.00,9.98,34.92,754.92,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,56.09,0.00,56.09,77.92,0.00,76.09,0.00,0.00,40.00,97.08,0.00
19-01-2017 18:00:00,0.00,0.00,13.91,48.70,768.70,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,58.41,0.00,58.41,81.14,0.00,78.41,0.00,0.00,40.00,101.49,0.00
19-01-2017 19:00:00,0.00,0.00,4.42,15.46,735.46,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,60.35,0.00,60.35,83.83,0.00,80.35,0.00,0.00,40.00,114.73,0.00
19-01-2017 20:00:00,0.00,0.00,0.00,0.00,708.40,0.00,160.00,400.00,815.70,400.00,0.00,123.36,308.40,628.85,308.40,0.00,0.00,5.71,20.00,58.02,0.00,58.02,80.61,0.00,78.02,0.00,0.00,40.00,105.90,0.00
19-01-2017 21:00:00,0.00,0.00,0.00,0.00,661.31,0.00,160.00,400.00,815.70,400.00,0.00,104.52,261.31,532.83,261.31,0.00,0.00,5.71,20.00,56.48,0.00,56.48,78.46,0.00,76.48,0.00,0.00,40.00,92.67,0.00
19-01-2017 22:00:00,0.00,0.00,0.00,0.00,614.22,0.00,160.00,400.00,815.70,400.00,0.00,85.69,214.22,436.81,214.22,0.00,0.00,5.71,20.00,52.99,0.00,52.99,73.62,0.00,72.99,0.00,0.00,40.00,79.43,0.00
19-01-2017 23:00:00,0.00,0.00,0.00,0.00,600.19,0.00,160.00,400.00,815.70,400.00,0.00,80.07,200.19,408.19,200.19,0.00,0.00,5.71,20.00,51.45,0.00,51.45,71.47,0.00,71.45,0.00,0.00,40.00,70.60,0.00
20-01-2017 00:00:00,0.00,0.00,0.00,0.00,598.38,0.00,160.00,400.00,815.70,400.00,0.00,79.35,198.38,404.50,198.38,0.00,0.00,5.71,20.00,51.45,0.00,51.45,71.47,0.00,71.45,0.00,0.00,40.00,66.19,0.00
20-01-2017 01:00:00,0.00,0.00,0.00,0.00,592.16,0.00,160.00,400.00,815.70,400.00,0.00,76.86,192.16,391.82,192.16,0.00,0.00,5.71,20.00,52.22,0.00,52.22,72.54,0.00,72.22,0.00,0.00,40.00,57.36,0.00
20-01-2017 02:00:00,0.00,0.00,0.00,0.00,590.35,0.00,160.00,400.00,815.70,400.00,0.00,76.14,190.35,388.13,190.35,0.00,0.00,5.71,20.00,50.29,0.00,50.29,69.86,0.00,70.29,0.00,0.00,40.00,52.95,0.00
20-01-2017 03:00:00,0.00,0.00,0.00,0.00,559.10,0.00,160.00,400.00,815.70,400.00,0.00,63.64,159.10,324.41,159.10,0.00,0.00,5.71,20.00,51.83,0.00,51.83,72.01,0.00,71.83,0.00,0.00,40.00,52.95,0.00
20-01-2017 04:00:00,0.00,0.00,0.00,0.00,557.29,0.00,160.00,400.00,815.70,400.00,0.00,62.92,157.29,320.72,157.29,0.00,0.00,5.71,20.00,51.06,0.00,51.06,70.93,0.00,71.06,0.00,0.00,40.00,48.54,0.00
20-01-2017 05:00:00,0.00,0.00,0.00,0.00,564.31,0.00,160.00,400.00,815.70,400.00,0.00,65.72,164.31,335.03,164.31,0.00,0.00,5.71,20.00,49.90,0.00,49.90,69.32,0.00,69.90,0.00,0.00,40.00,52.95,0.00
20-01-2017 06:00:00,0.00,0.00,0.00,0.00,596.57,0.00,160.00,400.00,815.70,400.00,0.00,78.63,196.57,400.82,196.57,0.00,0.00,5.71,20.00,52.99,0.00,52.99,73.62,0.00,72.99,0.00,0.00,40.00,61.78,0.00
20-01-2017 07:00:00,0.00,0.00,0.00,0.00,644.89,0.00,160.00,400.00,815.70,400.00,0.00,97.96,244.89,499.35,244.89,0.00,0.00,5.71,20.00,55.32,0.00,55.32,76.84,0.00,75.32,0.00,0.00,40.00,97.08,0.00
20-01-2017 08:00:00,0.00,0.00,7.62,26.67,746.67,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,57.64,0.00,57.64,80.07,0.00,77.64,0.00,0.00,40.00,110.32,0.00
20-01-2017 09:00:00,0.00,0.00,21.52,75.32,795.32,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,57.64,0.00,57.64,80.07,0.00,77.64,0.00,0.00,40.00,132.38,0.00
20-01-2017 10:00:00,0.00,0.00,17.19,60.16,780.16,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,59.19,0.00,59.19,82.22,0.00,79.19,0.00,0.00,40.00,141.21,0.00
20-01-2017 11:00:00,0.00,0.00,0.00,0.00,715.42,0.00,160.00,400.00,815.70,400.00,0.00,126.17,315.42,643.16,315.42,0.00,0.00,5.71,20.00,54.93,0.00,54.93,76.31,0.00,74.93,0.00,0.00,40.00,110.32,0.00
20-01-2017 12:00:00,0.00,0.00,0.00,0.00,646.48,0.00,160.00,400.00,815.70,400.00,0.00,98.59,246.48,502.59,246.48,0.00,0.00,5.71,20.00,49.51,0.00,49.51,68.78,0.00,69.51,0.00,0.00,40.00,88.25,0.00
20-01-2017 13:00:00,0.00,0.00,0.00,0.00,611.62,0.00,160.00,400.00,815.70,400.00,0.00,84.65,211.62,431.50,211.62,0.00,0.00,5.71,20.00,45.25,0.00,45.25,62.87,0.00,65.25,0.00,0.00,40.00,79.43,0.00
20-01-2017 14:00:00,0.00,0.00,0.00,0.00,625.65,0.00,160.00,400.00,815.70,400.00,0.00,90.26,225.65,460.11,225.65,0.00,0.00,5.71,20.00,52.22,0.00,52.22,72.54,0.00,72.22,0.00,0.00,40.00,88.25,0.00
20-01-2017 15:00:00,0.00,0.00,0.00,0.00,674.33,0.00,160.00,400.00,815.70,400.00,0.00,109.73,274.33,559.38,274.33,0.00,0.00,5.71,20.00,55.70,0.00,55.70,77.38,0.00,75.70,0.00,0.00,40.00,92.67,0.00
20-01-2017 16:00:00,0.00,0.00,5.45,19.08,739.08,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,58.02,0.00,58.02,80.61,0.00,78.02,0.00,0.00,40.00,123.55,0.00
20-01-2017 17:00:00,0.00,0.00,16.26,56.93,776.93,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,57.64,0.00,57.64,80.07,0.00,77.64,0.00,0.00,40.00,101.49,0.00
20-01-2017 18:00:00,0.00,0.00,17.00,59.50,779.50,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,59.57,0.00,59.57,82.76,0.00,79.57,0.00,0.00,40.00,110.32,0.00
20-01-2017 19:00:00,0.00,0.00,6.65,23.27,743.27,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,61.12,0.00,61.12,84.91,0.00,81.12,0.00,0.00,40.00,114.73,0.00
20-01-2017 20:00:00,0.00,0.00,0.00,0.00,719.83,0.00,160.00,400.00,815.70,400.00,0.00,127.93,319.83,652.16,319.83,0.00,0.00,5.71,20.00,59.57,0.00,59.57,82.76,0.00,79.57,0.00,0.00,40.00,114.73,0.00
20-01-2017 21:00:00,0.00,0.00,3.90,13.65,733.65,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,58.41,0.00,58.41,81.14,0.00,78.41,0.00,0.00,40.00,110.32,0.00
20-01-2017 22:00:00,0.00,0.00,0.00,0.00,703.20,0.00,160.00,400.00,815.70,400.00,0.00,121.28,303.20,618.23,303.20,0.00,0.00,5.71,20.00,58.80,0.00,58.80,81.68,0.00,78.80,0.00,0.00,40.00,105.90,0.00
20-01-2017 23:00:00,0.00,0.00,0.63,2.22,722.22,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,58.02,0.00,58.02,80.61,0.00,78.02,0.00,0.00,40.00,101.49,0.00
21-01-2017 00:00:00,0.00,0.00,0.00,0.00,694.15,0.00,160.00,400.00,815.70,400.00,0.00,117.66,294.15,599.80,294.15,0.00,0.00,5.71,20.00,58.80,0.00,58.80,81.68,0.00,78.80,0.00,0.00,40.00,83.84,0.00
21-01-2017 01:00:00,0.00,0.00,22.86,80.00,663.70,0.00,160.00,400.00,815.70,400.00,183.70,0.00,183.70,288.14,0.00,0.00,0.00,5.71,20.00,58.80,0.00,58.80,81.68,0.00,78.80,0.00,0.00,40.00,79.43,0.00
21-01-2017 02:00:00,0.00,0.00,22.86,80.00,656.68,0.00,160.00,400.00,815.70,400.00,176.68,0.00,176.68,277.13,0.00,0.00,0.00,5.71,20.00,57.64,0.00,57.64,80.07,0.00,77.64,0.00,0.00,40.00,75.02,0.00
21-01-2017 03:00:00,0.00,0.00,22.86,80.00,650.68,0.00,160.00,400.00,815.70,400.00,170.68,0.00,170.68,267.71,0.00,0.00,0.00,5.71,20.00,58.02,0.00,58.02,80.61,0.00,78.02,0.00,0.00,40.00,79.43,0.00
21-01-2017 04:00:00,0.00,0.00,22.86,80.00,665.51,0.00,160.00,400.00,815.70,400.00,185.51,0.00,185.51,290.98,0.00,0.00,0.00,5.71,20.00,58.80,0.00,58.80,81.68,0.00,78.80,0.00,0.00,40.00,83.84,0.00
21-01-2017 05:00:00,0.00,0.00,0.00,0.00,676.72,0.00,160.00,400.00,815.70,400.00,0.00,110.69,276.72,564.25,276.72,0.00,0.00,5.71,20.00,59.19,0.00,59.19,82.22,0.00,79.19,0.00,0.00,40.00,79.43,0.00
21-01-2017 06:00:00,0.00,0.00,0.00,0.00,670.93,0.00,160.00,400.00,815.70,400.00,0.00,108.37,270.93,552.45,270.93,0.00,0.00,5.71,20.00,59.57,0.00,59.57,82.76,0.00,79.57,0.00,0.00,40.00,97.08,0.00
21-01-2017 07:00:00,0.00,0.00,20.76,72.66,792.66,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,61.89,0.00,61.89,85.98,0.00,81.89,0.00,0.00,40.00,127.97,0.00
21-01-2017 08:00:00,0.00,0.00,22.86,80.00,800.00,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,33.93,24.43,5.71,20.00,100.00,0.00,100.00,138.92,0.00,144.43,0.00,0.00,40.00,119.05,22.15
21-01-2017 09:00:00,0.00,0.00,22.86,80.00,800.00,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,97.81,0.00,97.81,135.87,0.00,117.81,0.00,0.00,40.00,162.64,0.00
21-01-2017 10:00:00,0.00,0.00,22.86,80.00,800.00,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,79.74,57.42,5.71,20.00,100.00,0.00,100.00,138.92,0.00,177.42,0.00,0.00,40.00,112.80,55.13
21-01-2017 11:00:00,0.00,0.00,16.44,57.56,777.56,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,61.89,0.00,61.89,85.98,0.00,81.89,0.00,0.00,40.00,141.21,0.00
21-01-2017 12:00:00,0.00,0.00,4.93,17.27,737.27,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,60.35,0.00,60.35,83.83,0.00,80.35,0.00,0.00,40.00,119.14,0.00
21-01-2017 13:00:00,0.00,0.00,10.89,38.10,758.10,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,56.86,0.00,56.86,78.99,0.00,76.86,0.00,0.00,40.00,119.14,0.00
21-01-2017 14:00:00,0.00,0.00,5.16,18.06,738.06,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,56.09,0.00,56.09,77.92,0.00,76.09,0.00,0.00,40.00,114.73,0.00
21-01-2017 15:00:00,0.00,0.00,15.19,53.18,773.18,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,57.25,0.00,57.25,79.53,0.00,77.25,0.00,0.00,40.00,114.73,0.00
21-01-2017 16:00:00,0.00,0.00,20.23,70.83,790.83,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,58.02,0.00,58.02,80.61,0.00,78.02,0.00,0.00,40.00,132.38,0.00
21-01-2017 17:00:00,0.00,0.00,22.86,80.00,800.00,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,94.73,0.00,94.73,131.60,0.00,114.73,0.00,0.00,40.00,141.21,0.00
21-01-2017 18:00:00,0.00,0.00,22.86,80.00,800.00,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,57.42,41.35,5.71,20.00,100.00,0.00,100.00,138.92,0.00,161.35,0.00,0.00,40.00,134.68,33.26
21-01-2017 19:00:00,0.00,0.00,22.86,80.00,800.00,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,30.67,22.08,5.71,20.00,100.00,0.00,100.00,138.92,0.00,142.08,0.00,0.00,40.00,122.18,19.03
21-01-2017 20:00:00,0.00,0.00,19.13,66.96,786.96,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,61.12,0.00,61.12,84.91,0.00,81.12,0.00,0.00,40.00,119.14,0.00
21-01-2017 21:00:00,0.00,0.00,0.86,3.02,723.02,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,56.48,0.00,56.48,78.46,0.00,76.48,0.00,0.00,40.00,97.08,0.00
21-01-2017 22:00:00,0.00,0.00,2.06,7.21,727.21,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,57.25,0.00,57.25,79.53,0.00,77.25,0.00,0.00,40.00,88.25,0.00
21-01-2017 23:00:00,0.00,0.00,0.00,0.00,646.27,0.00,160.00,400.00,815.70,400.00,0.00,98.51,246.27,502.15,246.27,0.00,0.00,5.71,20.00,53.77,0.00,53.77,74.69,0.00,73.77,0.00,0.00,40.00,75.02,0.00
22-01-2017 00:00:00,0.00,0.00,22.86,80.00,633.24,0.00,160.00,400.00,815.70,400.00,153.24,0.00,153.24,240.37,0.00,0.00,0.00,5.71,20.00,52.99,0.00,52.99,73.62,0.00,72.99,0.00,0.00,40.00,75.02,0.00
22-01-2017 01:00:00,0.00,0.00,22.86,80.00,629.63,0.00,160.00,400.00,815.70,400.00,149.63,0.00,149.63,234.70,0.00,0.00,0.00,5.71,20.00,52.61,0.00,52.61,73.08,0.00,72.61,0.00,0.00,40.00,66.19,0.00
22-01-2017 02:00:00,0.00,0.00,22.86,80.00,620.01,0.00,160.00,400.00,815.70,400.00,140.01,0.00,140.01,219.61,0.00,0.00,0.00,5.71,20.00,53.38,0.00,53.38,74.16,0.00,73.38,0.00,0.00,40.00,61.78,0.00
22-01-2017 03:00:00,0.00,0.00,22.86,80.00,638.24,0.00,160.00,400.00,815.70,400.00,158.24,0.00,158.24,248.20,0.00,0.00,0.00,5.71,20.00,54.15,0.00,54.15,75.23,0.00,74.15,0.00,0.00,40.00,61.78,0.00
22-01-2017 04:00:00,0.00,0.00,22.86,80.00,642.65,0.00,160.00,400.00,815.70,400.00,162.65,0.00,162.65,255.12,0.00,0.00,0.00,5.71,20.00,55.32,0.00,55.32,76.84,0.00,75.32,0.00,0.00,40.00,66.19,0.00
22-01-2017 05:00:00,0.00,0.00,0.00,0.00,702.76,0.00,160.00,400.00,815.70,400.00,0.00,121.10,302.76,617.35,302.76,0.00,0.00,5.71,20.00,57.64,0.00,57.64,80.07,0.00,77.64,0.00,0.00,40.00,79.43,0.00
22-01-2017 06:00:00,0.00,0.00,22.86,80.00,800.00,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,91.01,65.53,5.71,20.00,100.00,0.00,100.00,138.92,0.00,185.53,0.00,0.00,40.00,67.04,60.93
22-01-2017 07:00:00,0.00,0.00,22.86,80.00,800.00,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,111.10,80.00,5.71,20.00,100.00,0.00,100.00,138.92,0.00,200.00,73.55,52.93,40.00,54.54,68.04
22-01-2017 08:00:00,0.00,0.00,12.72,44.54,764.54,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,64.99,0.00,64.99,90.28,0.00,84.99,0.00,0.00,40.00,141.21,0.00
22-01-2017 09:00:00,0.00,0.00,8.20,28.70,748.70,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,61.12,0.00,61.12,84.91,0.00,81.12,0.00,0.00,40.00,127.97,0.00
22-01-2017 10:00:00,0.00,0.00,0.00,0.00,713.83,0.00,160.00,400.00,815.70,400.00,0.00,125.53,313.83,639.92,313.83,0.00,0.00,5.71,20.00,59.57,0.00,59.57,82.76,0.00,79.57,0.00,0.00,40.00,119.14,0.00
22-01-2017 11:00:00,0.00,0.00,0.00,0.00,706.60,0.00,160.00,400.00,815.70,400.00,0.00,122.64,306.60,625.17,306.60,0.00,0.00,5.71,20.00,59.57,0.00,59.57,82.76,0.00,79.57,0.00,0.00,40.00,101.49,0.00
22-01-2017 12:00:00,0.00,0.00,7.10,24.86,744.86,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,59.57,0.00,59.57,82.76,0.00,79.57,0.00,0.00,40.00,105.90,0.00
22-01-2017 13:00:00,0.00,0.00,7.15,25.04,745.04,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,58.41,0.00,58.41,81.14,0.00,78.41,0.00,0.00,40.00,97.08,0.00
22-01-2017 14:00:00,0.00,0.00,4.87,17.05,737.05,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,57.64,0.00,57.64,80.07,0.00,77.64,0.00,0.00,40.00,105.90,0.00
22-01-2017 15:00:00,0.00,0.00,3.09,10.83,730.83,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,59.96,0.00,59.96,83.29,0.00,79.96,0.00,0.00,40.00,97.08,0.00
22-01-2017 16:00:00,0.00,0.00,0.00,0.00,705.80,0.00,160.00,400.00,815.70,400.00,0.00,122.32,305.80,623.54,305.80,0.00,0.00,5.71,20.00,61.89,0.00,61.89,85.98,0.00,81.89,0.00,0.00,40.00,105.90,0.00
22-01-2017 17:00:00,0.00,0.00,4.19,14.66,734.66,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,64.22,0.00,64.22,89.21,0.00,84.22,0.00,0.00,40.00,119.14,0.00
22-01-2017 18:00:00,0.00,0.00,21.13,73.94,793.94,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,64.60,0.00,64.60,89.75,0.00,84.60,0.00,0.00,40.00,114.73,0.00
22-01-2017 19:00:00,0.00,0.00,22.86,80.00,800.00,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,71.37,0.00,71.37,99.14,0.00,91.37,0.00,0.00,40.00,127.97,0.00
22-01-2017 20:00:00,0.00,0.00,8.65,30.29,750.29,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,63.83,0.00,63.83,88.67,0.00,83.83,0.00,0.00,40.00,119.14,0.00
22-01-2017 21:00:00,0.00,0.00,4.87,17.05,737.05,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,61.89,0.00,61.89,85.98,0.00,81.89,0.00,0.00,40.00,105.90,0.00
22-01-2017 22:00:00,0.00,0.00,0.00,0.00,717.59,0.00,160.00,400.00,815.70,400.00,0.00,127.04,317.59,647.59,317.59,0.00,0.00,5.71,20.00,60.73,0.00,60.73,84.37,0.00,80.73,0.00,0.00,40.00,83.84,0.00
22-01-2017 23:00:00,0.00,0.00,0.00,0.00,674.91,0.00,160.00,400.00,815.70,400.00,0.00,109.96,274.91,560.56,274.91,0.00,0.00,5.71,20.00,57.25,0.00,57.25,79.53,0.00,77.25,0.00,0.00,40.00,75.02,0.00
23-01-2017 00:00:00,0.00,0.00,0.00,0.00,611.40,0.00,160.00,400.00,815.70,400.00,0.00,84.56,211.40,431.05,211.40,0.00,0.00,5.71,20.00,55.32,0.00,55.32,76.84,0.00,75.32,0.00,0.00,40.00,66.19,0.00
23-01-2017 01:00:00,0.00,0.00,0.00,0.00,575.52,0.00,160.00,400.00,815.70,400.00,0.00,70.21,175.52,357.89,175.52,0.00,0.00,5.71,20.00,54.54,0.00,54.54,75.77,0.00,74.54,0.00,0.00,40.00,48.54,0.00
23-01-2017 02:00:00,0.00,0.00,0.00,0.00,583.33,0.00,160.00,400.00,815.70,400.00,0.00,73.33,183.33,373.82,183.33,0.00,0.00,5.71,20.00,53.38,0.00,53.38,74.16,0.00,73.38,0.00,0.00,40.00,48.54,0.00
23-01-2017 03:00:00,0.00,0.00,0.00,0.00,598.96,0.00,160.00,400.00,815.70,400.00,0.00,79.58,198.96,405.68,198.96,0.00,0.00,5.71,20.00,52.99,0.00,52.99,73.62,0.00,72.99,0.00,0.00,40.00,48.54,0.00
23-01-2017 04:00:00,0.00,0.00,0.00,0.00,596.35,0.00,160.00,400.00,815.70,400.00,0.00,78.54,196.35,400.37,196.35,0.00,0.00,5.71,20.00,53.77,0.00,53.77,74.69,0.00,73.77,0.00,0.00,40.00,48.54,0.00
23-01-2017 05:00:00,0.00,0.00,0.00,0.00,641.64,0.00,160.00,400.00,815.70,400.00,0.00,96.65,241.64,492.71,241.64,0.00,0.00,5.71,20.00,55.32,0.00,55.32,76.84,0.00,75.32,0.00,0.00,40.00,57.36,0.00
23-01-2017 06:00:00,0.00,0.00,19.25,67.38,787.38,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,60.35,0.00,60.35,83.83,0.00,80.35,0.00,0.00,40.00,97.08,0.00
23-01-2017 07:00:00,0.00,0.00,22.86,80.00,800.00,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,23.73,17.09,5.71,20.00,100.00,0.00,100.00,138.92,0.00,137.09,0.00,0.00,40.00,124.70,12.10
23-01-2017 08:00:00,0.00,0.00,18.20,63.71,783.71,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,59.19,0.00,59.19,82.22,0.00,79.19,0.00,0.00,40.00,105.90,0.00
23-01-2017 09:00:00,0.00,0.00,2.64,9.24,729.24,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,57.25,0.00,57.25,79.53,0.00,77.25,0.00,0.00,40.00,105.90,0.00
23-01-2017 10:00:00,0.00,0.00,0.00,0.00,684.75,0.00,160.00,400.00,815.70,400.00,0.00,113.90,284.75,580.62,284.75,0.00,0.00,5.71,20.00,53.77,0.00,53.77,74.69,0.00,73.77,0.00,0.00,40.00,92.67,0.00
23-01-2017 11:00:00,0.00,0.00,0.00,0.00,669.70,0.00,160.00,400.00,815.70,400.00,0.00,107.88,269.70,549.94,269.70,0.00,0.00,5.71,20.00,51.83,0.00,51.83,72.01,0.00,71.83,0.00,0.00,40.00,75.02,0.00
23-01-2017 12:00:00,0.00,0.00,0.00,0.00,604.60,0.00,160.00,400.00,815.70,400.00,0.00,81.84,204.60,417.19,204.60,0.00,0.00,5.71,20.00,49.90,0.00,49.90,69.32,0.00,69.90,0.00,0.00,40.00,75.02,0.00
23-01-2017 13:00:00,0.00,0.00,0.00,0.00,595.77,0.00,160.00,400.00,815.70,400.00,0.00,78.31,195.77,399.19,195.77,0.00,0.00,5.71,20.00,50.29,0.00,50.29,69.86,0.00,70.29,0.00,0.00,40.00,66.19,0.00
23-01-2017 14:00:00,0.00,0.00,0.00,0.00,615.81,0.00,160.00,400.00,815.70,400.00,0.00,86.32,215.81,440.05,215.81,0.00,0.00,5.71,20.00,49.12,0.00,49.12,68.24,0.00,69.12,0.00,0.00,40.00,70.60,0.00
23-01-2017 15:00:00,0.00,0.00,0.00,0.00,619.43,0.00,160.00,400.00,815.70,400.00,0.00,87.77,219.43,447.43,219.43,0.00,0.00,5.71,20.00,51.83,0.00,51.83,72.01,0.00,71.83,0.00,0.00,40.00,79.43,0.00
23-01-2017 16:00:00,0.00,0.00,0.00,0.00,654.29,0.00,160.00,400.00,815.70,400.00,0.00,101.72,254.29,518.52,254.29,0.00,0.00,5.71,20.00,54.15,0.00,54.15,75.23,0.00,74.15,0.00,0.00,40.00,88.25,0.00
