Date (CEST),HOB_Fuel_Input_A1[Dim 1][MW],HOB_Output_Backup[Dim 1][MW],HP_Electricity_Consumption_A1[Dim 1][MW],HP_Load_Output_A1[Dim 1][MW],Thermal_Output_A1[Dim 1][MW],Waste_BP_Load_A1[Dim 1][MW],Waste_CHP_Electricity_Output_A1[Dim 1][MW],Waste_CHP_Load_Output_A1[Dim 1][MW],Waste_Fuel_Input_A1[Dim 1][MW],Waste_Turbine_Load_A1[Dim 1][MW],Wood_BP_Load_A1[Dim 1][MW],Wood_CHP_Electricity_Output_A1[Dim 1][MW],Wood_CHP_Load_Output_A1[Dim 1][MW],Wood_Fuel_Input_A1[Dim 1][MW],Wood_Turbine_Load_A1[Dim 1][MW],HOB_Fuel_Input_A2[Dim 1][MW],HOB_Load_Output_A2[Dim 1][MW],HP_Electricity_Consumption_A2[Dim 1][MW],HP_Load_Output_A2[Dim 1][MW],Pellet_BP_Load_A2[Dim 1][MW],Pellet_CHP_Electricity_Output_A2[Dim 1][MW],Pellet_CHP_Load_Output_A2[Dim 1][MW],Pellet_Fuel_Input_A2[Dim 1][MW],Pellet_Turbine_Load_A2[Dim 1][MW],Thermal_Output_A2[Dim 1][MW],Area_Exchange[Dim 1][MW]

01-01-2017 00:00:00,0.00,0.00,0.00,0.00,461.88,0.00,160.00,400.00,815.70,400.00,0.00,24.75,61.88,126.17,61.88,0.00,0.00,5.71,20.00,22.42,0.00,22.42,31.15,0.00,42.42,40.00
01-01-2017 01:00:00,0.00,0.00,0.00,0.00,477.50,0.00,160.00,400.00,815.70,400.00,0.00,31.00,77.50,158.03,77.50,0.00,0.00,5.71,20.00,22.42,0.00,22.42,31.15,0.00,42.42,40.00
01-01-2017 02:00:00,0.00,0.00,0.00,0.00,464.48,0.00,160.00,400.00,815.70,400.00,0.00,25.79,64.48,131.48,64.48,0.00,0.00,5.71,20.00,22.04,0.00,22.04,30.61,0.00,42.04,40.00
01-01-2017 03:00:00,0.00,0.00,0.00,0.00,422.81,0.00,160.00,400.00,815.70,400.00,0.00,9.13,22.81,46.52,22.81,0.00,0.00,5.71,20.00,19.33,0.00,19.33,26.85,0.00,39.33,40.00
01-01-2017 04:00:00,0.00,0.00,0.00,0.00,428.02,0.00,160.00,400.00,815.70,400.00,0.00,11.21,28.02,57.14,28.02,0.00,0.00,5.71,20.00,14.68,0.00,14.68,20.40,0.00,34.68,40.00
01-01-2017 05:00:00,0.00,0.00,0.00,0.00,430.63,0.00,160.00,400.00,815.70,400.00,0.00,12.25,30.63,62.45,30.63,0.00,0.00,5.71,20.00,12.75,0.00,12.75,17.71,0.00,32.75,40.00
01-01-2017 06:00:00,0.00,0.00,0.00,0.00,430.63,0.00,160.00,400.00,815.70,400.00,0.00,12.25,30.63,62.45,30.63,0.00,0.00,5.71,20.00,12.36,0.00,12.36,17.17,0.00,32.36,40.00
01-01-2017 07:00:00,0.00,0.00,0.00,0.00,433.23,0.00,160.00,400.00,815.70,400.00,0.00,13.29,33.23,67.76,33.23,0.00,0.00,5.71,20.00,13.91,0.00,13.91,19.32,0.00,33.91,40.00
01-01-2017 08:00:00,0.00,0.00,0.00,0.00,443.65,0.00,160.00,400.00,815.70,400.00,0.00,17.46,43.65,89.00,43.65,0.00,0.00,5.71,20.00,15.07,0.00,15.07,20.94,0.00,35.07,40.00
01-01-2017 09:00:00,0.00,0.00,0.00,0.00,448.85,0.00,160.00,400.00,815.70,400.00,0.00,19.54,48.85,99.62,48.85,0.00,0.00,5.71,20.00,20.10,0.00,20.10,27.93,0.00,40.10,40.00
01-01-2017 10:00:00,0.00,0.00,0.00,0.00,485.31,0.00,160.00,400.00,815.70,400.00,0.00,34.13,85.31,173.96,85.31,0.00,0.00,5.71,20.00,24.36,0.00,24.36,33.84,0.00,44.36,40.00
01-01-2017 11:00:00,0.00,0.00,0.00,0.00,482.71,0.00,160.00,400.00,815.70,400.00,0.00,33.08,82.71,168.65,82.71,0.00,0.00,5.71,20.00,27.07,0.00,27.07,37.60,0.00,47.07,40.00
01-01-2017 12:00:00,0.00,0.00,0.00,0.00,474.90,0.00,160.00,400.00,815.70,400.00,0.00,29.96,74.90,152.72,74.90,0.00,0.00,5.71,20.00,25.13,0.00,25.13,34.91,0.00,45.13,40.00
01-01-2017 13:00:00,0.00,0.00,0.00,0.00,456.67,0.00,160.00,400.00,815.70,400.00,0.00,22.67,56.67,115.55,56.67,0.00,0.00,5.71,20.00,29.39,0.00,29.39,40.83,0.00,49.39,40.00
01-01-2017 14:00:00,0.00,0.00,0.00,0.00,490.52,0.00,160.00,400.00,815.70,400.00,0.00,36.21,90.52,184.58,90.52,0.00,0.00,5.71,20.00,28.62,0.00,28.62,39.75,0.00,48.62,40.00
01-01-2017 15:00:00,0.00,0.00,0.00,0.00,498.33,0.00,160.00,400.00,815.70,400.00,0.00,39.33,98.33,200.51,98.33,0.00,0.00,5.71,20.00,30.94,0.00,30.94,42.98,0.00,50.94,40.00
01-01-2017 16:00:00,0.00,0.00,0.00,0.00,480.10,0.00,160.00,400.00,815.70,400.00,0.00,32.04,80.10,163.34,80.10,0.00,0.00,5.71,20.00,25.91,0.00,25.91,35.99,0.00,45.91,40.00
01-01-2017 17:00:00,0.00,0.00,0.00,0.00,480.10,0.00,160.00,400.00,815.70,400.00,0.00,32.04,80.10,163.34,80.10,0.00,0.00,5.71,20.00,24.75,0.00,24.75,34.38,0.00,44.75,40.00
01-01-2017 18:00:00,0.00,0.00,0.00,0.00,469.69,0.00,160.00,400.00,815.70,400.00,0.00,27.88,69.69,142.10,69.69,0.00,0.00,5.71,20.00,12.75,0.00,12.75,17.71,0.00,32.75,40.00
01-01-2017 19:00:00,0.00,0.00,0.00,0.00,472.29,0.00,160.00,400.00,815.70,400.00,0.00,28.92,72.29,147.41,72.29,0.00,0.00,5.71,20.00,16.23,0.00,16.23,22.55,0.00,36.23,40.00
01-01-2017 20:00:00,0.00,0.00,0.00,0.00,454.06,0.00,160.00,400.00,815.70,400.00,0.00,21.63,54.06,110.24,54.06,0.00,0.00,5.71,20.00,15.85,0.00,15.85,22.01,0.00,35.85,40.00
01-01-2017 21:00:00,0.00,0.00,0.00,0.00,448.85,0.00,160.00,400.00,815.70,400.00,0.00,19.54,48.85,99.62,48.85,0.00,0.00,5.71,20.00,22.81,0.00,22.81,31.69,0.00,42.81,40.00
01-01-2017 22:00:00,0.00,0.00,0.00,0.00,446.25,0.00,160.00,400.00,815.70,400.00,0.00,18.50,46.25,94.31,46.25,0.00,0.00,5.71,20.00,19.33,0.00,19.33,26.85,0.00,39.33,40.00
01-01-2017 23:00:00,0.00,0.00,0.00,0.00,448.85,0.00,160.00,400.00,815.70,400.00,0.00,19.54,48.85,99.62,48.85,0.00,0.00,5.71,20.00,21.65,0.00,21.65,30.08,0.00,41.65,40.00
02-01-2017 00:00:00,0.00,0.00,0.00,0.00,443.65,0.00,160.00,400.00,815.70,400.00,0.00,17.46,43.65,89.00,43.65,0.00,0.00,5.71,20.00,19.33,0.00,19.33,26.85,0.00,39.33,40.00
02-01-2017 01:00:00,0.00,0.00,0.00,0.00,438.44,0.00,160.00,400.00,815.70,400.00,0.00,15.38,38.44,78.38,38.44,0.00,0.00,5.71,20.00,18.94,0.00,18.94,26.31,0.00,38.94,40.00
02-01-2017 02:00:00,0.00,0.00,0.00,0.00,443.65,0.00,160.00,400.00,815.70,400.00,0.00,17.46,43.65,89.00,43.65,0.00,0.00,5.71,20.00,17.39,0.00,17.39,24.16,0.00,37.39,40.00
02-01-2017 03:00:00,0.00,0.00,0.00,0.00,441.04,0.00,160.00,400.00,815.70,400.00,0.00,16.42,41.04,83.69,41.04,0.00,0.00,5.71,20.00,17.39,0.00,17.39,24.16,0.00,37.39,40.00
02-01-2017 04:00:00,0.00,0.00,0.00,0.00,388.96,0.00,155.58,388.96,793.18,388.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,17.01,0.00,17.01,23.62,0.00,37.01,40.00
02-01-2017 05:00:00,0.00,0.00,0.00,0.00,433.23,0.00,160.00,400.00,815.70,400.00,0.00,13.29,33.23,67.76,33.23,0.00,0.00,5.71,20.00,17.39,0.00,17.39,24.16,0.00,37.39,40.00
02-01-2017 06:00:00,0.00,0.00,0.00,0.00,487.92,0.00,160.00,400.00,815.70,400.00,0.00,35.17,87.92,179.27,87.92,0.00,0.00,5.71,20.00,24.75,0.00,24.75,34.38,0.00,44.75,40.00
02-01-2017 07:00:00,0.00,0.00,0.00,0.00,511.35,0.00,160.00,400.00,815.70,400.00,0.00,44.54,111.35,227.06,111.35,0.00,0.00,5.71,20.00,23.58,0.00,23.58,32.76,0.00,43.58,40.00
02-01-2017 08:00:00,0.00,0.00,0.00,0.00,490.52,0.00,160.00,400.00,815.70,400.00,0.00,36.21,90.52,184.58,90.52,0.00,0.00,5.71,20.00,24.36,0.00,24.36,33.84,0.00,44.36,40.00
02-01-2017 09:00:00,0.00,0.00,0.00,0.00,480.10,0.00,160.00,400.00,815.70,400.00,0.00,32.04,80.10,163.34,80.10,0.00,0.00,5.71,20.00,26.68,0.00,26.68,37.06,0.00,46.68,40.00
02-01-2017 10:00:00,0.00,0.00,0.00,0.00,498.33,0.00,160.00,400.00,815.70,400.00,0.00,39.33,98.33,200.51,98.33,0.00,0.00,5.71,20.00,25.91,0.00,25.91,35.99,0.00,45.91,40.00
02-01-2017 11:00:00,0.00,0.00,0.00,0.00,513.96,0.00,160.00,400.00,815.70,400.00,0.00,45.58,113.96,232.37,113.96,0.00,0.00,5.71,20.00,29.78,0.00,29.78,41.36,0.00,49.78,40.00
02-01-2017 12:00:00,0.00,0.00,0.00,0.00,474.90,0.00,160.00,400.00,815.70,400.00,0.00,29.96,74.90,152.72,74.90,0.00,0.00,5.71,20.00,18.94,0.00,18.94,26.31,0.00,38.94,40.00
02-01-2017 13:00:00,0.00,0.00,0.00,0.00,448.85,0.00,160.00,400.00,815.70,400.00,0.00,19.54,48.85,99.62,48.85,0.00,0.00,5.71,20.00,18.55,0.00,18.55,25.77,0.00,38.55,40.00
02-01-2017 14:00:00,0.00,0.00,0.00,0.00,422.81,0.00,160.00,400.00,815.70,400.00,0.00,9.13,22.81,46.52,22.81,0.00,0.00,5.71,20.00,19.33,0.00,19.33,26.85,0.00,39.33,40.00
02-01-2017 15:00:00,0.00,0.00,0.00,0.00,430.63,0.00,160.00,400.00,815.70,400.00,0.00,12.25,30.63,62.45,30.63,0.00,0.00,5.71,20.00,15.85,0.00,15.85,22.01,0.00,35.85,40.00
02-01-2017 16:00:00,0.00,0.00,0.00,0.00,464.48,0.00,160.00,400.00,815.70,400.00,0.00,25.79,64.48,131.48,64.48,0.00,0.00,5.71,20.00,19.33,0.00,19.33,26.85,0.00,39.33,40.00
02-01-2017 17:00:00,0.00,0.00,0.00,0.00,464.48,0.00,160.00,400.00,815.70,400.00,0.00,25.79,64.48,131.48,64.48,0.00,0.00,5.71,20.00,23.20,0.00,23.20,32.23,0.00,43.20,40.00
02-01-2017 18:00:00,0.00,0.00,0.00,0.00,532.19,0.00,160.00,400.00,815.70,400.00,0.00,52.88,132.19,269.54,132.19,0.00,0.00,5.71,20.00,30.55,0.00,30.55,42.44,0.00,50.55,40.00
02-01-2017 19:00:00,0.00,0.00,0.00,0.00,513.96,0.00,160.00,400.00,815.70,400.00,0.00,45.58,113.96,232.37,113.96,0.00,0.00,5.71,20.00,25.13,0.00,25.13,34.91,0.00,45.13,40.00
02-01-2017 20:00:00,0.00,0.00,0.00,0.00,500.94,0.00,160.00,400.00,815.70,400.00,0.00,40.38,100.94,205.82,100.94,0.00,0.00,5.71,20.00,27.84,0.00,27.84,38.68,0.00,47.84,40.00
02-01-2017 21:00:00,0.00,0.00,0.00,0.00,487.92,0.00,160.00,400.00,815.70,400.00,0.00,35.17,87.92,179.27,87.92,0.00,0.00,5.71,20.00,20.10,0.00,20.10,27.93,0.00,40.10,40.00
02-01-2017 22:00:00,0.00,0.00,0.00,0.00,459.27,0.00,160.00,400.00,815.70,400.00,0.00,23.71,59.27,120.86,59.27,0.00,0.00,5.71,20.00,20.49,0.00,20.49,28.46,0.00,40.49,40.00
02-01-2017 23:00:00,0.00,0.00,0.00,0.00,443.65,0.00,160.00,400.00,815.70,400.00,0.00,17.46,43.65,89.00,43.65,0.00,0.00,5.71,20.00,19.33,0.00,19.33,26.85,0.00,39.33,40.00
03-01-2017 00:00:00,0.00,0.00,0.00,0.00,430.63,0.00,160.00,400.00,815.70,400.00,0.00,12.25,30.63,62.45,30.63,0.00,0.00,5.71,20.00,13.91,0.00,13.91,19.32,0.00,33.91,40.00
03-01-2017 01:00:00,0.00,0.00,0.00,0.00,428.02,0.00,160.00,400.00,815.70,400.00,0.00,11.21,28.02,57.14,28.02,0.00,0.00,5.71,20.00,13.52,0.00,13.52,18.79,0.00,33.52,40.00
03-01-2017 02:00:00,0.00,0.00,0.00,0.00,433.23,0.00,160.00,400.00,815.70,400.00,0.00,13.29,33.23,67.76,33.23,0.00,0.00,5.71,20.00,13.91,0.00,13.91,19.32,0.00,33.91,40.00
03-01-2017 03:00:00,0.00,0.00,0.00,0.00,433.23,0.00,160.00,400.00,815.70,400.00,0.00,13.29,33.23,67.76,33.23,0.00,0.00,5.71,20.00,15.46,0.00,15.46,21.47,0.00,35.46,40.00
03-01-2017 04:00:00,0.00,0.00,0.00,0.00,430.63,0.00,160.00,400.00,815.70,400.00,0.00,12.25,30.63,62.45,30.63,0.00,0.00,5.71,20.00,16.62,0.00,16.62,23.09,0.00,36.62,40.00
03-01-2017 05:00:00,0.00,0.00,0.00,0.00,446.25,0.00,160.00,400.00,815.70,400.00,0.00,18.50,46.25,94.31,46.25,0.00,0.00,5.71,20.00,17.01,0.00,17.01,23.62,0.00,37.01,40.00
03-01-2017 06:00:00,0.00,0.00,0.00,0.00,469.69,0.00,160.00,400.00,815.70,400.00,0.00,27.88,69.69,142.10,69.69,0.00,0.00,5.71,20.00,27.84,0.00,27.84,38.68,0.00,47.84,40.00
03-01-2017 07:00:00,0.00,0.00,0.00,0.00,495.73,0.00,160.00,400.00,815.70,400.00,0.00,38.29,95.73,195.20,95.73,0.00,0.00,5.71,20.00,30.55,0.00,30.55,42.44,0.00,50.55,40.00
03-01-2017 08:00:00,0.00,0.00,0.00,0.00,500.94,0.00,160.00,400.00,815.70,400.00,0.00,40.38,100.94,205.82,100.94,0.00,0.00,5.71,20.00,28.62,0.00,28.62,39.75,0.00,48.62,40.00
03-01-2017 09:00:00,0.00,0.00,0.00,0.00,503.54,0.00,160.00,400.00,815.70,400.00,0.00,41.42,103.54,211.13,103.54,0.00,0.00,5.71,20.00,32.10,0.00,32.10,44.59,0.00,52.10,40.00
03-01-2017 10:00:00,0.00,0.00,0.00,0.00,477.50,0.00,160.00,400.00,815.70,400.00,0.00,31.00,77.50,158.03,77.50,0.00,0.00,5.71,20.00,35.19,0.00,35.19,48.89,0.00,55.19,40.00
03-01-2017 11:00:00,0.00,0.00,0.00,0.00,454.06,0.00,160.00,400.00,815.70,400.00,0.00,21.63,54.06,110.24,54.06,0.00,0.00,5.71,20.00,34.42,0.00,34.42,47.82,0.00,54.42,40.00
03-01-2017 12:00:00,0.00,0.00,0.00,0.00,433.23,0.00,160.00,400.00,815.70,400.00,0.00,13.29,33.23,67.76,33.23,0.00,0.00,5.71,20.00,23.97,0.00,23.97,33.30,0.00,43.97,40.00
03-01-2017 13:00:00,0.00,0.00,0.00,0.00,420.21,0.00,160.00,400.00,815.70,400.00,0.00,8.08,20.21,41.21,20.21,0.00,0.00,5.71,20.00,24.75,0.00,24.75,34.38,0.00,44.75,40.00
03-01-2017 14:00:00,0.00,0.00,0.00,0.00,409.79,0.00,160.00,400.00,815.70,400.00,0.00,3.92,9.79,19.97,9.79,0.00,0.00,5.71,20.00,21.26,0.00,21.26,29.54,0.00,41.26,40.00
03-01-2017 15:00:00,0.00,0.00,0.00,0.00,407.19,0.00,160.00,400.00,815.70,400.00,0.00,2.88,7.19,14.66,7.19,0.00,0.00,5.71,20.00,23.97,0.00,23.97,33.30,0.00,43.97,40.00
03-01-2017 16:00:00,0.00,0.00,0.00,0.00,407.19,0.00,160.00,400.00,815.70,400.00,0.00,2.88,7.19,14.66,7.19,0.00,0.00,5.71,20.00,21.26,0.00,21.26,29.54,0.00,41.26,40.00
03-01-2017 17:00:00,0.00,0.00,0.00,0.00,495.73,0.00,160.00,400.00,815.70,400.00,0.00,38.29,95.73,195.20,95.73,0.00,0.00,5.71,20.00,29.78,0.00,29.78,41.36,0.00,49.78,40.00
03-01-2017 18:00:00,0.00,0.00,0.00,0.00,579.06,0.00,160.00,400.00,815.70,400.00,0.00,71.63,179.06,365.12,179.06,0.00,0.00,5.71,20.00,23.20,0.00,23.20,32.23,0.00,43.20,40.00
03-01-2017 19:00:00,0.00,0.00,0.00,0.00,542.60,0.00,160.00,400.00,815.70,400.00,0.00,57.04,142.60,290.78,142.60,0.00,0.00,5.71,20.00,21.26,0.00,21.26,29.54,0.00,41.26,40.00
03-01-2017 20:00:00,0.00,0.00,0.00,0.00,493.13,0.00,160.00,400.00,815.70,400.00,0.00,37.25,93.13,189.89,93.13,0.00,0.00,5.71,20.00,26.29,0.00,26.29,36.53,0.00,46.29,40.00
03-01-2017 21:00:00,0.00,0.00,0.00,0.00,472.29,0.00,160.00,400.00,815.70,400.00,0.00,28.92,72.29,147.41,72.29,0.00,0.00,5.71,20.00,29.39,0.00,29.39,40.83,0.00,49.39,40.00
03-01-2017 22:00:00,0.00,0.00,0.00,0.00,459.27,0.00,160.00,400.00,815.70,400.00,0.00,23.71,59.27,120.86,59.27,0.00,0.00,5.71,20.00,25.52,0.00,25.52,35.45,0.00,45.52,40.00
03-01-2017 23:00:00,0.00,0.00,0.00,0.00,441.04,0.00,160.00,400.00,815.70,400.00,0.00,16.42,41.04,83.69,41.04,0.00,0.00,5.71,20.00,20.88,0.00,20.88,29.00,0.00,40.88,40.00
04-01-2017 00:00:00,0.00,0.00,0.00,0.00,448.85,0.00,160.00,400.00,815.70,400.00,0.00,19.54,48.85,99.62,48.85,0.00,0.00,5.71,20.00,15.46,0.00,15.46,21.47,0.00,35.46,40.00
04-01-2017 01:00:00,0.00,0.00,0.00,0.00,446.25,0.00,160.00,400.00,815.70,400.00,0.00,18.50,46.25,94.31,46.25,0.00,0.00,5.71,20.00,13.14,0.00,13.14,18.25,0.00,33.14,40.00
04-01-2017 02:00:00,0.00,0.00,0.00,0.00,438.44,0.00,160.00,400.00,815.70,400.00,0.00,15.38,38.44,78.38,38.44,0.00,0.00,5.71,20.00,13.14,0.00,13.14,18.25,0.00,33.14,40.00
04-01-2017 03:00:00,0.00,0.00,0.00,0.00,438.44,0.00,160.00,400.00,815.70,400.00,0.00,15.38,38.44,78.38,38.44,0.00,0.00,5.71,20.00,12.75,0.00,12.75,17.71,0.00,32.75,40.00
04-01-2017 04:00:00,0.00,0.00,0.00,0.00,435.83,0.00,160.00,400.00,815.70,400.00,0.00,14.33,35.83,73.07,35.83,0.00,0.00,5.71,20.00,18.55,0.00,18.55,25.77,0.00,38.55,40.00
04-01-2017 05:00:00,0.00,0.00,0.00,0.00,448.85,0.00,160.00,400.00,815.70,400.00,0.00,19.54,48.85,99.62,48.85,0.00,0.00,5.71,20.00,12.36,0.00,12.36,17.17,0.00,32.36,40.00
04-01-2017 06:00:00,0.00,0.00,0.00,0.00,472.29,0.00,160.00,400.00,815.70,400.00,0.00,28.92,72.29,147.41,72.29,0.00,0.00,5.71,20.00,27.45,0.00,27.45,38.14,0.00,47.45,40.00
04-01-2017 07:00:00,0.00,0.00,0.00,0.00,516.56,0.00,160.00,400.00,815.70,400.00,0.00,46.63,116.56,237.68,116.56,0.00,0.00,5.71,20.00,30.16,0.00,30.16,41.90,0.00,50.16,40.00
04-01-2017 08:00:00,0.00,0.00,0.00,0.00,493.13,0.00,160.00,400.00,815.70,400.00,0.00,37.25,93.13,189.89,93.13,0.00,0.00,5.71,20.00,22.42,0.00,22.42,31.15,0.00,42.42,40.00
04-01-2017 09:00:00,0.00,0.00,0.00,0.00,498.33,0.00,160.00,400.00,815.70,400.00,0.00,39.33,98.33,200.51,98.33,0.00,0.00,5.71,20.00,26.29,0.00,26.29,36.53,0.00,46.29,40.00
04-01-2017 10:00:00,0.00,0.00,0.00,0.00,503.54,0.00,160.00,400.00,815.70,400.00,0.00,41.42,103.54,211.13,103.54,0.00,0.00,5.71,20.00,25.52,0.00,25.52,35.45,0.00,45.52,40.00
04-01-2017 11:00:00,0.00,0.00,0.00,0.00,487.92,0.00,160.00,400.00,815.70,400.00,0.00,35.17,87.92,179.27,87.92,0.00,0.00,5.71,20.00,25.91,0.00,25.91,35.99,0.00,45.91,40.00
04-01-2017 12:00:00,0.00,0.00,0.00,0.00,490.52,0.00,160.00,400.00,815.70,400.00,0.00,36.21,90.52,184.58,90.52,0.00,0.00,5.71,20.00,23.58,0.00,23.58,32.76,0.00,43.58,40.00
04-01-2017 13:00:00,0.00,0.00,0.00,0.00,495.73,0.00,160.00,400.00,815.70,400.00,0.00,38.29,95.73,195.20,95.73,0.00,0.00,5.71,20.00,27.84,0.00,27.84,38.68,0.00,47.84,40.00
04-01-2017 14:00:00,0.00,0.00,0.00,0.00,493.13,0.00,160.00,400.00,815.70,400.00,0.00,37.25,93.13,189.89,93.13,0.00,0.00,5.71,20.00,26.29,0.00,26.29,36.53,0.00,46.29,40.00
04-01-2017 15:00:00,0.00,0.00,0.00,0.00,490.52,0.00,160.00,400.00,815.70,400.00,0.00,36.21,90.52,184.58,90.52,0.00,0.00,5.71,20.00,22.04,0.00,22.04,30.61,0.00,42.04,40.00
04-01-2017 16:00:00,0.00,0.00,0.00,0.00,516.56,0.00,160.00,400.00,815.70,400.00,0.00,46.63,116.56,237.68,116.56,0.00,0.00,5.71,20.00,20.49,0.00,20.49,28.46,0.00,40.49,40.00
04-01-2017 17:00:00,0.00,0.00,0.00,0.00,500.94,0.00,160.00,400.00,815.70,400.00,0.00,40.38,100.94,205.82,100.94,0.00,0.00,5.71,20.00,26.68,0.00,26.68,37.06,0.00,46.68,40.00
04-01-2017 18:00:00,0.00,0.00,0.00,0.00,506.15,0.00,160.00,400.00,815.70,400.00,0.00,42.46,106.15,216.44,106.15,0.00,0.00,5.71,20.00,35.19,0.00,35.19,48.89,0.00,55.19,40.00
04-01-2017 19:00:00,0.00,0.00,0.00,0.00,500.94,0.00,160.00,400.00,815.70,400.00,0.00,40.38,100.94,205.82,100.94,0.00,0.00,5.71,20.00,25.52,0.00,25.52,35.45,0.00,45.52,40.00
04-01-2017 20:00:00,0.00,0.00,0.00,0.00,482.71,0.00,160.00,400.00,815.70,400.00,0.00,33.08,82.71,168.65,82.71,0.00,0.00,5.71,20.00,29.00,0.00,29.00,40.29,0.00,49.00,40.00
04-01-2017 21:00:00,0.00,0.00,0.00,0.00,503.54,0.00,160.00,400.00,815.70,400.00,0.00,41.42,103.54,211.13,103.54,0.00,0.00,5.71,20.00,29.78,0.00,29.78,41.36,0.00,49.78,40.00
04-01-2017 22:00:00,0.00,0.00,0.00,0.00,469.69,0.00,160.00,400.00,815.70,400.00,0.00,27.88,69.69,142.10,69.69,0.00,0.00,5.71,20.00,30.55,0.00,30.55,42.44,0.00,50.55,40.00
04-01-2017 23:00:00,0.00,0.00,0.00,0.00,469.69,0.00,160.00,400.00,815.70,400.00,0.00,27.88,69.69,142.10,69.69,0.00,0.00,5.71,20.00,25.13,0.00,25.13,34.91,0.00,45.13,40.00
05-01-2017 00:00:00,0.00,0.00,0.00,0.00,451.46,0.00,160.00,400.00,815.70,400.00,0.00,20.58,51.46,104.93,51.46,0.00,0.00,5.71,20.00,20.10,0.00,20.10,27.93,0.00,40.10,40.00
05-01-2017 01:00:00,0.00,0.00,0.00,0.00,441.04,0.00,160.00,400.00,815.70,400.00,0.00,16.42,41.04,83.69,41.04,0.00,0.00,5.71,20.00,16.23,0.00,16.23,22.55,0.00,36.23,40.00
05-01-2017 02:00:00,0.00,0.00,0.00,0.00,438.44,0.00,160.00,400.00,815.70,400.00,0.00,15.38,38.44,78.38,38.44,0.00,0.00,5.71,20.00,14.68,0.00,14.68,20.40,0.00,34.68,40.00
05-01-2017 03:00:00,0.00,0.00,0.00,0.00,435.83,0.00,160.00,400.00,815.70,400.00,0.00,14.33,35.83,73.07,35.83,0.00,0.00,5.71,20.00,15.07,0.00,15.07,20.94,0.00,35.07,40.00
05-01-2017 04:00:00,0.00,0.00,0.00,0.00,435.83,0.00,160.00,400.00,815.70,400.00,0.00,14.33,35.83,73.07,35.83,0.00,0.00,5.71,20.00,16.23,0.00,16.23,22.55,0.00,36.23,40.00
05-01-2017 05:00:00,0.00,0.00,0.00,0.00,435.83,0.00,160.00,400.00,815.70,400.00,0.00,14.33,35.83,73.07,35.83,0.00,0.00,5.71,20.00,15.46,0.00,15.46,21.47,0.00,35.46,40.00
05-01-2017 06:00:00,0.00,0.00,0.00,0.00,448.85,0.00,160.00,400.00,815.70,400.00,0.00,19.54,48.85,99.62,48.85,0.00,0.00,5.71,20.00,22.04,0.00,22.04,30.61,0.00,42.04,40.00
05-01-2017 07:00:00,0.00,0.00,0.00,0.00,506.15,0.00,160.00,400.00,815.70,400.00,0.00,42.46,106.15,216.44,106.15,0.00,0.00,5.71,20.00,22.04,0.00,22.04,30.61,0.00,42.04,40.00
05-01-2017 08:00:00,0.00,0.00,0.00,0.00,467.08,0.00,160.00,400.00,815.70,400.00,0.00,26.83,67.08,136.79,67.08,0.00,0.00,5.71,20.00,25.91,0.00,25.91,35.99,0.00,45.91,40.00
05-01-2017 09:00:00,0.00,0.00,0.00,0.00,511.35,0.00,160.00,400.00,815.70,400.00,0.00,44.54,111.35,227.06,111.35,0.00,0.00,5.71,20.00,27.45,0.00,27.45,38.14,0.00,47.45,40.00
05-01-2017 10:00:00,0.00,0.00,0.00,0.00,519.17,0.00,160.00,400.00,815.70,400.00,0.00,47.67,119.17,242.99,119.17,0.00,0.00,5.71,20.00,30.94,0.00,30.94,42.98,0.00,50.94,40.00
05-01-2017 11:00:00,0.00,0.00,0.00,0.00,584.27,0.00,160.00,400.00,815.70,400.00,0.00,73.71,184.27,375.74,184.27,0.00,0.00,5.71,20.00,30.94,0.00,30.94,42.98,0.00,50.94,40.00
05-01-2017 12:00:00,0.00,0.00,0.00,0.00,519.17,0.00,160.00,400.00,815.70,400.00,0.00,47.67,119.17,242.99,119.17,0.00,0.00,5.71,20.00,34.03,0.00,34.03,47.28,0.00,54.03,40.00
05-01-2017 13:00:00,0.00,0.00,0.00,0.00,485.31,0.00,160.00,400.00,815.70,400.00,0.00,34.13,85.31,173.96,85.31,0.00,0.00,5.71,20.00,32.48,0.00,32.48,45.13,0.00,52.48,40.00
05-01-2017 14:00:00,0.00,0.00,0.00,0.00,469.69,0.00,160.00,400.00,815.70,400.00,0.00,27.88,69.69,142.10,69.69,0.00,0.00,5.71,20.00,28.23,0.00,28.23,39.21,0.00,48.23,40.00
05-01-2017 15:00:00,0.00,0.00,0.00,0.00,498.33,0.00,160.00,400.00,815.70,400.00,0.00,39.33,98.33,200.51,98.33,0.00,0.00,5.71,20.00,37.13,0.00,37.13,51.58,0.00,57.13,40.00
05-01-2017 16:00:00,0.00,0.00,0.00,0.00,532.19,0.00,160.00,400.00,815.70,400.00,0.00,52.88,132.19,269.54,132.19,0.00,0.00,5.71,20.00,36.74,0.00,36.74,51.04,0.00,56.74,40.00
05-01-2017 17:00:00,0.00,0.00,0.00,0.00,599.90,0.00,160.00,400.00,815.70,400.00,0.00,79.96,199.90,407.60,199.90,0.00,0.00,5.71,20.00,36.35,0.00,36.35,50.50,0.00,56.35,40.00
