Date (CEST),HOB_Fuel_Input_A1[Dim 1][MW],HOB_Output_Backup[Dim 1][MW],HP_Electricity_Consumption_A1[Dim 1][MW],HP_Load_Output_A1[Dim 1][MW],Thermal_Output_A1[Dim 1][MW],Waste_BP_Load_A1[Dim 1][MW],Waste_CHP_Electricity_Output_A1[Dim 1][MW],Waste_CHP_Load_Output_A1[Dim 1][MW],Waste_Fuel_Input_A1[Dim 1][MW],Waste_Turbine_Load_A1[Dim 1][MW],Wood_BP_Load_A1[Dim 1][MW],Wood_CHP_Electricity_Output_A1[Dim 1][MW],Wood_CHP_Load_Output_A1[Dim 1][MW],Wood_Fuel_Input_A1[Dim 1][MW],Wood_Turbine_Load_A1[Dim 1][MW],HOB_Fuel_Input_A2[Dim 1][MW],HOB_Load_Output_A2[Dim 1][MW],HP_Electricity_Consumption_A2[Dim 1][MW],HP_Load_Output_A2[Dim 1][MW],Pellet_BP_Load_A2[Dim 1][MW],Pellet_CHP_Electricity_Output_A2[Dim 1][MW],Pellet_CHP_Load_Output_A2[Dim 1][MW],Pellet_Fuel_Input_A2[Dim 1][MW],Pellet_Turbine_Load_A2[Dim 1][MW],Thermal_Output_A2[Dim 1][MW],Area_Exchange[Dim 1][MW]
02-06-2017 16:00:00,0.00,0.00,0.00,0.00,62.56,0.00,25.03,62.56,127.58,62.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.90
02-06-2017 17:00:00,0.00,0.00,0.00,0.00,102.01,0.00,40.80,102.01,208.03,102.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.28
02-06-2017 18:00:00,0.00,0.00,0.00,0.00,97.01,0.00,38.81,97.01,197.83,97.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.70
02-06-2017 19:00:00,0.00,0.00,0.00,0.00,84.27,0.00,33.71,84.27,171.86,84.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.38
02-06-2017 20:00:00,0.00,0.00,0.00,0.00,80.79,0.00,32.32,80.79,164.76,80.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.90
02-06-2017 21:00:00,0.00,0.00,0.00,0.00,75.76,0.00,30.30,75.76,154.50,75.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.87
02-06-2017 22:00:00,0.00,0.00,0.00,0.00,87.34,0.00,34.94,87.34,178.11,87.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.03
02-06-2017 23:00:00,0.00,0.00,0.00,0.00,66.79,0.00,26.72,66.79,136.20,66.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70
03-06-2017 00:00:00,0.00,0.00,0.00,0.00,52.50,0.00,21.00,52.50,107.06,52.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.84
03-06-2017 01:00:00,0.00,0.00,0.00,0.00,36.77,0.00,14.71,36.77,74.99,36.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.13
03-06-2017 02:00:00,0.00,0.00,0.00,0.00,31.18,0.00,12.47,31.18,63.58,31.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.74
03-06-2017 03:00:00,0.00,0.00,0.00,0.00,38.60,0.00,15.44,38.60,78.72,38.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.35
03-06-2017 04:00:00,0.00,0.00,0.00,0.00,38.99,0.00,15.60,38.99,79.51,38.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.74
03-06-2017 05:00:00,0.00,0.00,0.00,0.00,31.18,0.00,12.47,31.18,63.58,31.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.74
03-06-2017 06:00:00,0.00,0.00,0.00,0.00,42.75,0.00,17.10,42.75,87.19,42.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.90
03-06-2017 07:00:00,0.00,0.00,0.00,0.00,45.95,0.00,18.38,45.95,93.71,45.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70
03-06-2017 08:00:00,0.00,0.00,0.00,0.00,61.30,0.00,24.52,61.30,125.00,61.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.03
03-06-2017 09:00:00,0.00,0.00,0.00,0.00,88.71,0.00,35.48,88.71,180.90,88.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.60
03-06-2017 10:00:00,0.00,0.00,0.00,0.00,96.91,0.00,38.76,96.91,197.62,96.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.99
03-06-2017 11:00:00,0.00,0.00,0.00,0.00,105.39,0.00,42.16,105.39,214.92,105.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.06
03-06-2017 12:00:00,0.00,0.00,0.00,0.00,74.71,0.00,29.88,74.71,152.34,74.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.41
03-06-2017 13:00:00,0.00,0.00,0.00,0.00,59.36,0.00,23.74,59.36,121.05,59.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.09
03-06-2017 14:00:00,0.00,0.00,0.00,0.00,69.39,0.00,27.76,69.39,141.51,69.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70
03-06-2017 15:00:00,0.00,0.00,0.00,0.00,67.56,0.00,27.02,67.56,137.78,67.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48
03-06-2017 16:00:00,0.00,0.00,0.00,0.00,76.15,0.00,30.46,76.15,155.29,76.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.25
03-06-2017 17:00:00,0.00,0.00,0.00,0.00,63.23,0.00,25.29,63.23,128.95,63.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.96
03-06-2017 18:00:00,0.00,0.00,0.00,0.00,104.83,0.00,41.93,104.83,213.77,104.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.70
03-06-2017 19:00:00,0.00,0.00,0.00,0.00,117.74,0.00,47.10,117.74,240.11,117.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.99
03-06-2017 20:00:00,0.00,0.00,0.00,0.00,131.29,0.00,52.51,131.29,267.72,131.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.54
03-06-2017 21:00:00,0.00,0.00,0.00,0.00,119.19,0.00,47.67,119.19,243.05,119.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.83
03-06-2017 22:00:00,0.00,0.00,0.00,0.00,86.10,0.00,34.44,86.10,175.59,86.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.60
03-06-2017 23:00:00,0.00,0.00,0.00,0.00,73.93,0.00,29.57,73.93,150.76,73.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.64
04-06-2017 00:00:00,0.00,0.00,0.00,0.00,34.55,0.00,13.82,34.55,70.47,34.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.51
04-06-2017 01:00:00,0.00,0.00,0.00,0.00,36.39,0.00,14.55,36.39,74.20,36.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.74
04-06-2017 02:00:00,0.00,0.00,0.00,0.00,33.39,0.00,13.36,33.39,68.10,33.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.35
04-06-2017 03:00:00,0.00,0.00,0.00,0.00,33.78,0.00,13.51,33.78,68.89,33.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.74
04-06-2017 04:00:00,0.00,0.00,0.00,0.00,38.60,0.00,15.44,38.60,78.72,38.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.35
04-06-2017 05:00:00,0.00,0.00,0.00,0.00,53.66,0.00,21.47,53.66,109.43,53.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
04-06-2017 06:00:00,0.00,0.00,0.00,0.00,103.10,0.00,41.24,103.10,210.25,103.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.18
04-06-2017 07:00:00,0.00,0.00,0.00,0.00,124.92,0.00,49.97,124.92,254.74,124.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.37
04-06-2017 08:00:00,0.00,0.00,0.00,0.00,81.57,0.00,32.63,81.57,166.33,81.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.67
04-06-2017 09:00:00,0.00,0.00,0.00,0.00,72.87,0.00,29.15,72.87,148.61,72.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.19
04-06-2017 10:00:00,0.00,0.00,0.00,0.00,69.39,0.00,27.76,69.39,141.51,69.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70
04-06-2017 11:00:00,0.00,0.00,0.00,0.00,49.90,0.00,19.96,49.90,101.75,49.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.84
04-06-2017 12:00:00,0.00,0.00,0.00,0.00,47.68,0.00,19.07,47.68,97.23,47.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.22
04-06-2017 13:00:00,0.00,0.00,0.00,0.00,50.67,0.00,20.27,50.67,103.33,50.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.61
04-06-2017 14:00:00,0.00,0.00,0.00,0.00,39.48,0.00,15.79,39.48,80.51,39.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.84
04-06-2017 15:00:00,0.00,0.00,0.00,0.00,53.66,0.00,21.47,53.66,109.43,53.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
04-06-2017 16:00:00,0.00,0.00,0.00,0.00,66.30,0.00,26.52,66.30,135.20,66.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.61
04-06-2017 17:00:00,0.00,0.00,0.00,0.00,87.16,0.00,34.86,87.16,177.74,87.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.06
04-06-2017 18:00:00,0.00,0.00,0.00,0.00,99.51,0.00,39.81,99.51,202.93,99.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.99
04-06-2017 19:00:00,0.00,0.00,0.00,0.00,90.43,0.00,36.17,90.43,184.42,90.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.12
04-06-2017 20:00:00,0.00,0.00,0.00,0.00,118.13,0.00,47.25,118.13,240.89,118.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.38
04-06-2017 21:00:00,0.00,0.00,0.00,0.00,166.16,0.00,66.47,166.16,338.85,166.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.54
04-06-2017 22:00:00,0.00,0.00,0.00,0.00,111.16,0.00,44.47,111.16,226.69,111.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.41
04-06-2017 23:00:00,0.00,0.00,0.00,0.00,79.24,0.00,31.70,79.24,161.60,79.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.35
05-06-2017 00:00:00,0.00,0.00,0.00,0.00,40.15,0.00,16.06,40.15,81.88,40.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.90
05-06-2017 01:00:00,0.00,0.00,0.00,0.00,34.94,0.00,13.98,34.94,71.26,34.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.90
05-06-2017 02:00:00,0.00,0.00,0.00,0.00,41.52,0.00,16.61,41.52,84.67,41.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48
05-06-2017 03:00:00,0.00,0.00,0.00,0.00,44.12,0.00,17.65,44.12,89.98,44.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48
05-06-2017 04:00:00,0.00,0.00,0.00,0.00,50.99,0.00,20.39,50.99,103.97,50.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.74
05-06-2017 05:00:00,0.00,0.00,0.00,0.00,73.08,0.00,29.23,73.08,149.04,73.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.60
05-06-2017 06:00:00,0.00,0.00,0.00,0.00,152.51,0.00,61.00,152.51,311.00,152.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.92
05-06-2017 07:00:00,0.00,0.00,0.00,0.00,175.06,0.00,70.03,175.06,357.00,175.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.44
05-06-2017 08:00:00,0.00,0.00,0.00,0.00,154.30,0.00,61.72,154.30,314.67,154.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.70
05-06-2017 09:00:00,0.00,0.00,0.00,0.00,99.97,0.00,39.99,99.97,203.87,99.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.64
05-06-2017 10:00:00,0.00,0.00,0.00,0.00,95.82,0.00,38.33,95.82,195.40,95.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.09
05-06-2017 11:00:00,0.00,0.00,0.00,0.00,92.44,0.00,36.98,92.44,188.51,92.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.32
05-06-2017 12:00:00,0.00,0.00,0.00,0.00,87.90,0.00,35.16,87.90,179.26,87.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.38
05-06-2017 13:00:00,0.00,0.00,0.00,0.00,92.83,0.00,37.13,92.83,189.30,92.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70
05-06-2017 14:00:00,0.00,0.00,0.00,0.00,83.86,0.00,33.54,83.86,171.00,83.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.54
05-06-2017 15:00:00,0.00,0.00,0.00,0.00,93.60,0.00,37.44,93.60,190.88,93.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48
05-06-2017 16:00:00,0.00,0.00,0.00,0.00,106.73,0.00,42.69,106.73,217.65,106.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.19
05-06-2017 17:00:00,0.00,0.00,0.00,0.00,100.46,0.00,40.19,100.46,204.87,100.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.74
05-06-2017 18:00:00,0.00,0.00,0.00,0.00,107.33,0.00,42.93,107.33,218.86,107.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.99
05-06-2017 19:00:00,0.00,0.00,0.00,0.00,112.71,0.00,45.08,112.71,229.85,112.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.96
05-06-2017 20:00:00,0.00,0.00,0.00,0.00,120.63,0.00,48.25,120.63,245.99,120.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.67
05-06-2017 21:00:00,0.00,0.00,0.00,0.00,134.42,0.00,53.77,134.42,274.12,134.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.44
05-06-2017 22:00:00,0.00,0.00,0.00,0.00,131.82,0.00,52.73,131.82,268.81,131.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.44
05-06-2017 23:00:00,0.00,0.00,0.00,0.00,85.33,0.00,34.13,85.33,174.01,85.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.83
06-06-2017 00:00:00,0.00,0.00,0.00,0.00,62.88,0.00,25.15,62.88,128.22,62.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.02
06-06-2017 01:00:00,0.00,0.00,0.00,0.00,57.56,0.00,23.03,57.56,117.39,57.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.31
06-06-2017 02:00:00,0.00,0.00,0.00,0.00,51.97,0.00,20.79,51.97,105.98,51.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.93
06-06-2017 03:00:00,0.00,0.00,0.00,0.00,50.81,0.00,20.32,50.81,103.61,50.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.77
06-06-2017 04:00:00,0.00,0.00,0.00,0.00,53.20,0.00,21.28,53.20,108.49,53.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.35
06-06-2017 05:00:00,0.00,0.00,0.00,0.00,68.65,0.00,27.46,68.65,139.99,68.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.38
06-06-2017 06:00:00,0.00,0.00,0.00,0.00,253.05,0.00,101.22,253.05,516.04,253.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.28
06-06-2017 07:00:00,0.00,0.00,0.00,0.00,164.97,0.00,65.99,164.97,336.42,164.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.93
06-06-2017 08:00:00,0.00,0.00,0.00,0.00,168.46,0.00,67.38,168.46,343.52,168.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.41
06-06-2017 09:00:00,0.00,0.00,0.00,0.00,190.27,0.00,76.11,190.27,388.01,190.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.60
06-06-2017 10:00:00,0.00,0.00,0.00,0.00,204.77,0.00,81.91,204.77,417.57,204.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.89
06-06-2017 11:00:00,0.00,0.00,0.00,0.00,201.78,0.00,80.71,201.78,411.47,201.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.51
06-06-2017 12:00:00,0.00,0.00,0.00,0.00,147.44,0.00,58.98,147.44,300.68,147.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.44
06-06-2017 13:00:00,0.00,0.00,0.00,0.00,127.49,0.00,51.00,127.49,259.98,127.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.93
06-06-2017 14:00:00,0.00,0.00,0.00,0.00,123.41,0.00,49.36,123.41,251.66,123.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.64
06-06-2017 15:00:00,0.00,0.00,0.00,0.00,114.82,0.00,45.93,114.82,234.15,114.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.87
06-06-2017 16:00:00,0.00,0.00,0.00,0.00,105.57,0.00,42.23,105.57,215.28,105.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.03
06-06-2017 17:00:00,0.00,0.00,0.00,0.00,115.60,0.00,46.24,115.60,235.73,115.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.64
06-06-2017 18:00:00,0.00,0.00,0.00,0.00,112.15,0.00,44.86,112.15,228.69,112.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.60
06-06-2017 19:00:00,0.00,0.00,0.00,0.00,124.71,0.00,49.88,124.71,254.31,124.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.96
06-06-2017 20:00:00,0.00,0.00,0.00,0.00,157.12,0.00,62.85,157.12,320.40,157.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.12
06-06-2017 21:00:00,0.00,0.00,0.00,0.00,181.72,0.00,72.69,181.72,370.57,181.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.28
06-06-2017 22:00:00,0.00,0.00,0.00,0.00,110.91,0.00,44.36,110.91,226.18,110.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.18
06-06-2017 23:00:00,0.00,0.00,0.00,0.00,92.37,0.00,36.95,92.37,188.36,92.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.06
07-06-2017 00:00:00,0.00,0.00,0.00,0.00,50.60,0.00,20.24,50.60,103.18,50.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.35
07-06-2017 01:00:00,0.00,0.00,0.00,0.00,46.94,0.00,18.78,46.94,95.72,46.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.90
07-06-2017 02:00:00,0.00,0.00,0.00,0.00,46.94,0.00,18.78,46.94,95.72,46.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.90
07-06-2017 03:00:00,0.00,0.00,0.00,0.00,49.26,0.00,19.70,49.26,100.45,49.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.22
07-06-2017 04:00:00,0.00,0.00,0.00,0.00,57.07,0.00,22.83,57.07,116.38,57.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.22
07-06-2017 05:00:00,0.00,0.00,0.00,0.00,62.07,0.00,24.83,62.07,126.58,62.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.80
07-06-2017 06:00:00,0.00,0.00,0.00,0.00,273.43,0.00,109.37,273.43,557.59,273.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.64
07-06-2017 07:00:00,0.00,0.00,0.00,0.00,221.94,0.00,88.78,221.94,452.59,221.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.44
07-06-2017 08:00:00,0.00,0.00,0.00,0.00,180.91,0.00,72.36,180.91,368.92,180.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.06
07-06-2017 09:00:00,0.00,0.00,0.00,0.00,136.04,0.00,54.42,136.04,277.43,136.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.25
